leaf number, sensor type, gain, integration time, data type,,410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940,,610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,560 nm,585 nm,645 nm,705 nm,900 nm,940 nm,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,,,LED
Leaf: 43, b'AS7265X',64,10,25, Raw data,8,52,151,41,86,231,151,151,101,61,31,37,37,22,10,4,5,3, Calibrated data,4041.25,1116.394286,1148.429643,646.3925,325.6761429,167.6041786,2250.164643,2146.807143,748.0425,443.6889286,94.58557143,89.89771429,265.73775,1749.342857,4817.807143,1252.108214,2361.289286,5419.514286, 10:52:23, pos 1, White LED
Leaf: 43, b'AS7265X',64,50,25, Raw data,39,267,773,210,440,1170,761,761,511,313,175,199,218,127,51,23,28,18, Calibrated data,4089.265714,1260.445,1353.284286,746.2892857,332.1896429,192.7447857,2268.046429,2163.867857,767.6628571,477.2654286,105.9358571,107.8772857,259.0942857,1796.440714,4932.668571,1282.647143,2416.202857,5489.897857, 10:52:26, pos 1, White LED
Leaf: 43, b'AS7265X',64,200,25, Raw data,146,968,3042,788,1716,4292,2794,2797,1880,1225,733,812,913,540,211,93,112,67, Calibrated data,3761.164286,1319.865893,1416.913571,793.2998214,343.5883929,194.8398214,2081.775,1988.283929,751.1082143,486.85875,105.9358393,100.3857857,242.4857143,1628.234464,4852.903571,1203.245179,2355.798214,5034.753571, 10:52:29, pos 1, White LED
Leaf: 43, b'AS7265X',64,10,25, Raw data,6,7,6,4,6,5,9,18,3,17,8,8,6,10,87,181,151,49, Calibrated data,120.0371429,288.1017143,186.2317857,293.81475,2833.382143,7584.089286,134.11575,255.9107857,208.4708571,95.93275,2856.484643,1468.329286,199.3032857,235.4884643,191.4360714,122.1568929,164.7411071,117.3055, 10:52:34, pos 1, IR LED
Leaf: 43, b'AS7265X',64,50,25, Raw data,28,35,31,20,29,22,43,86,16,84,44,38,26,45,397,835,743,249, Calibrated data,128.0396429,316.9119286,161.4009286,264.4332857,2585.868571,6997.474286,128.1550714,244.537,206.0182857,91.13614286,2811.083571,1492.302143,186.0164286,235.4885,197.8172857,122.1568571,159.2497143,103.2288571, 10:52:36, pos 1, IR LED
Leaf: 43, b'AS7265X',64,200,25, Raw data,106,135,119,76,109,84,166,330,61,326,163,147,99,165,1417,3030,2911,1016, Calibrated data,122.0377857,293.5035714,153.6412321,242.3971429,2307.416071,6348.007143,123.6845357,234.5848214,199.8867857,88.13821429,2753.385714,1522.268036,176.0512679,227.0782143,189.8407143,116.0490357,149.6398393,98.53664286, 10:52:39, pos 1, IR LED
Leaf: 43, b'AS7265X',64,10,25, Raw data,178,24,4,2,2,2,2,2,1,2,1,2,2,2,1,1,1,0, Calibrated data,40.01239286,36.01271429,62.07725,58.76296429,32.56761071,41.90103571,29.80350357,28.43453214,24.52598214,23.98318929,18.91711786,0,5912.664286,807.3889286,127.6240357,61.07842857,54.91371429,46.92221429, 10:52:44, pos 1, UV (405 nm) LED
Leaf: 43, b'AS7265X',64,50,25, Raw data,115,20,5,3,3,3,5,4,3,4,0,4,4,4,3,3,2,1, Calibrated data,24.00742857,0,24.83090714,23.50517857,19.54056429,25.14062857,14.90175,11.37381429,9.810392857,9.593278571,7.566842857,5.993181429,763.9957143,134.5648571,31.90601429,18.32353571,16.47411429,14.07666429, 10:52:46, pos 1, UV (405 nm) LED
Leaf: 43, b'AS7265X',64,200,25, Raw data,498,87,22,13,11,13,19,17,11,16,2,15,16,17,13,11,8,4, Calibrated data,22.00680357,3.601271429,24.83091071,24.97425,21.16894643,23.04557143,14.15666429,12.08467679,9.810392857,8.993696429,7.566846429,5.993182143,827.10875,146.3392679,35.09660714,19.8505,15.10126786,15.24971786, 10:52:49, pos 1, UV (405 nm) LED
Leaf: 43, b'AS7265X',64,10,25, Raw data,25,4,4,1,2,3,2,1,1,1,5,2,2,5,1,1,0,0, Calibrated data,40.01239286,180.0635714,62.07725,146.9073929,32.56761071,41.90103571,29.80350357,14.21726429,12.26299286,23.98318929,0,0,830.4303571,134.5648214,127.6240357,30.53922143,54.91371429,70.38332143, 10:52:57, pos 1, 390 nm LED
Leaf: 43, b'AS7265X',64,50,25, Raw data,125,18,20,5,8,15,8,6,3,7,37,13,14,32,5,4,2,1, Calibrated data,24.00742857,266.4940714,86.90821429,188.0415,32.56761429,33.52083571,23.8428,17.06072143,17.16818571,31.17815,7.566842857,5.993181429,830.4307143,121.1083571,127.6240714,30.53922143,43.93095714,70.38330714, 10:52:59, pos 1, 390 nm LED
Leaf: 43, b'AS7265X',64,200,25, Raw data,499,74,78,22,32,59,32,26,14,28,164,51,59,128,20,16,9,4, Calibrated data,28.00867857,295.3042857,91.56396429,188.0414286,32.56760714,33.52083929,23.84280357,18.48244643,17.1681875,30.57857143,8.512701786,5.993182143,828.7694643,124.4724821,124.4334464,33.59314286,43.93096429,69.21025, 10:53:02, pos 1, 390 nm LED
Leaf: 43, b'AS7265X',64,10,25, Raw data,43,7,8,1,2,5,1,1,1,1,2,2,4,4,1,1,0,0, Calibrated data,40.01239286,72.02542857,124.1545357,117.5258929,32.56761071,41.90103571,14.90175357,14.21726429,12.26299286,23.98318929,0,0,1428.340357,235.4884643,255.2480714,30.53922143,54.91371429,117.3055, 10:53:13, pos 1, 395 nm LED
Leaf: 43, b'AS7265X',64,50,25, Raw data,214,36,39,6,8,25,7,7,3,8,13,13,25,26,5,4,3,1, Calibrated data,24.00742857,93.63307143,155.1931429,152.7837143,32.56761429,33.52083571,20.86245,19.90417143,19.62078571,31.17815,11.35027143,5.993181429,1421.697143,242.2167143,248.8668571,36.64706429,43.93095714,117.3055, 10:53:15, pos 1, 395 nm LED
Leaf: 43, b'AS7265X',64,200,25, Raw data,851,146,167,24,32,98,29,28,14,30,55,51,101,101,22,16,11,5, Calibrated data,28.00867857,99.03496429,156.7450893,148.3764643,35.824375,33.52083929,21.60753571,19.90417857,18.39448214,30.57857143,10.40441429,7.491476786,1413.392679,245.5807143,266.4151786,36.64707143,43.93096429,114.9593929, 10:53:18, pos 1, 395 nm LED
Leaf: 43, b'AS7265X',64,10,25, Raw data,20,3,1,1,1,1,2,1,1,1,9,3,3,3,1,2,0,0, Calibrated data,40.01239286,324.1144286,93.11589286,88.14442857,32.56761071,83.80207143,29.80350357,14.21726429,12.26299286,35.97478571,0,0,664.3442857,100.9236071,31.90601071,30.53922143,27.45685,23.46110357, 10:53:25, pos 1, 400 nm LED
