leaf number, sensor type, gain, integration time, data type,,410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940,,610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,560 nm,585 nm,645 nm,705 nm,900 nm,940 nm,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,,,LED
Leaf: 55, b'AS7265X',64,10,25, Raw data,13,99,256,66,149,340,208,197,142,74,46,48,56,32,14,6,7,4, Calibrated data,5681.757143,1656.585,1738.163571,940.2075,455.9464286,251.40625,3099.564643,2800.801429,907.4614286,575.5964286,132.4198214,119.8636429,431.8239286,3330.479643,8167.939286,2015.588571,4091.071429,7976.775, 10:45:28, pos 1, White LED
Leaf: 55, b'AS7265X',64,50,25, Raw data,66,501,1239,336,742,1702,1043,988,709,373,244,265,328,188,72,30,35,24, Calibrated data,5673.755714,1757.420714,2036.134286,1104.743571,468.9735714,251.4062857,3108.505714,2809.331429,914.8192857,635.5545,132.4197857,143.8363571,438.4672857,3370.848571,7906.307143,2052.235714,4074.596429,7986.157143, 10:45:30, pos 1, White LED
Leaf: 55, b'AS7265X',64,200,25, Raw data,273,2013,5021,1377,2964,6776,4163,3952,2825,1496,1054,1153,1418,822,303,126,142,97, Calibrated data,5651.75,1897.869643,2200.639286,1207.57875,493.3992857,263.9766071,3101.8,2809.332143,917.2717857,691.3153571,134.3115357,145.3346607,453.415,3385.9875,8010.003571,2102.625,4069.105357,7948.621429, 10:45:33, pos 1, White LED
Leaf: 55, b'AS7265X',64,10,25, Raw data,6,7,6,4,6,4,9,17,3,17,8,8,5,10,83,170,152,50, Calibrated data,120.0371429,288.1017143,155.1931786,293.81475,2703.111786,7123.178571,134.11575,241.6935357,208.4708571,95.93275,2875.401786,1498.295357,199.3032857,235.4884643,191.4360714,122.1568929,164.7411071,93.84442857, 10:45:38, pos 1, IR LED
Leaf: 55, b'AS7265X',64,50,25, Raw data,28,35,31,19,27,21,42,84,15,84,36,37,26,45,379,781,747,258, Calibrated data,120.0371429,259.2915714,161.4009286,264.4332857,2468.625,6544.942857,125.1747143,238.8500714,206.0182857,88.73778571,2826.217143,1546.240714,186.0164286,235.4885,197.8172857,116.049,148.267,98.53664286, 10:45:40, pos 1, IR LED
Leaf: 55, b'AS7265X',64,200,25, Raw data,105,135,119,74,105,80,163,325,58,324,146,143,97,161,1350,2829,2927,1052, Calibrated data,116.0359107,262.8928571,150.537375,236.5208929,2198.314286,5926.903571,121.4492857,231.0305357,198.6605357,85.73991071,2768.519643,1576.206607,174.3903929,227.0782143,189.8407143,112.9951071,144.1484643,93.84441071, 10:45:43, pos 1, IR LED
Leaf: 55, b'AS7265X',64,10,25, Raw data,220,34,5,3,2,2,2,3,1,3,0,3,3,2,1,0,1,0, Calibrated data,40.01239286,0,93.11589286,58.76296429,32.56761071,0,29.80350357,42.65178571,36.78896429,35.97478571,18.91711786,0,7307.785714,1143.801071,159.5300714,91.61767857,54.91371429,46.92221429, 10:45:48, pos 1, UV (405 nm) LED
Leaf: 55, b'AS7265X',64,50,25, Raw data,1111,172,28,13,11,12,12,14,4,14,8,14,13,10,5,3,3,2, Calibrated data,32.00990714,57.62034286,80.70042857,58.76295,32.56761429,25.14062857,35.76420714,39.80834286,34.33637857,33.57646429,11.35027143,11.98636429,7380.864286,1157.257143,178.6736429,79.402,60.40507143,56.30665, 10:45:50, pos 1, UV (405 nm) LED
Leaf: 55, b'AS7265X',64,200,25, Raw data,4504,704,113,54,44,47,47,55,15,56,22,66,63,45,21,16,14,9, Calibrated data,30.00928571,39.61398214,97.77169643,66.10832143,34.196,33.52083929,35.019125,39.09748214,34.336375,39.57226786,13.24198036,13.48465893,7480.517857,1184.170357,180.2689286,82.45589286,60.40507143,55.13358929, 10:45:53, pos 1, UV (405 nm) LED
Leaf: 55, b'AS7265X',64,10,25, Raw data,21,3,3,1,1,2,1,1,0,1,7,2,3,6,1,0,0,0, Calibrated data,0,252.089,93.11589286,176.2888571,32.56761071,0,14.90175357,14.21726429,12.26299286,23.98318929,0,0,697.5614286,100.9236071,95.71803571,30.53922143,27.45685,46.92221429, 10:46:00, pos 1, 390 nm LED
