leaf number, sensor type, gain, integration time, data type,,410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940,,610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,560 nm,585 nm,645 nm,705 nm,900 nm,940 nm,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,,,LED
Leaf: 19, b'AS7265X',64,10,25, Raw data,11,72,169,49,110,294,206,200,146,85,43,49,57,31,13,6,7,5, Calibrated data,5841.807143,1548.546786,1769.202143,910.8257143,423.3789286,251.40625,3069.761071,2843.453214,1042.354286,587.5882143,132.4198214,149.8295357,365.3892857,2422.166786,5392.114286,1496.421786,3020.253571,6897.564286, 12:16:53, pos 1, White LED
Leaf: 19, b'AS7265X',64,50,25, Raw data,56,365,858,250,550,1478,1034,1005,732,429,258,292,365,201,70,31,38,27, Calibrated data,5857.812857,1858.255714,2265.82,1181.135,455.9465714,259.7865,3081.682143,2857.670714,1052.165,700.3091429,143.7700714,161.8159286,372.0328571,2455.807857,5475.071429,1526.960714,3020.253571,6935.102143, 12:16:55, pos 1, White LED
Leaf: 19, b'AS7265X',64,200,25, Raw data,230,1480,3484,1030,2203,5894,4141,4036,2934,1726,1096,1241,1519,848,300,131,156,109, Calibrated data,5869.816071,1973.496429,2357.383929,1245.774643,488.5141071,274.4517857,3085.407143,2869.044643,1058.29625,744.0783929,147.5535,163.3141964,381.9980357,2489.448214,5558.026786,1572.769643,3024.371429,6913.9875, 12:16:58, pos 1, White LED
Leaf: 19, b'AS7265X',64,10,25, Raw data,6,7,6,4,6,4,9,18,3,17,9,8,5,10,90,180,148,47, Calibrated data,120.0371429,324.1144286,155.1931786,293.81475,2931.085,7542.189286,134.11575,255.9107857,208.4708571,95.93275,2799.732857,1408.397857,199.3032857,235.4884643,191.4360714,122.1568929,164.7411071,93.84442857, 12:17:03, pos 1, IR LED
Leaf: 19, b'AS7265X',64,50,25, Raw data,28,35,31,20,28,21,43,86,15,85,39,38,25,44,408,831,732,240, Calibrated data,120.0371429,280.8991429,155.1931429,258.557,2657.517143,6963.953571,128.1550714,244.537,208.4708571,91.13614286,2769.465714,1438.363571,186.0164286,235.4885,197.8172857,122.1568571,153.7583571,98.53664286, 12:17:05, pos 1, IR LED
Leaf: 19, b'AS7265X',64,200,25, Raw data,105,135,118,76,107,81,165,331,58,329,152,145,95,161,1454,3020,2876,980, Calibrated data,116.0359107,273.6966071,147.4335179,236.5208929,2367.666071,6327.057143,122.9394464,235.2957143,201.72625,86.93905357,2720.280357,1468.329464,174.3903929,227.0782143,188.2455357,116.0490357,146.8941429,95.01746429, 12:17:08, pos 1, IR LED
Leaf: 19, b'AS7265X',64,10,25, Raw data,216,31,5,2,2,2,2,2,1,3,1,3,3,2,1,0,1,0, Calibrated data,40.01239286,36.01271429,93.11589286,58.76296429,32.56761071,0,29.80350357,28.43453214,36.78896429,35.97478571,18.91711786,0,7174.917857,1042.8775,159.5300714,61.07842857,54.91371429,46.92221429, 12:17:15, pos 1, UV (405 nm) LED
Leaf: 19, b'AS7265X',64,50,25, Raw data,1095,158,26,12,10,11,11,12,3,13,5,14,14,9,4,3,3,2, Calibrated data,24.00742857,36.01271429,86.90821429,52.88665714,26.05409286,25.14062857,32.78385714,34.12143571,31.88377857,33.57646429,11.35027143,11.98636429,7274.571429,1063.062143,165.9112143,73.29414286,54.9137,51.61442857, 12:17:17, pos 1, UV (405 nm) LED
Leaf: 19, b'AS7265X',64,200,25, Raw data,4446,645,109,49,40,44,45,49,14,54,23,64,64,41,17,12,12,8, Calibrated data,28.00867857,41.414625,99.323625,60.23201786,27.68246429,25.140625,33.52894643,34.83230357,33.11007143,38.37310714,11.35026964,11.9863625,7384.1875,1084.928929,173.8877679,74.82108929,54.91369643,51.61442857, 12:17:20, pos 1, UV (405 nm) LED
Leaf: 19, b'AS7265X',64,10,25, Raw data,21,3,2,1,1,2,1,1,0,1,6,3,3,6,1,1,0,0, Calibrated data,0,216.0762857,93.11589286,176.2888571,32.56761071,41.90103571,14.90175357,14.21726429,12.26299286,35.97478571,0,0,697.5614286,100.9236071,63.81203571,30.53922143,27.45685,46.92221429, 12:17:25, pos 1, 390 nm LED
Leaf: 19, b'AS7265X',64,50,25, Raw data,106,14,15,4,6,10,7,5,3,6,42,13,17,35,5,3,2,1, Calibrated data,24.00742857,302.5068571,105.5313571,205.6703571,32.56761429,25.14062857,20.86245,14.21726429,14.71559286,31.17815,7.566842857,5.993181429,704.2050714,94.19535714,95.718,24.43137857,32.94822143,46.92220714, 12:17:27, pos 1, 390 nm LED
Leaf: 19, b'AS7265X',64,200,25, Raw data,423,54,59,17,22,40,29,22,13,25,180,53,69,138,19,14,8,3, Calibrated data,26.00805357,324.1144643,107.0832857,202.7321429,30.93923214,29.33073214,21.60753571,15.63899286,15.32873929,31.77773214,7.566846429,4.494885714,702.5441071,90.83126786,94.12273214,25.95833929,30.20253571,46.92221429, 12:17:30, pos 1, 390 nm LED
Leaf: 19, b'AS7265X',64,10,25, Raw data,45,6,7,1,1,4,1,1,0,1,3,3,5,5,1,0,0,0, Calibrated data,0,108.0381429,155.1931786,146.9073929,32.56761071,0,14.90175357,14.21726429,12.26299286,35.97478571,0,0,1494.774643,201.84725,223.3420714,30.53922143,27.45685,93.84442857, 12:17:35, pos 1, 395 nm LED
Leaf: 19, b'AS7265X',64,50,25, Raw data,222,31,33,5,7,19,6,6,3,7,12,14,29,29,5,3,2,1, Calibrated data,24.00742857,86.4305,180.0240714,170.4125714,32.56761429,25.14062857,17.8821,17.06072143,17.16818571,33.57646429,7.566842857,5.993181429,1474.844286,208.5755,210.5796429,30.53922143,38.43959286,89.15221429, 12:17:38, pos 1, 395 nm LED
Leaf: 19, b'AS7265X',64,200,25, Raw data,884,123,134,22,27,77,25,23,13,30,63,56,120,117,21,14,9,4, Calibrated data,26.00805357,113.4400536,186.2317857,171.8816607,34.196,29.33073214,18.62719643,16.34985536,18.39448214,33.57646429,8.512701786,5.993182143,1468.201071,206.8933929,213.7703571,33.59314286,37.06675,90.32525, 12:17:41, pos 1, 395 nm LED
Leaf: 19, b'AS7265X',64,10,25, Raw data,20,2,2,0,1,1,2,1,0,1,12,3,3,4,2,3,0,0, Calibrated data,0,432.1525,93.11589286,117.5258929,65.13521429,125.7031429,29.80350357,14.21726429,12.26299286,35.97478571,0,0,664.3442857,67.28242857,63.81203571,0,27.45685,23.46110357, 12:17:44, pos 1, 400 nm LED
Leaf: 19, b'AS7265X',64,50,25, Raw data,98,12,8,3,3,5,8,6,3,5,78,18,14,20,9,19,2,1, Calibrated data,24.00742857,561.7983571,86.90821429,117.5259286,58.6217,159.224,23.8428,17.06072143,12.26299286,43.16974286,7.566842857,5.993181429,651.0574286,80.73892857,51.04961429,18.32353571,16.47411429,23.4611, 12:17:46, pos 1, 400 nm LED
