leaf number, sensor type, gain, integration time, data type,,410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940,,610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,560 nm,585 nm,645 nm,705 nm,900 nm,940 nm,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,,,LED
Leaf: 31, b'AS7265X',64,10,25, Raw data,11,85,204,54,125,305,200,194,138,81,45,47,54,31,14,6,7,4, Calibrated data,5521.707143,1620.572143,1676.086071,910.8257143,455.9464286,251.40625,2980.350357,2758.149643,993.3025,563.605,132.4198214,119.8636429,365.3892857,2859.5025,6508.825,1649.117857,3432.106429,7155.635714, 10:24:03, pos 1, White LED
Leaf: 31, b'AS7265X',64,50,25, Raw data,56,431,1033,278,627,1528,1002,974,690,407,250,269,330,192,72,31,36,23, Calibrated data,5521.709286,1800.635714,2048.55,1128.248571,468.9735714,259.7865,2986.310714,2769.523571,998.2078571,645.1477857,136.2032143,137.8431429,372.0328571,2899.872143,6591.782143,1697.980714,3443.088571,7169.714286, 10:24:05, pos 1, White LED
Leaf: 31, b'AS7265X',64,200,25, Raw data,232,1735,4184,1139,2505,6088,4010,3901,2757,1633,1105,1248,1553,911,317,138,148,97, Calibrated data,5515.707143,1989.701786,2410.15,1338.32625,516.1966071,289.1171429,2987.801786,2773.078571,1001.273214,748.2753571,139.9866429,145.3346607,385.3196429,2918.375,6674.7375,1739.208571,3438.969643,7141.558929, 10:24:08, pos 1, White LED
Leaf: 31, b'AS7265X',64,10,25, Raw data,6,7,7,4,6,5,9,18,3,17,9,8,6,10,91,190,162,51, Calibrated data,120.0371429,324.1144286,186.2317857,293.81475,2963.652857,7961.2,134.11575,255.9107857,208.4708571,95.93275,3064.572857,1528.261429,199.3032857,235.4884643,223.3420714,122.1568929,164.7411071,117.3055, 10:24:14, pos 1, IR LED
Leaf: 31, b'AS7265X',64,50,25, Raw data,29,36,32,21,30,22,44,88,16,85,39,39,26,46,413,873,801,263, Calibrated data,128.0396429,280.8991429,161.4009286,270.3095714,2690.085,7315.921429,131.1354286,250.2238571,208.4708571,93.53442857,3030.522143,1576.206429,192.6598571,242.2167143,204.1985,128.2647143,164.7410714,103.2288571, 10:24:16, pos 1, IR LED
Leaf: 31, b'AS7265X',64,200,25, Raw data,109,139,123,79,113,85,169,338,59,329,151,151,100,168,1471,3165,3138,1075, Calibrated data,118.0365357,271.8958929,155.1931786,246.8044643,2395.348214,6630.841071,125.9198036,240.2717857,201.72625,90.53653571,2968.094643,1610.6675,181.03375,233.8064286,196.2219643,120.6299107,155.1311964,99.70969643, 10:24:19, pos 1, IR LED
Leaf: 31, b'AS7265X',64,10,25, Raw data,247,35,5,3,2,2,2,3,1,3,1,3,3,2,1,1,1,0, Calibrated data,40.01239286,36.01271429,93.11589286,58.76296429,32.56761071,41.90103571,29.80350357,42.65178571,36.78896429,35.97478571,18.91711786,0,8204.653571,1177.4425,159.5300714,91.61767857,54.91371429,46.92221429, 10:24:23, pos 1, UV (405 nm) LED
Leaf: 31, b'AS7265X',64,50,25, Raw data,1251,177,27,14,11,11,12,14,4,17,7,13,14,10,5,3,4,2, Calibrated data,32.00990714,50.4178,86.90821429,58.76295,32.56761429,25.14062857,35.76420714,39.80834286,41.69417143,31.17815,15.13369286,11.98636429,8310.95,1190.898571,172.2925,85.50978571,60.40507143,51.61442857, 10:24:25, pos 1, UV (405 nm) LED
Leaf: 31, b'AS7265X',64,200,25, Raw data,5063,722,109,56,43,45,49,55,16,69,30,58,58,41,20,14,14,10, Calibrated data,32.00991071,54.01907143,90.01203571,60.23201786,32.56760714,29.33073214,36.50928571,39.09748214,42.30732143,34.775625,13.24198036,14.98295357,8408.9375,1214.4475,173.8877679,85.50980357,59.03223214,52.78748214, 10:24:28, pos 1, UV (405 nm) LED
Leaf: 31, b'AS7265X',64,10,25, Raw data,23,3,4,1,1,3,2,1,1,1,7,3,3,6,1,1,0,0, Calibrated data,40.01239286,252.089,93.11589286,176.2888571,32.56761071,41.90103571,29.80350357,14.21726429,12.26299286,35.97478571,0,0,763.9960714,100.9236071,127.6240357,30.53922143,27.45685,70.38332143, 10:24:33, pos 1, 390 nm LED
