leaf number, sensor type, gain, integration time, data type,,410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940,,610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,560 nm,585 nm,645 nm,705 nm,900 nm,940 nm,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,,,LED
Leaf: 25, b'AS7265X',64,10,25, Raw data,8,58,159,39,96,234,142,139,108,58,35,35,40,23,11,4,5,3, Calibrated data,4321.339286,1260.445,1241.545357,675.7739286,358.2439286,167.6041786,2116.048929,1976.2,711.2535714,419.7057143,94.58557143,89.89771429,265.73775,1951.19,5073.057143,1191.029643,2635.857857,5489.896429, 10:08:35, pos 1, White LED
Leaf: 25, b'AS7265X',64,50,25, Raw data,39,275,738,187,435,1112,673,657,514,267,167,178,217,124,50,21,25,16, Calibrated data,4113.273571,1202.824286,1347.076429,728.6607143,325.6761429,175.9843571,2005.775714,1868.148571,654.8437143,426.9007857,94.58557143,95.89092857,259.0942857,1850.266429,4709.327143,1142.166429,2388.745714,5217.749286, 10:08:37, pos 1, White LED
Leaf: 25, b'AS7265X',64,200,25, Raw data,160,1118,3003,767,1742,4476,2709,2648,2072,1072,818,850,1050,612,216,95,101,68, Calibrated data,4145.283929,1472.92,1629.528214,899.0732143,351.7301786,199.03,2018.442857,1882.366071,657.2964286,509.6428571,95.53144643,101.8840893,265.7376786,1880.542857,4790.6875,1171.179107,2391.491071,5250.594643, 10:08:40, pos 1, White LED
Leaf: 25, b'AS7265X',64,10,25, Raw data,6,7,6,4,6,4,9,18,3,17,8,8,6,10,92,182,158,50, Calibrated data,120.0371429,288.1017143,186.2317857,293.81475,2996.220357,7625.989286,134.11575,255.9107857,208.4708571,95.93275,2988.904643,1498.295357,199.3032857,235.4884643,191.4360714,122.1568929,164.7411071,93.84442857, 10:08:54, pos 1, IR LED
Leaf: 25, b'AS7265X',64,50,25, Raw data,28,35,31,19,28,21,43,86,15,84,42,38,25,45,416,839,778,256, Calibrated data,120.0371429,302.5068571,155.1931429,264.4332857,2709.625,7030.994286,128.1550714,244.537,206.0182857,91.13614286,2943.502857,1534.254286,186.0164286,235.4885,197.8172857,116.049,153.7583571,98.53664286, 10:08:56, pos 1, IR LED
Leaf: 25, b'AS7265X',64,200,25, Raw data,105,136,119,76,109,82,168,334,61,328,165,149,100,168,1484,3049,3050,1048, Calibrated data,122.0377857,297.1048214,155.1931786,246.8044643,2416.516071,6387.814286,125.1747143,237.4283929,201.1130357,89.337375,2884.860714,1570.213571,174.3903929,228.7601786,189.8407143,116.0490357,149.6398393,96.19053571, 10:08:59, pos 1, IR LED
Leaf: 25, b'AS7265X',64,10,25, Raw data,147,23,4,2,1,2,2,2,1,2,1,2,2,2,1,1,0,0, Calibrated data,40.01239286,36.01271429,62.07725,58.76296429,32.56761071,41.90103571,29.80350357,28.43453214,24.52598214,23.98318929,0,0,4882.932143,773.7478571,127.6240357,61.07842857,27.45685,46.92221429, 10:09:03, pos 1, UV (405 nm) LED
Leaf: 25, b'AS7265X',64,50,25, Raw data,756,118,19,9,8,8,9,10,4,11,6,10,10,8,4,3,3,2, Calibrated data,32.00990714,43.21525714,62.07727143,47.01036429,26.05409286,25.14062857,26.82315,28.43452857,26.97857857,23.98318571,11.35027143,11.98636429,5022.442857,793.9321429,121.2428571,54.97059286,43.93095714,37.53776429, 10:09:05, pos 1, UV (405 nm) LED
Leaf: 25, b'AS7265X',64,200,25, Raw data,3074,479,76,36,31,33,36,39,15,44,15,43,44,33,18,14,11,7, Calibrated data,30.00928571,27.00953571,68.285,48.47944643,29.31085714,29.33073214,26.82316071,27.72366071,26.97858929,25.78192857,10.40441429,10.48806786,5105.485714,805.7069643,121.2428393,54.97058929,42.558125,38.71082143, 10:09:08, pos 1, UV (405 nm) LED
Leaf: 25, b'AS7265X',64,10,25, Raw data,23,3,4,1,1,3,1,1,1,1,7,3,3,6,1,1,0,0, Calibrated data,40.01239286,252.089,93.11589286,176.2888571,32.56761071,41.90103571,14.90175357,14.21726429,12.26299286,35.97478571,0,0,763.9960714,100.9236071,127.6240357,30.53922143,27.45685,70.38332143, 10:09:13, pos 1, 390 nm LED
