,Model,y transform,x transform,r2 train,mae train,r2 test,mae test
0,PLS 1-component,None,None,0.6346109722743498,0.09828186951083455,0.6420479540912662,0.09806357186341276
1,PLS 1-component,None,Exponential,0.5501326629273582,0.10782151004092871,-0.14721483944108438,0.15318445661341956
2,PLS 1-component,None,Logarithm plus 1,0.18776231138708532,0.14486665409973498,0.12701101738718723,0.16033719893389964
3,PLS 1-component,None,Quantile Transform,0.5501326629273582,0.10782151004092874,0.554666385981853,0.10900408353713399
4,PLS 1-component,Exponential,None,0.6484684053310863,0.09677615879187859,0.3961103146033378,0.15212791434432188
5,PLS 1-component,Exponential,Exponential,0.5709670232200033,0.10712169063736096,0.4623602843417809,0.14912523913840126
6,PLS 1-component,Exponential,Logarithm plus 1,0.17838764584773692,0.1438597043830051,-2.8121255289795175,0.24538328823113964
7,PLS 1-component,Exponential,Quantile Transform,0.570967023220003,0.107121690637361,0.16889921963928867,0.11221077932894798
8,PLS 1-component,LogarithmReciprocol,None,0.5620620478274849,0.10252600583685997,0.526890763327706,0.12002947106764354
9,PLS 1-component,LogarithmReciprocol,Exponential,0.43873362249970993,0.11390052324347597,0.037793834149153716,0.14434726478801882
10,PLS 1-component,LogarithmReciprocol,Logarithm plus 1,0.14126787701728905,0.14823340961051587,-3569.3618047136715,3.0017627927353763
11,PLS 1-component,LogarithmReciprocol,Quantile Transform,0.43873362249971004,0.11390052324347595,-1.5398621306454459,0.16151248411555022
12,PLS 1-component,Logarithm plus 1,None,0.6171603800928529,0.09958732359444782,0.5069275540542681,0.1122828973972053
13,PLS 1-component,Logarithm plus 1,Exponential,0.5229462843213573,0.109364840038801,0.293781835521307,0.13566974685071595
14,PLS 1-component,Logarithm plus 1,Logarithm plus 1,0.1825752821401354,0.1457559848821189,-0.9364881897184811,0.15277861129409942
15,PLS 1-component,Logarithm plus 1,Quantile Transform,0.5229462843213573,0.109364840038801,0.42569094647647543,0.1258374298771785
16,PLS 1-component,Exponential minus one,None,0.23379717636008368,0.12176558271122771,-0.5034642333308326,0.17032966143667402
17,PLS 1-component,Exponential minus one,Exponential,0.004536976543117577,0.13830890154504963,-0.12069278373627856,0.14703837467652686
18,PLS 1-component,Exponential minus one,Logarithm plus 1,-0.15539402569348937,0.1665668664787305,-0.5345352000563908,0.1732285336722602
19,PLS 1-component,Exponential minus one,Quantile Transform,0.004536976543117133,0.13830890154504966,0.2590174451580054,0.1231565463829388
20,PLS 1-component,Quantile Transform,None,0.623483958414099,0.09896981209534629,0.10879690965910171,0.11017296960775949
21,PLS 1-component,Quantile Transform,Exponential,0.540113724140999,0.10925161213412767,0.574585566806067,0.1212856968759752
22,PLS 1-component,Quantile Transform,Logarithm plus 1,0.18196335390666152,0.14598069526382,0.047736738374412835,0.18749051705030195
23,PLS 1-component,Quantile Transform,Quantile Transform,0.540113724140999,0.10925161213412765,0.397760114910116,0.12785017810543478
24,PLS 1-component,Normal Quantile Transform,None,0.6364688280546311,0.08961736948324728,-0.23363576896162508,0.14468372826895587
25,PLS 1-component,Normal Quantile Transform,Exponential,0.5248573386212427,0.09919119874546622,0.6363877775298448,0.1020006085183954
26,PLS 1-component,Normal Quantile Transform,Logarithm plus 1,0.21021765783708546,0.1413289057777234,-1.3897056649924,0.17636250587358873
27,PLS 1-component,Normal Quantile Transform,Quantile Transform,0.5248573386212427,0.09919119874546625,0.17687263096034234,0.13590725187749667
28,PLS 1-component,Power Transform,None,0.6359524509291807,0.09817195002807495,0.21216729880559404,0.11981422016266423
29,PLS 1-component,Power Transform,Exponential,0.5522457538186011,0.10770205079323025,-0.6018657019264282,0.14319567001356528
30,PLS 1-component,Power Transform,Logarithm plus 1,0.18775460447034986,0.14478259832783716,-7.830364292576633,0.2954171479399084
31,PLS 1-component,Power Transform,Quantile Transform,0.552245753818601,0.10770205079323028,0.12935507689360837,0.1408839809583101
32,PLS 2-component,None,None,0.6721038427494781,0.0896698784747971,0.5210476581132495,0.07645959640058132
33,PLS 2-component,None,Exponential,0.567448975132661,0.10362998749125746,0.4132059706099478,0.1114840076408404
34,PLS 2-component,None,Logarithm plus 1,0.22444898030251237,0.13832441939475315,0.07466787732790658,0.16270110979182884
35,PLS 2-component,None,Quantile Transform,0.567448975132661,0.1036299874912575,0.6220712852028449,0.08870131886251101
36,PLS 2-component,Exponential,None,0.6883683783168307,0.08798020829648426,0.3935757786278309,0.10161313934645827
37,PLS 2-component,Exponential,Exponential,0.5876555616180479,0.10224977634412237,0.14993245665986654,0.11366389129986307
38,PLS 2-component,Exponential,Logarithm plus 1,0.21999521958452217,0.1377105641072059,-1.3610450344465361,0.20063590221259509
39,PLS 2-component,Exponential,Quantile Transform,0.5876555616180479,0.1022497763441224,0.5559756641696196,0.10718226816704335
40,PLS 2-component,LogarithmReciprocol,None,0.5931260979661053,0.0973426595644554,0.36484728047153203,0.08525824152226984
41,PLS 2-component,LogarithmReciprocol,Exponential,0.46231842456829264,0.11202954063331248,0.6198509226678284,0.09350541640990502
42,PLS 2-component,LogarithmReciprocol,Logarithm plus 1,0.18546752833681546,0.1416209110136506,-9.070968423667574,0.3479063958369746
43,PLS 2-component,LogarithmReciprocol,Quantile Transform,0.46231842456829264,0.11202954063331248,0.5030044421980625,0.1253519868094274
44,PLS 2-component,Logarithm plus 1,None,0.6539813409555655,0.09145918078719142,0.24565615022660425,0.10042858955274592
45,PLS 2-component,Logarithm plus 1,Exponential,0.5432951357926814,0.10575397009142114,-0.016891241679251268,0.149233346152178
