Leaf number,LED,integration time,610 nm,680 nm,730 nm,760 nm,810 nm,680 nm,position,Chlorophyll a (ug/ml),Chlorophyll b (ug/ml),Total Chlorophyll (ug/ml),Chlorophyll a (ug/ml) stdev,Chlorophyll b (ug/ml) stdev,Total Chlorophyll (ug/ml) stdev
2,425 nm LED,200,46.444010052222225,18.806640371111108,23.98022129666667,39.52353187999999,42.940999867777776,18.806640371111108,3,0.210932288,0.039267532,0.25019982,0.0065536740000000015,0.0064904559999999995,0.012424851
2,455 nm LED,200,29.52024523777778,8.029501481333334,17.77249245888889,18.619150595555553,19.359636376666668,8.029501481333334,3,0.210932288,0.039267532,0.25019982,0.0065536740000000015,0.0064904559999999995,0.012424851
2,465 nm LED,200,22.910793915555555,12.80452063111111,40.02834682333334,28.521797751111112,21.554932937777778,12.80452063111111,3,0.210932288,0.039267532,0.25019982,0.0065536740000000015,0.0064904559999999995,0.012424851
2,470 nm LED,200,25.281900792222228,27.849837300000004,82.53977513222222,66.08656058222222,27.417105027777776,27.849837300000004,3,0.210932288,0.039267532,0.25019982,0.0065536740000000015,0.0064904559999999995,0.012424851
2,475 nm LED,200,92.73981627,33.758581482222226,142.40984974444447,64.60660714222223,68.65734986777778,33.758581482222226,3,0.210932288,0.039267532,0.25019982,0.0065536740000000015,0.0064904559999999995,0.012424851
2,480 nm LED,200,30.73543769777778,30.050607538888887,170.0687103,61.32023373111112,32.00069510666666,30.050607538888887,3,0.210932288,0.039267532,0.25019982,0.0065536740000000015,0.0064904559999999995,0.012424851
2,505 nm LED,200,29.52024523777778,16.605862697777777,81.06831230333333,39.65411600666666,24.92025449888889,16.605862697777777,3,0.210932288,0.039267532,0.25019982,0.0065536740000000015,0.0064904559999999995,0.012424851
2,525 nm LED,200,51.73453452222222,61.3816675911111,63.43377288333334,68.86147645444446,37.76637143,61.3816675911111,3,0.210932288,0.039267532,0.25019982,0.0065536740000000015,0.0064904559999999995,0.012424851
2,630 nm LED,200,744.4229867444443,27.19626798666667,57.938780158888875,34.10427394222222,47.440154364444446,27.19626798666667,3,0.210932288,0.039267532,0.25019982,0.0065536740000000015,0.0064904559999999995,0.012424851
2,890 nm LED,200,63.14547526333334,169.87330423333333,42.60340330666667,268.14404893333335,2531.3840475555553,169.87330423333333,3,0.210932288,0.039267532,0.25019982,0.0065536740000000015,0.0064904559999999995,0.012424851
2,940 nm LED,200,51.95682618888889,104.65027935555554,190.81865476666664,316.0903029333333,62.15589008222222,104.65027935555554,3,0.210932288,0.039267532,0.25019982,0.0065536740000000015,0.0064904559999999995,0.012424851
2,IR LED,200,32.00990991999999,27.289635714444444,33.52172857111111,51.99433664,370.6314709111111,27.289635714444444,3,0.210932288,0.039267532,0.25019982,0.0065536740000000015,0.0064904559999999995,0.012424851
2,UV (405 nm) LED,200,25.578289681111112,2.374171535,22.393801455555558,23.12431111,21.144822885555556,2.374171535,3,0.210932288,0.039267532,0.25019982,0.0065536740000000015,0.0064904559999999995,0.012424851
2,White LED,200,1539.9433993333332,269.0416005222222,300.84479630000004,169.80316664444442,110.7057568888889,269.0416005222222,3,0.210932288,0.039267532,0.25019982,0.0065536740000000015,0.0064904559999999995,0.012424851
3,390 nm LED,200,20.169206483333333,128.88550636666665,46.07512817444445,109.48408967777777,20.903582673333336,128.88550636666665,3,0.4172033869999999,0.09040187400000001,0.507605261,0.015719215000000005,0.010863674,0.024973113999999994
3,395 nm LED,200,19.99137315,44.04221468111111,73.17070264777777,83.24752116444444,22.604336112222217,44.04221468111111,3,0.4172033869999999,0.09040187400000001,0.507605261,0.015719215000000005,0.010863674,0.024973113999999994
3,400 nm LED,200,18.672445636666666,371.4377790888889,46.7878661388889,76.84888293555554,39.64805489555555,371.4377790888889,3,0.4172033869999999,0.09040187400000001,0.507605261,0.015719215000000005,0.010863674,0.024973113999999994
3,405 nm LED,200,15.530733727777779,269.8552751444445,40.350223675555554,112.68340171111112,24.920254497777776,269.8552751444445,3,0.4172033869999999,0.09040187400000001,0.507605261,0.015719215000000005,0.010863674,0.024973113999999994
3,410 nm LED,200,43.257834126666665,26.355970502222224,62.46812645555556,50.47085092666666,65.31615515888888,26.355970502222224,3,0.4172033869999999,0.09040187400000001,0.507605261,0.015719215000000005,0.010863674,0.024973113999999994
3,425 nm LED,200,33.28437896666667,51.858310844444446,45.93718254,56.08597738,53.84512169333333,51.858310844444446,3,0.4172033869999999,0.09040187400000001,0.507605261,0.015719215000000005,0.010863674,0.024973113999999994
3,455 nm LED,200,17.79810158777778,8.389628624777778,16.55393753888889,16.823615938888892,15.198220715555557,8.389628624777778,3,0.4172033869999999,0.09040187400000001,0.507605261,0.015719215000000005,0.010863674,0.024973113999999994
3,465 nm LED,200,16.004953569999998,14.671846558888888,44.097853043333345,29.512060316666666,17.550326058888892,14.671846558888888,3,0.4172033869999999,0.09040187400000001,0.507605261,0.015719215000000005,0.010863674,0.024973113999999994
3,470 nm LED,200,17.575809921111112,37.57326825444445,110.53202433333335,82.22461124222224,23.967352514444443,37.57326825444445,3,0.4172033869999999,0.09040187400000001,0.507605261,0.015719215000000005,0.010863674,0.024973113999999994
3,475 nm LED,200,56.491557539999995,37.63995317444445,179.3803095111111,83.56309748666666,72.72227169333333,37.63995317444445,3,0.4172033869999999,0.09040187400000001,0.507605261,0.015719215000000005,0.010863674,0.024973113999999994
3,480 nm LED,200,22.110547487777776,38.306861508888886,215.1437328222222,80.02643584666666,29.913953836666664,38.306861508888886,3,0.4172033869999999,0.09040187400000001,0.507605261,0.015719215000000005,0.010863674,0.024973113999999994
3,505 nm LED,200,20.065469314444446,14.898593914444442,96.66810198111112,44.48573267333333,20.758838890000003,14.898593914444442,3,0.4172033869999999,0.09040187400000001,0.507605261,0.015719215000000005,0.010863674,0.024973113999999994
3,525 nm LED,200,33.98089087222222,66.58350992222222,81.33271428666666,90.37524563333335,34.49754232777778,66.58350992222222,3,0.4172033869999999,0.09040187400000001,0.507605261,0.015719215000000005,0.010863674,0.024973113999999994
3,630 nm LED,200,319.6989881,16.939313756666664,43.75298002555556,26.99831428555555,30.070762963333337,16.939313756666664,3,0.4172033869999999,0.09040187400000001,0.507605261,0.015719215000000005,0.010863674,0.024973113999999994
3,890 nm LED,200,50.385968251111116,145.3980004111111,36.02780581777777,225.21445766666662,2239.505727666666,145.3980004111111,3,0.4172033869999999,0.09040187400000001,0.507605261,0.015719215000000005,0.010863674,0.024973113999999994
3,940 nm LED,200,42.16119682444444,98.66150078666665,174.35665076666666,287.08967196666663,52.67510039555556,98.66150078666665,3,0.4172033869999999,0.09040187400000001,0.507605261,0.015719215000000005,0.010863674,0.024973113999999994
3,IR LED,200,24.70394245888889,32.478130424444444,27.44045172111111,44.35514854444445,357.64059655555553,32.478130424444444,3,0.4172033869999999,0.09040187400000001,0.507605261,0.015719215000000005,0.010863674,0.024973113999999994
3,UV (405 nm) LED,200,17.101588492222223,4.454905819666667,28.486569181111108,23.50518253888889,15.765138756666667,4.454905819666667,3,0.4172033869999999,0.09040187400000001,0.507605261,0.015719215000000005,0.010863674,0.024973113999999994
3,White LED,200,953.5099219555555,233.94927778888885,284.29089284444444,164.44922354444444,84.33805224666668,233.94927778888885,3,0.4172033869999999,0.09040187400000001,0.507605261,0.015719215000000005,0.010863674,0.024973113999999994
4,390 nm LED,200,21.11764881222222,161.61704696666666,59.32977394000001,132.6628164,23.279813888888892,161.61704696666666,3,0.38688007199999996,0.09371834199999998,0.48059841400000003,0.023133036,0.011086103,0.028814429999999995
4,395 nm LED,200,20.93981547888889,51.99168637555556,96.36921203777777,102.21489866444443,25.016754894444443,51.99168637555556,3,0.38688007199999996,0.09371834199999998,0.48059841400000003,0.023133036,0.011086103,0.028814429999999995
4,400 nm LED,200,18.272320636666667,421.6821746222222,54.2601314811111,84.00926455111112,42.51882658777778,421.6821746222222,3,0.38688007199999996,0.09371834199999998,0.48059841400000003,0.023133036,0.011086103,0.028814429999999995
4,405 nm LED,200,14.90831864777778,289.3821600333333,41.79869695666667,117.03621747777778,23.460742328888887,289.3821600333333,3,0.38688007199999996,0.09371834199999998,0.48059841400000003,0.023133036,0.011086103,0.028814429999999995
4,410 nm LED,200,45.347375793333335,25.395632378888887,69.6759878311111,54.421025,72.66196415222223,25.395632378888887,3,0.38688007199999996,0.09371834199999998,0.48059841400000003,0.023133036,0.011086103,0.028814429999999995
4,425 nm LED,200,28.468070898888886,57.42027619222222,54.68547539666666,60.66730542444444,54.91864497444444,57.42027619222222,3,0.38688007199999996,0.09371834199999998,0.48059841400000003,0.023133036,0.011086103,0.028814429999999995
4,455 nm LED,200,17.279420238888893,7.989487354444443,15.024997461111115,14.429570371111112,13.027045833333332,7.989487354444443,3,0.38688007199999996,0.09371834199999998,0.48059841400000003,0.023133036,0.011086103,0.028814429999999995
4,465 nm LED,200,15.42699761666667,15.912285448888888,44.81059219555556,28.064751323333333,16.09081455,15.912285448888888,3,0.38688007199999996,0.09371834199999998,0.48059841400000003,0.023133036,0.011086103,0.028814429999999995
4,470 nm LED,200,16.701465872222222,40.60100092666667,121.93585224444445,87.07799153444444,23.219501587777778,40.60100092666667,3,0.38688007199999996,0.09371834199999998,0.48059841400000003,0.023133036,0.011086103,0.028814429999999995
4,475 nm LED,200,57.588194841111104,43.25526904777778,187.74921425555556,83.68280423444445,74.20590846555555,43.25526904777778,3,0.38688007199999996,0.09371834199999998,0.48059841400000003,0.023133036,0.011086103,0.028814429999999995
4,480 nm LED,200,21.917894843333336,39.293875,221.89173943333333,82.28990291111111,29.76920978666666,39.293875,3,0.38688007199999996,0.09371834199999998,0.48059841400000003,0.023133036,0.011086103,0.028814429999999995
4,505 nm LED,200,18.850278969999998,18.059708993333334,102.70339164555556,45.11688730222222,18.587664154444443,18.059708993333334,3,0.38688007199999996,0.09371834199999998,0.48059841400000003,0.023133036,0.011086103,0.028814429999999995
4,525 nm LED,200,33.506669045555554,66.34342420666667,82.43631018444445,87.74179973555556,32.22987314888889,66.34342420666667,3,0.38688007199999996,0.09371834199999998,0.48059841400000003,0.023133036,0.011086103,0.028814429999999995
4,630 nm LED,200,326.7826203777778,16.579188360000003,43.580543520000006,25.551002911111112,28.79218121555555,16.579188360000003,3,0.38688007199999996,0.09371834199999998,0.48059841400000003,0.023133036,0.011086103,0.028814429999999995
4,890 nm LED,200,48.014861903333326,129.71246004444444,33.95856772444445,210.61076853333336,2079.8762565555558,129.71246004444444,3,0.38688007199999996,0.09371834199999998,0.48059841400000003,0.023133036,0.011086103,0.028814429999999995
4,940 nm LED,200,41.805533331111114,91.51230674555556,170.79295368888884,276.65383862222217,50.97434497333334,91.51230674555556,3,0.38688007199999996,0.09371834199999998,0.48059841400000003,0.023133036,0.011086103,0.028814429999999995
4,IR LED,200,24.985511903333336,28.770159127777774,27.612888228888888,43.60428783,331.2005661333334,28.770159127777774,3,0.38688007199999996,0.09371834199999998,0.48059841400000003,0.023133036,0.011086103,0.028814429999999995
4,UV (405 nm) LED,200,17.79809920777778,6.228865767111112,31.98129259222223,25.33336269777778,16.983408465555556,6.228865767111112,3,0.38688007199999996,0.09371834199999998,0.48059841400000003,0.023133036,0.011086103,0.028814429999999995
4,White LED,200,923.767378288889,217.11666667777774,284.6587698444444,159.3455496,80.71943597666667,217.11666667777774,3,0.38688007199999996,0.09371834199999998,0.48059841400000003,0.023133036,0.011086103,0.028814429999999995
5,390 nm LED,200,21.043550663333335,180.75713891111113,67.7791816122222,159.1387824111111,24.353337170000003,180.75713891111113,3,0.493942559,0.143038126,0.636980685,0.031614397999999995,0.007389616999999999,0.038265514
5,395 nm LED,200,20.243304632222223,57.55365370333334,109.41693002222223,114.6965851888889,24.92025449777778,57.55365370333334,3,0.493942559,0.143038126,0.636980685,0.031614397999999995,0.007389616999999999,0.038265514
5,400 nm LED,200,17.93147500111111,495.10806349999996,63.07740145555556,104.42395051222222,48.17594669222222,495.10806349999996,3,0.493942559,0.143038126,0.636980685,0.031614397999999995,0.007389616999999999,0.038265514
5,405 nm LED,200,15.308442854444444,403.00892592222215,54.68547539333333,169.09583662222224,26.669257143333333,403.00892592222215,3,0.493942559,0.143038126,0.636980685,0.031614397999999995,0.007389616999999999,0.038265514
5,410 nm LED,200,47.140519311111106,33.78526349333333,86.81620727555554,63.65987116333334,83.65051706222222,33.78526349333333,3,0.493942559,0.143038126,0.636980685,0.031614397999999995,0.007389616999999999,0.038265514
5,425 nm LED,200,33.40293452222223,83.12267711777777,77.0332943111111,85.22804338444445,70.47872248666667,83.12267711777777,3,0.493942559,0.143038126,0.636980685,0.031614397999999995,0.007389616999999999,0.038265514
5,455 nm LED,200,16.923755158888888,7.922797142777777,15.875686745555555,14.353396045555558,12.701369761000002,7.922797142777777,3,0.493942559,0.143038126,0.636980685,0.031614397999999995,0.007389616999999999,0.038265514
5,465 nm LED,200,14.611930552222223,17.259427247777776,54.32910595111112,31.459945371111115,15.101724536666666,17.259427247777776,3,0.493942559,0.143038126,0.636980685,0.031614397999999995,0.007389616999999999,0.038265514
5,470 nm LED,200,16.004955156666668,39.16049417999999,142.1109603333333,98.15589749333334,22.978261375555558,39.16049417999999,3,0.493942559,0.143038126,0.636980685,0.031614397999999995,0.007389616999999999,0.038265514
5,475 nm LED,200,57.39554206333332,52.21843492,262.47188887777776,110.49611718888889,92.57645621777777,52.21843492,3,0.493942559,0.143038126,0.636980685,0.031614397999999995,0.007389616999999999,0.038265514
5,480 nm LED,200,21.74006151,43.82880502555555,311.7312936555556,105.64273094444444,32.893290477777775,43.82880502555555,3,0.493942559,0.143038126,0.636980685,0.031614397999999995,0.007389616999999999,0.038265514
5,505 nm LED,200,18.094487303333334,19.72696508,144.32964285555556,55.661575792222216,18.406733598888888,19.72696508,3,0.493942559,0.143038126,0.636980685,0.031614397999999995,0.007389616999999999,0.038265514
5,525 nm LED,200,28.64590264555555,86.19043175444445,122.57961031111111,129.46349496666667,33.31546005333333,86.19043175444445,3,0.493942559,0.143038126,0.636980685,0.031614397999999995,0.007389616999999999,0.038265514
5,630 nm LED,200,293.8983637555556,20.31383822777778,55.14530608444444,29.80587658888889,27.742780423333336,20.31383822777778,3,0.493942559,0.143038126,0.636980685,0.031614397999999995,0.007389616999999999,0.038265514
5,890 nm LED,200,48.192698278888884,142.23689642222223,34.636819575555556,214.44123545555556,2058.5746428888892,142.23689642222223,3,0.493942559,0.143038126,0.636980685,0.031614397999999995,0.007389616999999999,0.038265514
5,940 nm LED,200,41.10902182444444,96.30066666555558,164.1483836,267.6652711666667,50.88990872888889,96.30066666555558,3,0.493942559,0.143038126,0.636980685,0.031614397999999995,0.007389616999999999,0.038265514
5,IR LED,200,25.104067458888885,23.31489894222222,27.44045370333334,43.76751997333333,340.74165742222226,23.31489894222222,3,0.493942559,0.143038126,0.636980685,0.031614397999999995,0.007389616999999999,0.038265514
5,UV (405 nm) LED,200,16.879299205555554,10.710447990111112,34.94720529,26.399802247777775,15.909882923333335,10.710447990111112,3,0.493942559,0.143038126,0.636980685,0.031614397999999995,0.007389616999999999,0.038265514
5,White LED,200,769.9272248555556,222.81197354444444,306.24785318888894,176.09300132222222,77.40235714111111,222.81197354444444,3,0.493942559,0.143038126,0.636980685,0.031614397999999995,0.007389616999999999,0.038265514
6,390 nm LED,200,19.769083467777776,158.13583135555558,57.60540489444444,137.76648107777777,21.796174472222226,158.13583135555558,3,0.520347676,0.150152649,0.6705003239999999,0.038019228999999995,0.018809191,0.053470848999999994
6,395 nm LED,200,20.93981547888889,53.618932804444434,96.13929669111113,107.14445422222222,24.775514153333333,53.618932804444434,3,0.520347676,0.150152649,0.6705003239999999,0.038019228999999995,0.018809191,0.053470848999999994
6,400 nm LED,200,20.761982145555557,411.14515609999995,53.84628280333333,94.44512341000001,48.923795634444446,411.14515609999995,3,0.520347676,0.150152649,0.6705003239999999,0.038019228999999995,0.018809191,0.053470848999999994
6,405 nm LED,200,15.70856706111111,335.95859260000003,45.155466800000006,136.7435783111111,23.15919391555556,335.95859260000003,3,0.520347676,0.150152649,0.6705003239999999,0.038019228999999995,0.018809191,0.053470848999999994
6,410 nm LED,200,49.037400394444454,25.128871164111114,74.2628041011111,57.81621706444443,78.23464801333334,25.128871164111114,3,0.520347676,0.150152649,0.6705003239999999,0.038019228999999995,0.018809191,0.053470848999999994
6,425 nm LED,200,37.34489761888889,65.50312658777779,63.51424272444444,72.51784272444444,63.410345371111106,65.50312658777779,3,0.520347676,0.150152649,0.6705003239999999,0.038019228999999995,0.018809191,0.053470848999999994
6,455 nm LED,200,16.182786903333334,7.002472222222221,13.151183889999999,12.361984748888888,11.060927169666668,7.002472222222221,3,0.520347676,0.150152649,0.6705003239999999,0.038019228999999995,0.018809191,0.053470848999999994
6,465 nm LED,200,14.53783333,9.656742327777776,44.07486468222223,27.488006348888884,14.474494958888888,9.656742327777776,3,0.520347676,0.150152649,0.6705003239999999,0.038019228999999995,0.018809191,0.053470848999999994
6,470 nm LED,200,16.40507777666667,38.81370198555556,127.97113756666668,91.56139060555557,22.170100133333335,38.81370198555556,3,0.520347676,0.150152649,0.6705003239999999,0.038019228999999995,0.018809191,0.053470848999999994
6,475 nm LED,200,62.33040793666666,44.202269047777776,216.971541,94.64100119,83.03534748555555,44.202269047777776,3,0.520347676,0.150152649,0.6705003239999999,0.038019228999999995,0.018809191,0.053470848999999994
6,480 nm LED,200,21.51777182777778,39.08046521222222,254.4248439111111,91.09345859666665,30.022514152222225,39.08046521222222,3,0.520347676,0.150152649,0.6705003239999999,0.038019228999999995,0.018809191,0.053470848999999994
6,505 nm LED,200,18.37605754111111,17.953006084444446,122.77504046666665,50.568787963333335,19.118394577777778,17.953006084444446,3,0.520347676,0.150152649,0.6705003239999999,0.038019228999999995,0.018809191,0.053470848999999994
6,525 nm LED,200,27.54927156,60.7147709,92.97794880777778,98.01443121888889,28.213203043333337,60.7147709,3,0.520347676,0.150152649,0.6705003239999999,0.038019228999999995,0.018809191,0.053470848999999994
6,630 nm LED,200,282.3540595333333,18.313132274444445,44.40823875777779,25.170131481111113,25.34243148111111,18.313132274444445,3,0.520347676,0.150152649,0.6705003239999999,0.038019228999999995,0.018809191,0.053470848999999994
6,890 nm LED,200,52.179117458888896,134.82094142222223,34.096516931111104,224.53979761111108,2281.7470369999996,134.82094142222223,3,0.520347676,0.150152649,0.6705003239999999,0.038019228999999995,0.018809191,0.053470848999999994
6,940 nm LED,200,41.50914444222222,94.51336230111113,170.1606845,278.7867380888889,49.924943517777784,94.51336230111113,3,0.520347676,0.150152649,0.6705003239999999,0.038019228999999995,0.018809191,0.053470848999999994
6,IR LED,200,26.27480357,35.999375793333336,27.26801521333333,43.44105767222222,339.8852433888889,35.999375793333336,3,0.520347676,0.150152649,0.6705003239999999,0.038019228999999995,0.018809191,0.053470848999999994
6,UV (405 nm) LED,200,17.79809920777778,7.122514285555555,31.038638096666674,25.17013254,16.416490343333333,7.122514285555555,3,0.520347676,0.150152649,0.6705003239999999,0.038019228999999995,0.018809191,0.053470848999999994
6,White LED,200,813.1850277777779,219.45082276666668,285.7853293555556,163.16514483333336,75.18293518444445,219.45082276666668,3,0.520347676,0.150152649,0.6705003239999999,0.038019228999999995,0.018809191,0.053470848999999994
7,390 nm LED,200,26.156245503333334,46.28300740888889,29.647645107777773,64.69366058222221,24.775511905555557,46.28300740888889,3,0.262203135,0.052439568,0.314642703,0.022814759999999996,0.008779021,0.03019413399999999
7,395 nm LED,200,24.88177725,18.566554046666667,37.32683214222222,47.30417923333333,24.679012963333335,18.566554046666667,3,0.262203135,0.052439568,0.314642703,0.022814759999999996,0.008779021,0.03019413399999999
7,400 nm LED,200,23.13308650888889,109.01182287444445,31.26855039555555,43.01665926,30.722115476666666,109.01182287444445,3,0.262203135,0.052439568,0.314642703,0.022814759999999996,0.008779021,0.03019413399999999
7,405 nm LED,200,20.124748676666666,85.00334272666666,28.337125132222223,50.75378478777778,24.208593783333335,85.00334272666666,3,0.262203135,0.052439568,0.314642703,0.022814759999999996,0.008779021,0.03019413399999999
7,410 nm LED,200,47.436911243333334,13.711509736,39.947874866666666,36.20450820111111,44.96742870444444,13.711509736,3,0.262203135,0.052439568,0.314642703,0.022814759999999996,0.008779021,0.03019413399999999
7,425 nm LED,200,38.44153227444444,18.846654153333333,29.59016627111111,36.65067063555556,42.048404894444445,18.846654153333333,3,0.262203135,0.052439568,0.314642703,0.022814759999999996,0.008779021,0.03019413399999999
7,455 nm LED,200,25.50418994777778,8.50967100577778,23.129528306666664,20.22969259333333,19.685313676666667,8.50967100577778,3,0.262203135,0.052439568,0.314642703,0.022814759999999996,0.008779021,0.03019413399999999
7,465 nm LED,200,22.21428095333333,13.284690475555555,55.86954338666666,34.74631719666666,23.73817209,13.284690475555555,3,0.262203135,0.052439568,0.314642703,0.022814759999999996,0.008779021,0.03019413399999999
7,470 nm LED,200,22.836697620000002,35.825981983333335,123.79816705555555,86.46859960333333,29.769210450000003,35.825981983333335,3,0.262203135,0.052439568,0.314642703,0.022814759999999996,0.008779021,0.03019413399999999
7,475 nm LED,200,70.92565978777778,43.61539603222222,193.08328967777777,85.22804867666666,78.95836508,43.61539603222222,3,0.262203135,0.052439568,0.314642703,0.022814759999999996,0.008779021,0.03019413399999999
7,480 nm LED,200,31.239306083333336,37.88003955111111,266.51838489999994,86.04420145555555,37.621621957777776,37.88003955111111,3,0.262203135,0.052439568,0.314642703,0.022814759999999996,0.008779021,0.03019413399999999
7,505 nm LED,200,26.971311242222225,19.993725528888884,106.42802765777779,47.957098280000004,26.054092594444448,19.993725528888884,3,0.262203135,0.052439568,0.314642703,0.022814759999999996,0.008779021,0.03019413399999999
7,525 nm LED,200,46.444005819999994,79.53474629555555,77.65406163999998,84.3574871688889,39.49124788444445,79.53474629555555,3,0.262203135,0.052439568,0.314642703,0.022814759999999996,0.008779021,0.03019413399999999
7,630 nm LED,200,572.369715588889,22.127813755555554,59.11135238111111,35.12718756666667,46.101261773333334,22.127813755555554,3,0.262203135,0.052439568,0.314642703,0.022814759999999996,0.008779021,0.03019413399999999
7,890 nm LED,200,57.81048611000001,154.45452326666665,45.293413361111114,237.3370383777778,2379.268941888889,154.45452326666665,3,0.262203135,0.052439568,0.314642703,0.022814759999999996,0.008779021,0.03019413399999999
