,Model,y transform,x transform,r2 train,mae train,r2 test,mae test
0,PLS 1-component,None,None,0.6629045170046155,0.08426301654103013,0.1691015896007626,0.09251483638053747
1,PLS 1-component,None,Exponential,0.6625090511750251,0.0844184305358041,0.4448864195100637,0.12886996623745167
2,PLS 1-component,None,Logarithm plus 1,0.34517309076532965,0.12999610633143763,-1.7690967257910848,0.16307106119572717
3,PLS 1-component,None,Exponential minus one,0.6630851309905754,0.08415324948705268,0.20921948280974922,0.13315575135988283
4,PLS 1-component,None,Quantile Transform,0.6625090511750251,0.08441843053580404,0.603329693926357,0.08999146630600462
5,PLS 1-component,Exponential,None,0.6276274610086652,0.09056082253081998,0.423491107950174,0.11790686646453734
6,PLS 1-component,Exponential,Exponential,0.6265575091897221,0.09078506568499554,0.37888030804637707,0.11680216463463212
7,PLS 1-component,Exponential,Logarithm plus 1,0.37234718227410946,0.12726001752666602,-0.019949558062267725,0.14729909195230081
8,PLS 1-component,Exponential,Exponential minus one,0.628298215432908,0.09039361133150384,0.47346853584439375,0.11242786545510478
9,PLS 1-component,Exponential,Quantile Transform,0.6265575091897221,0.0907850656849955,0.3781401339992959,0.12148170710555016
10,PLS 1-component,LogarithmReciprocol,None,0.6735726459257619,0.07849292927460381,0.09894305728986519,0.1164818500432087
11,PLS 1-component,LogarithmReciprocol,Exponential,0.6738334260224,0.07849036382045728,0.5555926068446801,0.09007124331335538
12,PLS 1-component,LogarithmReciprocol,Logarithm plus 1,-0.03942576494746142,0.14739685008888362,-1.5911974548379395,0.182743182527236
13,PLS 1-component,LogarithmReciprocol,Exponential minus one,0.6732695418445787,0.07850459680774559,0.16627504978983487,0.11366265272704044
14,PLS 1-component,LogarithmReciprocol,Quantile Transform,0.6738334260223997,0.07849036382045717,0.694773993264323,0.07145543988697109
15,PLS 1-component,Logarithm plus 1,None,0.6728718190004473,0.08128266975090064,0.5849822545557195,0.08329625363790984
16,PLS 1-component,Logarithm plus 1,Exponential,0.6727088440689752,0.08140507996706044,0.341046641979715,0.08677191304276753
17,PLS 1-component,Logarithm plus 1,Logarithm plus 1,0.28703495336200624,0.1337331418598727,0.244864009486923,0.16490549457055811
18,PLS 1-component,Logarithm plus 1,Exponential minus one,0.6728818987313522,0.08119577691830822,0.20814793215685035,0.11452076192764933
19,PLS 1-component,Logarithm plus 1,Quantile Transform,0.672708844068975,0.08140507996706038,0.8216266333675117,0.06695303600323839
20,PLS 1-component,Exponential minus one,None,0.5468886567712236,0.09163678179746246,0.584974661218841,0.08793706258008402
21,PLS 1-component,Exponential minus one,Exponential,0.5495358618125876,0.09145946543812468,0.3466447102009941,0.09542444998928147
22,PLS 1-component,Exponential minus one,Logarithm plus 1,-3.494755053853492,0.20056212636203258,0.09271976577043517,0.15316114108543624
23,PLS 1-component,Exponential minus one,Exponential minus one,0.5447310347965055,0.09178179841104053,0.8356670934715784,0.046950470404160685
24,PLS 1-component,Exponential minus one,Quantile Transform,0.5495358618125896,0.09145946543812448,0.0993892434355621,0.11797189815954497
25,PLS 1-component,Quantile Transform,None,0.6718269849432085,0.08380485457672272,0.8787711270468137,0.05652693036660816
26,PLS 1-component,Quantile Transform,Exponential,0.6720945298520001,0.08388769923219253,0.6188691357168463,0.09934827307491105
27,PLS 1-component,Quantile Transform,Logarithm plus 1,0.3645933116601823,0.12808453357808922,0.18254053227915779,0.16981041516171505
28,PLS 1-component,Quantile Transform,Exponential minus one,0.6714211324646806,0.08375824006942247,0.7859151686240438,0.08665836304359567
29,PLS 1-component,Quantile Transform,Quantile Transform,0.672094529852,0.08388769923219244,0.207517641108373,0.09925680730321039
30,PLS 1-component,Normal Quantile Transform,None,0.6849625316394498,0.07649734641402739,0.7994138150038338,0.07643189019171175
31,PLS 1-component,Normal Quantile Transform,Exponential,0.6850739723168936,0.07661506814096096,0.43763881064455534,0.09597431426379877
32,PLS 1-component,Normal Quantile Transform,Logarithm plus 1,0.4540884207726772,0.11598918094535199,0.2720077458257637,0.11261532511896606
33,PLS 1-component,Normal Quantile Transform,Exponential minus one,0.6846765688152888,0.07642804370483496,0.8041931959567112,0.06934975800799467
34,PLS 1-component,Normal Quantile Transform,Quantile Transform,0.6850739723168935,0.07661506814096092,0.6289052358442355,0.0887250095625582
35,PLS 1-component,Power Transform,None,0.661338956229534,0.08463804547552299,0.7696947487990186,0.07023365840163123
36,PLS 1-component,Power Transform,Exponential,0.6609124952989076,0.08479356655379752,0.3773056235506256,0.09762636626701357
37,PLS 1-component,Power Transform,Logarithm plus 1,0.348661397933133,0.12976234810977327,-0.5429959301086604,0.14483873429932717
38,PLS 1-component,Power Transform,Exponential minus one,0.6615421391839473,0.0845286540168545,0.8022514832781145,0.06074491942092285
39,PLS 1-component,Power Transform,Quantile Transform,0.6609124952989073,0.08479356655379745,0.5604538568780686,0.10445581693645481
40,PLS 2-component,None,None,0.7090700077518282,0.080558006550289,0.314126442363742,0.12300773255636652
41,PLS 2-component,None,Exponential,0.7064148529484712,0.08109023009017782,0.752871014798757,0.07638862237295489
42,PLS 2-component,None,Logarithm plus 1,0.48675982652337435,0.10730561011715702,-2.694660947313714,0.23693405254577143
43,PLS 2-component,None,Exponential minus one,0.711420443578662,0.0801243995987161,0.7620826556321164,0.08315605529977864
44,PLS 2-component,None,Quantile Transform,0.706414852948471,0.08109023009017786,0.6315054736349108,0.08326892026366252
45,PLS 2-component,Exponential,None,0.6714484710771844,0.08705249821571583,0.5081743853365407,0.11191795637598684
