,Model,y transform,x transform,LED,r2 train,mae train,r2 test,mae test
1316,PLS 3-component,Reciprocol,Logarithm,405 nm LED,0.24814630358164347,0.09539866699091297,-0.22784476106369284,0.10591678009562078
1317,PLS 4-component,None,None,405 nm LED,0.5925758233598515,0.07692721608654134,0.500162724718143,0.0815349424803502
1318,PLS 4-component,None,Exponential,405 nm LED,0.024437109224708542,0.1202043475711771,-7.998657152976348e+31,182845655168114.78
1319,PLS 4-component,None,Logarithm,405 nm LED,0.5992448229829661,0.0769254602026565,0.475834618691651,0.08255775706304642
1320,PLS 4-component,Exponential,None,405 nm LED,0.5941235923336583,0.07698768861476622,0.4925191070809062,0.08193012528062556
1321,PLS 4-component,Exponential,Exponential,405 nm LED,0.018752396553948114,0.11964193253891837,-927.7319191407383,0.8568757211208062
1322,PLS 4-component,Exponential,Logarithm,405 nm LED,0.5972279525192268,0.07773497332341371,0.45423896715555434,0.08421311249105838
1323,PLS 4-component,Logarithm,None,405 nm LED,0.5336665705517696,0.07984062789784138,0.4337460727685453,0.08499338909898732
1324,PLS 4-component,Logarithm,Logarithm,405 nm LED,0.5478273095612674,0.0781897712160967,0.39375958444884357,0.0856491865925246
1325,PLS 4-component,Reciprocol,None,405 nm LED,0.23600356881305207,0.09455817601822382,-0.007761854261592172,0.10285646684992941
1326,PLS 4-component,Reciprocol,Exponential,405 nm LED,-0.12196718884143176,0.13154369280295178,-3.657291794092351,0.19425808623158464
1327,PLS 4-component,Reciprocol,Logarithm,405 nm LED,0.34634485786218405,0.09078234374372447,-0.1027359586699326,0.10413340187379558
1328,Lasso alpha 5,None,None,405 nm LED,0.19252466400786816,0.10955164890462905,0.11358203558380368,0.11186664300648033
1329,Lasso alpha 5,None,Exponential,405 nm LED,0.022484545730271366,0.12093915863110222,-7.775564972791049e+31,180277730158338.72
1330,Lasso alpha 5,None,Logarithm,405 nm LED,0.0,0.12497875075333333,-0.10214137169790476,0.12618877100138887
1331,Lasso alpha 5,Exponential,None,405 nm LED,0.2274793589960601,0.10709338588798398,0.15131384196115324,0.10933895739978447
1332,Lasso alpha 5,Exponential,Exponential,405 nm LED,0.017145118264701886,0.12061969753678548,-919.3991692268622,0.84403688777888
1333,Lasso alpha 5,Exponential,Logarithm,405 nm LED,-0.005414908725924983,0.12463054228333333,-0.10806864383228505,0.125949825501059
1334,Lasso alpha 5,Logarithm,None,405 nm LED,0.21517058586046434,0.10442218796066442,0.1423586441608041,0.10614075665752842
1335,Lasso alpha 5,Logarithm,Logarithm,405 nm LED,-0.03322299265632234,0.1281947585909871,-0.14666701283303127,0.12942604536759056
1336,Lasso alpha 5,Reciprocol,None,405 nm LED,-0.2537890879399476,0.1173688858814498,-0.5270422821885002,0.12317328548374595
1337,Lasso alpha 5,Reciprocol,Exponential,405 nm LED,-0.11882611467017723,0.1313896598498029,-0.5732914556735909,0.1491574803820817
