,Model,y transform,x transform,r2 train,mae train,r2 test,mae test
0,PLS 1-component,None,None,0.5584562571861551,0.10326819303930602,0.5341839686427878,0.11989706474969643
1,PLS 1-component,None,Exponential,0.41665970628032134,0.12470224147941787,0.48397775587611547,0.1125916488051485
2,PLS 1-component,None,Logarithm plus 1,0.08122845347102747,0.15950905508501595,0.003578082147910999,0.16867299283387457
3,PLS 1-component,None,Quantile Transform,0.41665970628032134,0.12470224147941787,0.27558845073896565,0.14058608632225653
4,PLS 1-component,Exponential,None,0.5446500682871198,0.10695039027510561,0.5785127520099334,0.12151252329256433
5,PLS 1-component,Exponential,Exponential,0.29820389979156126,0.13318404353904972,0.38073940917446625,0.14446887478955883
6,PLS 1-component,Exponential,Logarithm plus 1,0.06449855882024436,0.1595472141278495,-0.04376258979683523,0.1773002621580853
7,PLS 1-component,Exponential,Quantile Transform,0.29820389979156126,0.13318404353904972,0.3737747762933349,0.12831067258263024
8,PLS 1-component,LogarithmReciprocol,None,0.5211267440399626,0.10271202166930812,0.37001980584420013,0.10819642071977445
9,PLS 1-component,LogarithmReciprocol,Exponential,0.48057935097429005,0.11594891378890369,0.4142922085265235,0.12979134636883266
10,PLS 1-component,LogarithmReciprocol,Logarithm plus 1,0.05265947510561808,0.16415258589265005,-0.08896082909975789,0.17887110510212606
11,PLS 1-component,LogarithmReciprocol,Quantile Transform,0.48057935097429005,0.11594891378890368,0.4326521557598868,0.13992950604959623
12,PLS 1-component,Logarithm plus 1,None,0.5546450583574102,0.10216955524141655,0.5378107413831124,0.09173166852414137
13,PLS 1-component,Logarithm plus 1,Exponential,0.44838798309857386,0.12114860520140266,-0.25187098926514073,0.1318422167436895
14,PLS 1-component,Logarithm plus 1,Logarithm plus 1,0.08091162944306929,0.1603882676635486,-0.003614563625884637,0.17674329634182329
15,PLS 1-component,Logarithm plus 1,Quantile Transform,0.44838798309857386,0.12114860520140264,0.39097734439848775,0.13057777919274344
16,PLS 1-component,Exponential minus one,None,0.2973095780411775,0.11990939739075962,0.1762725804141344,0.16084442403393717
17,PLS 1-component,Exponential minus one,Exponential,0.46361889489108754,0.11278412548140601,0.48888922404267665,0.09936055040319715
18,PLS 1-component,Exponential minus one,Logarithm plus 1,-0.07082039637337378,0.17418170064317468,-0.3712101560080976,0.1640139578268306
19,PLS 1-component,Exponential minus one,Quantile Transform,0.46361889489108754,0.11278412548140601,0.5030734029270667,0.12141435519212536
20,PLS 1-component,Quantile Transform,None,0.563141195797376,0.10173669208927888,0.05774072506216599,0.11795452699756066
21,PLS 1-component,Quantile Transform,Exponential,0.44544821146196223,0.12026330826105935,0.20665236553890953,0.14115622436606387
22,PLS 1-component,Quantile Transform,Logarithm plus 1,0.09146211210808697,0.15851496973716145,-0.08465692517126588,0.2142912442164729
23,PLS 1-component,Quantile Transform,Quantile Transform,0.44544821146196223,0.12026330826105935,0.5151315368490059,0.10795999862086915
24,PLS 1-component,Normal Quantile Transform,None,0.5507159289445059,0.10075277498866059,0.33503070400781376,0.09761107711012691
25,PLS 1-component,Normal Quantile Transform,Exponential,0.5454269189348142,0.10649972045272611,0.26796992911557105,0.1458212184981553
26,PLS 1-component,Normal Quantile Transform,Logarithm plus 1,0.07634363027502755,0.1629309927504302,-1.6599462319154616,0.2234791865071778
27,PLS 1-component,Normal Quantile Transform,Quantile Transform,0.5454269189348144,0.10649972045272608,0.29440412123688287,0.11898975273044606
28,PLS 1-component,Power Transform,None,0.5582917471024272,0.10346241907074394,0.12766245645269314,0.11262363580455052
29,PLS 1-component,Power Transform,Exponential,0.41172384139512996,0.125184720636591,0.4132846992630309,0.10316430000905026
30,PLS 1-component,Power Transform,Logarithm plus 1,0.0807458291868528,0.15944034041174387,-0.11728350841565605,0.19226012794647962
31,PLS 1-component,Power Transform,Quantile Transform,0.41172384139512985,0.125184720636591,0.25507995843564313,0.11479772448104328
32,PLS 2-component,None,None,0.7280743608322251,0.07762248376321701,0.771245000383722,0.06985300422769679
33,PLS 2-component,None,Exponential,0.5161909864042442,0.10989274259556474,0.16477007973336544,0.1295716636493078
34,PLS 2-component,None,Logarithm plus 1,0.0990997120861371,0.160108482444714,-0.14573016251387672,0.1973376144659964
35,PLS 2-component,None,Quantile Transform,0.5161909864042442,0.10989274259556474,-3.405821869740514,0.2263251223309296
36,PLS 2-component,Exponential,None,0.6927388615418967,0.0836753119610831,0.5972435414031763,0.09156903815977711
37,PLS 2-component,Exponential,Exponential,0.34078165523837534,0.11968706165252706,-3.959934043483959,0.21482510951657174
38,PLS 2-component,Exponential,Logarithm plus 1,0.07995358571089739,0.16059211402971785,0.08256318506869387,0.1716863967880171
39,PLS 2-component,Exponential,Quantile Transform,0.34078165523837545,0.11968706165252704,0.5551366537134423,0.11010709980767373
40,PLS 2-component,LogarithmReciprocol,None,0.7318144295809301,0.07350449478373737,0.5054794354985469,0.08356648940241106
41,PLS 2-component,LogarithmReciprocol,Exponential,0.5875743852343638,0.10113182557812503,0.7640852330541184,0.06897819980544842
42,PLS 2-component,LogarithmReciprocol,Logarithm plus 1,0.07406917569005833,0.16482705063182712,-0.10934561465506465,0.19034159690212069
