,Leaf number,Read number,gain,integration time,450 nm,500 nm,550 nm,570 nm,600 nm,650 nm,led,LED current,saturation check,time,Total Chlorophyll (µg/mg),Total Chlorophyll (µg/mg) std,Chlorophyll a (µg/mg),Chlorophyll a (µg/mg) std,Chlorophyll b (µg/mg),Chlorophyll b (µg/mg) std,Total Chlorophyll (µg/cm2),Total Chlorophyll (µg/cm2) std,Chlorophyll a (µg/cm2),Chlorophyll a (µg/cm2) std,Chlorophyll b (µg/cm2),Chlorophyll b (µg/cm2) std
10,1,1,64,150,13403.128999999999,9790.64,19537.717,18968.228,13871.566,4988.407,White LED,50 mA,b'OK Read',11:06:03,2.218415293,0.03841484574853903,1.7612315036666668,0.02636505562082707,0.4571837893333333,0.012255897900084701,40.006463733333334,0.20120467937669825,31.762765950000002,0.22386387410283254,8.243697782666667,0.06242325588902183
11,1,1,64,150,16284.596000000001,11836.87,23804.881,23101.129,16873.374,6068.923000000001,White LED,100 mA,b'OK Read',11:06:04,2.218415293,0.03841484574853903,1.7612315036666668,0.02636505562082707,0.4571837893333333,0.012255897900084701,40.006463733333334,0.20120467937669825,31.762765950000002,0.22386387410283254,8.243697782666667,0.06242325588902183
12,1,1,64,200,3618.962,2670.452,5258.812,5115.001,3771.14,1349.1170000000002,White LED,12.5 mA,b'OK Read',11:06:05,2.218415293,0.03841484574853903,1.7612315036666668,0.02636505562082707,0.4571837893333333,0.012255897900084701,40.006463733333334,0.20120467937669825,31.762765950000002,0.22386387410283254,8.243697782666667,0.06242325588902183
13,1,1,64,200,7070.557,5199.311,10319.027,10030.253,7367.647,2632.8979999999997,White LED,25 mA,b'OK Read',11:06:06,2.218415293,0.03841484574853903,1.7612315036666668,0.02636505562082707,0.4571837893333333,0.012255897900084701,40.006463733333334,0.20120467937669825,31.762765950000002,0.22386387410283254,8.243697782666667,0.06242325588902183
14,1,1,64,200,13382.085,9760.698,19469.28,18896.493000000002,13834.988000000001,4949.435,White LED,50 mA,b'OK Read',11:06:07,2.218415293,0.03841484574853903,1.7612315036666668,0.02636505562082707,0.4571837893333333,0.012255897900084701,40.006463733333334,0.20120467937669825,31.762765950000002,0.22386387410283254,8.243697782666667,0.06242325588902183
15,1,1,64,200,16306.618999999999,11822.153,23774.019,23062.685,16871.014,6028.041,White LED,100 mA,b'OK Read',11:06:08,2.218415293,0.03841484574853903,1.7612315036666668,0.02636505562082707,0.4571837893333333,0.012255897900084701,40.006463733333334,0.20120467937669825,31.762765950000002,0.22386387410283254,8.243697782666667,0.06242325588902183
16,1,1,64,250,3616.32,2663.752,5255.86,5109.77,3772.0840000000003,1344.3020000000001,White LED,12.5 mA,b'OK Read',11:06:09,2.218415293,0.03841484574853903,1.7612315036666668,0.02636505562082707,0.4571837893333333,0.012255897900084701,40.006463733333334,0.20120467937669825,31.762765950000002,0.22386387410283254,8.243697782666667,0.06242325588902183
17,1,1,64,250,7070.557,5195.962,10315.27,10023.595,7367.647,2621.665,White LED,25 mA,b'OK Read',11:06:11,2.218415293,0.03841484574853903,1.7612315036666668,0.02636505562082707,0.4571837893333333,0.012255897900084701,40.006463733333334,0.20120467937669825,31.762765950000002,0.22386387410283254,8.243697782666667,0.06242325588902183
18,1,1,64,250,13372.983,9737.860999999999,19431.44,18856.305,13815.872,4916.8820000000005,White LED,50 mA,b'OK Read',11:06:13,2.218415293,0.03841484574853903,1.7612315036666668,0.02636505562082707,0.4571837893333333,0.012255897900084701,40.006463733333334,0.20120467937669825,31.762765950000002,0.22386387410283254,8.243697782666667,0.06242325588902183
19,1,1,64,250,16326.878999999999,11806.015,23759.795,23049.132999999998,16867.711,6001.678000000001,White LED,100 mA,b'OK Read',11:06:15,2.218415293,0.03841484574853903,1.7612315036666668,0.02636505562082707,0.4571837893333333,0.012255897900084701,40.006463733333334,0.20120467937669825,31.762765950000002,0.22386387410283254,8.243697782666667,0.06242325588902183
20,1,2,64,50,3963.975,2789.2059999999997,5651.982,5436.026,4073.2090000000003,1393.819,White LED,12.5 mA,b'OK Read',11:06:25,2.218415293,0.03841484574853903,1.7612315036666668,0.02636505562082707,0.4571837893333333,0.012255897900084701,40.006463733333334,0.20120467937669825,31.762765950000002,0.22386387410283254,8.243697782666667,0.06242325588902183
21,1,2,64,50,7734.156,5432.253000000001,11094.632,10662.792,7957.625,2755.5440000000003,White LED,25 mA,b'OK Read',11:06:27,2.218415293,0.03841484574853903,1.7612315036666668,0.02636505562082707,0.4571837893333333,0.012255897900084701,40.006463733333334,0.20120467937669825,31.762765950000002,0.22386387410283254,8.243697782666667,0.06242325588902183
22,1,2,64,50,14663.771,10243.329,21072.822,20203.185,15023.203000000001,5235.9929999999995,White LED,50 mA,b'OK Read',11:06:28,2.218415293,0.03841484574853903,1.7612315036666668,0.02636505562082707,0.4571837893333333,0.012255897900084701,40.006463733333334,0.20120467937669825,31.762765950000002,0.22386387410283254,8.243697782666667,0.06242325588902183
23,1,2,64,50,17670.519,12289.558,25436.604,24388.401,18105.249,6308.868,White LED,100 mA,b'OK Read',11:06:29,2.218415293,0.03841484574853903,1.7612315036666668,0.02636505562082707,0.4571837893333333,0.012255897900084701,40.006463733333334,0.20120467937669825,31.762765950000002,0.22386387410283254,8.243697782666667,0.06242325588902183
24,1,2,64,100,3963.975,2783.116,5630.512,5417.0019999999995,4059.05,1405.2820000000002,White LED,12.5 mA,b'OK Read',11:06:30,2.218415293,0.03841484574853903,1.7612315036666668,0.02636505562082707,0.4571837893333333,0.012255897900084701,40.006463733333334,0.20120467937669825,31.762765950000002,0.22386387410283254,8.243697782666667,0.06242325588902183
25,1,2,64,100,7742.965,5407.892,11054.375,10617.61,7931.666,2741.79,White LED,25 mA,b'OK Read',11:06:31,2.218415293,0.03841484574853903,1.7612315036666668,0.02636505562082707,0.4571837893333333,0.012255897900084701,40.006463733333334,0.20120467937669825,31.762765950000002,0.22386387410283254,8.243697782666667,0.06242325588902183
26,1,2,64,100,14652.025,10167.204,20884.958,20060.506,14924.087,5167.22,White LED,50 mA,b'OK Read',11:06:32,2.218415293,0.03841484574853903,1.7612315036666668,0.02636505562082707,0.4571837893333333,0.012255897900084701,40.006463733333334,0.20120467937669825,31.762765950000002,0.22386387410283254,8.243697782666667,0.06242325588902183
27,1,2,64,100,17755.672,12256.063,25334.621,24347.976000000002,18088.729,6276.774,White LED,100 mA,b'OK Read',11:06:33,2.218415293,0.03841484574853903,1.7612315036666668,0.02636505562082707,0.4571837893333333,0.012255897900084701,40.006463733333334,0.20120467937669825,31.762765950000002,0.22386387410283254,8.243697782666667,0.06242325588902183
