,Leaf number,Read number,gain,integration time,450 nm,500 nm,550 nm,570 nm,600 nm,650 nm,led,LED current,saturation check,time,Total Chlorophyll (µg/mg),Total Chlorophyll (µg/mg) std,Chlorophyll a (µg/mg),Chlorophyll a (µg/mg) std,Chlorophyll b (µg/mg),Chlorophyll b (µg/mg) std,Total Chlorophyll (µg/cm2),Total Chlorophyll (µg/cm2) std,Chlorophyll a (µg/cm2),Chlorophyll a (µg/cm2) std,Chlorophyll b (µg/cm2),Chlorophyll b (µg/cm2) std
845,15,1,64,100,5934.217,4990.73,11467.673,10836.383,7773.552,2535.468,White LED,25 mA,b'OK Read',09:47:41,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
846,15,1,64,100,11237.135,9381.598,21673.982000000004,20452.871,14622.018,4770.623,White LED,50 mA,b'OK Read',09:47:43,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
847,15,1,64,100,14569.809,12079.454,28125.722999999998,26528.569,18957.178,6194.245,White LED,100 mA,b'OK Read',09:47:44,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
848,15,1,64,150,3030.239,2545.607,5821.953,5501.024,3966.2259999999997,1291.423,White LED,12.5 mA,b'OK Read',09:47:45,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
849,15,1,64,150,5925.409000000001,4973.475,11438.152,10797.543,7756.246,2524.77,White LED,25 mA,b'OK Read',09:47:47,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
850,15,1,64,150,11226.368,9339.983,21591.681,20360.13,14577.966999999999,4760.689,White LED,50 mA,b'OK Read',09:47:48,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
851,15,1,64,150,14614.832,12080.469,28140.036,26546.007,18970.55,6208.0,White LED,100 mA,b'OK Read',09:47:49,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
852,15,1,64,200,3031.7070000000003,2545.607,5822.401,5499.0419999999995,3967.013,1292.951,White LED,12.5 mA,b'OK Read',09:47:51,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
853,15,1,64,200,5934.217,4972.46,11438.152,10792.391000000001,7752.313,2524.006,White LED,25 mA,b'OK Read',09:47:52,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
854,15,1,64,200,11220.985,9334.401,21539.795,20317.327,14542.961000000001,4744.26,White LED,50 mA,b'OK Read',09:47:53,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
855,15,1,64,200,14650.558,12082.499,28124.38,26526.191000000003,18960.718,6191.953,White LED,100 mA,b'OK Read',09:47:55,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
856,15,1,64,250,3030.238,2543.1710000000003,5820.521,5497.854,3965.597,1292.0339999999999,White LED,12.5 mA,b'OK Read',09:47:56,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
857,15,1,64,250,5927.757,4973.069,11430.638,10782.642,7746.177,2518.045,White LED,25 mA,b'OK Read',09:47:58,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
858,15,1,64,250,11213.058,9322.525,21494.707000000002,20274.523,14509.686000000002,4716.062,White LED,50 mA,b'OK Read',09:47:59,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
859,15,1,64,250,14668.469,12078.845,28114.987999999998,26512.397999999997,18947.266,6166.735,White LED,100 mA,b'OK Read',09:48:00,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
860,15,2,64,50,3259.268,2673.4970000000003,5947.195,5669.066999999999,4252.562,1292.951,White LED,12.5 mA,b'OK Read',09:48:11,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
861,15,2,64,50,6359.977,5206.924,11674.323,11114.604,8292.733,2521.7129999999997,White LED,25 mA,b'OK Read',09:48:12,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
862,15,2,64,50,12038.739,9810.940999999999,22157.057999999997,21078.277000000002,15655.66,4791.255,White LED,50 mA,b'OK Read',09:48:13,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
863,15,2,64,50,15527.036,12618.417,28651.737999999998,27232.446,20200.851000000002,6217.169,White LED,100 mA,b'OK Read',09:48:15,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
864,15,2,64,100,3259.268,2661.316,5917.673000000001,5647.666,4231.323,1297.536,White LED,12.5 mA,b'OK Read',09:48:16,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
865,15,2,64,100,6359.977,5185.609,11617.963,11071.802,8264.414,2528.591,White LED,25 mA,b'OK Read',09:48:17,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
866,15,2,64,100,12032.866000000002,9759.176,21971.88,20914.197,15544.743999999999,4745.406,White LED,50 mA,b'OK Read',09:48:18,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
867,15,2,64,100,15606.316,12581.876,28525.603,27153.974,20163.093,6141.518,White LED,100 mA,b'OK Read',09:48:20,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
868,15,2,64,150,3251.438,2649.137,5897.098000000001,5624.678000000001,4216.377,1283.781,White LED,12.5 mA,b'OK Read',09:48:21,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
869,15,2,64,150,6354.105,5174.444,11584.863000000001,11036.925,8242.388,2501.845,White LED,25 mA,b'OK Read',09:48:22,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
870,15,2,64,150,12017.206,9719.591,21856.478,20802.432,15479.453000000001,4702.613,White LED,50 mA,b'OK Read',09:48:24,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
871,15,2,64,150,15658.19,12573.756000000001,28492.502999999997,27132.572,20153.652,6137.696999999999,White LED,100 mA,b'OK Read',09:48:25,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
872,15,2,64,200,3251.927,2646.092,5893.52,5620.319,4213.624,1282.635,White LED,12.5 mA,b'OK Read',09:48:27,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
873,15,2,64,200,6354.105,5171.906,11580.391000000001,11033.753999999999,8238.455,2504.52,White LED,25 mA,b'OK Read',09:48:28,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
874,15,2,64,200,12016.716,9705.889000000001,21809.512000000002,20771.519,15447.987,4700.7029999999995,White LED,50 mA,b'OK Read',09:48:29,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
875,15,2,64,200,15694.403999999999,12578.832,28496.082000000002,27133.762000000002,20152.473,6149.5419999999995,White LED,100 mA,b'OK Read',09:48:31,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
876,15,2,64,250,3251.047,2645.4829999999997,5892.446,5618.654,4213.86,1284.698,White LED,12.5 mA,b'OK Read',09:48:32,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
877,15,2,64,250,6351.755999999999,5167.948,11569.118999999999,11025.193000000001,8229.487,2502.456,White LED,25 mA,b'OK Read',09:48:33,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
878,15,2,64,250,12009.376,9692.795,21756.642999999996,20717.775,15413.06,4687.6359999999995,White LED,50 mA,b'OK Read',09:48:35,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
879,15,2,64,250,15718.481000000002,12577.005,28472.463,27108.792999999998,20139.494,6138.309,White LED,100 mA,b'OK Read',09:48:36,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
880,15,3,64,50,3699.71,2819.656,6151.16,5930.642,4578.231,1435.0839999999998,White LED,12.5 mA,b'OK Read',09:48:45,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
881,15,3,64,50,7223.243,5493.153,12071.517,11628.245,8934.629,2796.81,White LED,25 mA,b'OK Read',09:48:47,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
882,15,3,64,50,13677.181,10352.948,22919.243,22043.728,16854.496,5309.352,White LED,50 mA,b'OK Read',09:48:48,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
883,15,3,64,50,17664.646,13324.853000000001,29671.565,28521.304,21781.992000000002,6886.57,White LED,100 mA,b'OK Read',09:48:49,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
884,15,3,64,100,3702.6459999999997,2810.5209999999997,6127.005999999999,5909.241,4561.710999999999,1437.376,White LED,12.5 mA,b'OK Read',09:48:50,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
885,15,3,64,100,7229.116,5474.882,12031.261,11592.576000000001,8908.67,2794.5170000000003,White LED,25 mA,b'OK Read',09:48:51,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
886,15,3,64,100,13671.309,10301.183,22739.431,21879.647999999997,16753.019,5252.041,White LED,50 mA,b'OK Read',09:48:52,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
887,15,3,64,100,17761.543999999998,13291.358,29558.847999999998,28435.696,21760.754,6820.088000000001,White LED,100 mA,b'OK Read',09:48:53,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
888,15,3,64,150,3699.71,2797.3259999999996,6111.798000000001,5892.596,4548.338,1424.386,White LED,12.5 mA,b'OK Read',09:48:54,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
889,15,3,64,150,7229.115,5464.732,12010.685,11560.077,8895.296999999999,2783.054,White LED,25 mA,b'OK Read',09:48:56,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
890,15,3,64,150,13675.225,10267.688,22656.235,21783.738999999998,16701.888,5229.88,White LED,50 mA,b'OK Read',09:48:57,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
891,15,3,64,150,17831.035,13294.403,29567.792999999998,28438.867000000002,21770.98,6833.079000000001,White LED,100 mA,b'OK Read',09:48:58,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
892,15,3,64,200,3702.6459999999997,2799.863,6114.929,5889.028,4551.090999999999,1428.207,White LED,12.5 mA,b'OK Read',09:48:59,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
893,15,3,64,200,7239.393,5473.36,12016.5,11558.096000000001,8898.051,2788.7859999999996,White LED,25 mA,b'OK Read',09:49:00,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
894,15,3,64,200,13684.523000000001,10269.21,22632.083,21761.941000000003,16685.762,5231.409000000001,White LED,50 mA,b'OK Read',09:49:01,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
895,15,3,64,200,17886.336,13308.105,29583.0,28441.641,21780.813,6846.451,White LED,100 mA,b'OK Read',09:49:02,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
896,15,3,64,250,3707.9309999999996,2801.386,6118.955,5894.4980000000005,4553.687,1430.499,White LED,12.5 mA,b'OK Read',09:49:04,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
897,15,3,64,250,7245.559,5471.229,12017.841999999999,11555.955,8896.87,2790.39,White LED,25 mA,b'OK Read',09:49:05,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
898,15,3,64,250,13691.275,10260.38,22607.928,21733.642999999996,16665.703,5223.156,White LED,50 mA,b'OK Read',09:49:07,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
899,15,3,64,250,17926.561999999998,13316.327,29581.391,28429.039,21775.385,6840.72,White LED,100 mA,b'OK Read',09:49:08,1.844876867,0.08572829542948673,1.5065383449999998,0.07746560654778331,0.33833852233333334,0.009216230312835442,32.35809420333334,0.384556212824251,26.419034370000002,0.2279552188066544,5.939059834999999,0.20458292353416252
900,16,1,64,50,3259.268,2557.7870000000003,5646.6140000000005,5393.222,3941.054,1329.631,White LED,12.5 mA,b'OK Read',09:58:58,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
901,16,1,64,50,6365.85,4975.505,11073.162,10572.428999999998,7688.595,2599.657,White LED,25 mA,b'OK Read',09:58:59,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
902,16,1,64,50,12068.101999999999,9378.553,21024.514,20046.238999999998,14513.462,4951.728,White LED,50 mA,b'OK Read',09:59:00,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
903,16,1,64,50,15521.163999999999,12021.598999999998,27100.53,25838.96,18671.628,6377.642,White LED,100 mA,b'OK Read',09:59:01,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
904,16,1,64,100,3259.268,2542.562,5609.0419999999995,5362.309,3919.815,1334.215,White LED,12.5 mA,b'OK Read',09:59:02,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
905,16,1,64,100,6365.85,4954.19,11016.803,10520.114,7655.556,2597.365,White LED,25 mA,b'OK Read',09:59:03,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
906,16,1,64,100,12050.483999999999,9311.563,20804.446,19858.38,14397.826000000001,4887.539000000001,White LED,50 mA,b'OK Read',09:59:04,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
907,16,1,64,100,15609.252,11982.014,26979.761000000002,25753.352000000003,18655.109,6340.9619999999995,White LED,100 mA,b'OK Read',09:59:06,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
908,16,1,64,150,3251.438,2531.397,5591.15,5345.664000000001,3906.442,1323.517,White LED,12.5 mA,b'OK Read',09:59:07,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
909,16,1,64,150,6358.02,4940.995,10981.913999999999,10486.822,7633.53,2588.959,White LED,25 mA,b'OK Read',09:59:08,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
910,16,1,64,150,12036.781,9277.053,20722.145,19775.151,14348.268,4878.369000000001,White LED,50 mA,b'OK Read',09:59:09,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
911,16,1,64,150,15660.148000000001,11985.059,26978.865,25751.767999999996,18648.029,6353.189,White LED,100 mA,b'OK Read',09:59:10,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
912,16,1,64,200,3253.3959999999997,2530.382,5588.914000000001,5343.285,3904.475,1326.192,White LED,12.5 mA,b'OK Read',09:59:11,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
913,16,1,64,200,6362.914000000001,4940.488,10979.23,10482.067,7630.776999999999,2589.341,White LED,25 mA,b'OK Read',09:59:12,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
914,16,1,64,200,12040.206,9275.023000000001,20675.627,19733.536,14317.589,4863.468,White LED,50 mA,b'OK Read',09:59:13,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
915,16,1,64,200,15697.34,11986.582,26966.342999999997,25723.627999999997,18638.589,6344.401,White LED,100 mA,b'OK Read',09:59:14,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
916,16,1,64,250,3253.3959999999997,2528.555,5587.571999999999,5339.956999999999,3902.3509999999997,1325.963,White LED,12.5 mA,b'OK Read',09:59:16,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
917,16,1,64,250,6363.501,4938.965,10970.105,10474.457,7626.293000000001,2586.819,White LED,25 mA,b'OK Read',09:59:17,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
918,16,1,64,250,12037.565,9259.19,20636.981,19691.447,14288.798999999999,4851.776,White LED,50 mA,b'OK Read',09:59:19,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
919,16,1,64,250,15722.005,11988.714,26952.387000000002,25712.451,18631.982,6332.71,White LED,100 mA,b'OK Read',09:59:21,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
920,16,2,64,50,3582.259,2710.0359999999996,5651.982,5554.924,4096.808,1453.424,White LED,12.5 mA,b'OK Read',09:59:41,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
921,16,2,64,50,6994.213000000001,5280.003000000001,11078.528999999999,10876.809,7981.224,2833.489,White LED,25 mA,b'OK Read',09:59:42,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
922,16,2,64,50,13248.485,9938.83,21040.618,20631.218999999997,15070.402,5378.1269999999995,White LED,50 mA,b'OK Read',09:59:43,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
923,16,2,64,50,17048.029,12740.216,27143.468999999997,26599.907000000003,19403.2,6950.758000000001,White LED,100 mA,b'OK Read',09:59:44,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
924,16,2,64,100,3585.195,2697.8559999999998,5619.776999999999,5524.0109999999995,4073.2090000000003,1458.009,White LED,12.5 mA,b'OK Read',09:59:45,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
925,16,2,64,100,6997.15,5261.733,11038.273000000001,10838.761,7957.625,2835.781,White LED,25 mA,b'OK Read',09:59:47,2.027313063,0.06353942395521994,1.635158273,0.04311978050023901,0.3921547903333334,0.020802577669421354,35.12187875666667,0.6446769838756936,28.329207043333337,0.3772069314442798,6.792671712666667,0.2738324699645067
