Leaf number,940 nm,led,led current,Read number,gain,integration time,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,565 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,led,led current,saturation check,time
6,41.425,b'White',25 mA,1,64,100,78.25,779.025,2193.275,668.4,1373.7,2694.525,835.65,643.925,1660.975,229,482.75,225.3,1135.375,513.2,144.575,74.175,42.3,41.425,b'White',25 mA,b'OK Read',10:39:27
6,511.575,b'IR',25 mA,1,64,100,37.95,32.075,31.3,38,56.775,29.075,38.95,64,34.375,57.525,86.1,33.525,58.8,79.125,679.025,2157.05,1314.875,511.575,b'IR',25 mA,b'OK Read',10:39:28
6,60.9,b'White',50 mA,1,64,100,116.2,1196.025,3000.9,929.95,1958.375,3857.625,1195.725,920.8,2368.325,323.775,754.125,337.4,1746.025,789.05,210.275,108.425,60.2,60.9,b'White',50 mA,b'OK Read',10:39:30
6,1115.725,b'IR',50 mA,1,64,100,73.5,64.15,64.7,76,113.525,58.15,76.575,128,71.6,113.95,146.125,67.075,113.075,151.825,1290.125,4122.925,2730.65,1115.725,b'IR',50 mA,b'OK Read',10:39:31
6,68.2,b'White',100 mA,1,64,100,132.8,1381.625,3330.625,1039.5,2204.35,4345.475,1346.2,1035.75,2663.3,363.25,874.15,388.75,2053.625,930.2,243.125,122.7,66.725,68.2,b'White',100 mA,b'OK Read',10:39:33
6,2465.3,b'IR',100 mA,1,64,100,135.15,123.725,121.05,138.6,217.6,106.625,143.75,244.25,128.875,214.35,276.6,124.7,208.075,265.15,2207.9,6984.725,5471.05,2465.3,b'IR',100 mA,b'OK Read',10:39:34
6,22.733,b'White',12.5 mA,1,64,150,37.933,358.967,1202.033,363.633,706.4,1387.1,429.917,332.617,862.95,119.583,267.9,114.567,585.033,263.733,75.933,38.05,23.867,22.733,b'White',12.5 mA,b'OK Read',10:39:36
6,235.483,b'IR',12.5 mA,1,64,150,17.383,15.283,15.3,19.367,27.75,14,18.817,30.483,17.183,28.583,46.967,16.767,28.65,38.483,328.55,1042.383,615.133,235.483,b'IR',12.5 mA,b'OK Read',10:39:37
6,42.233,b'White',25 mA,1,64,150,77.467,777.5,2196.767,670.65,1373.7,2694.517,834.767,643.483,1660.983,228.633,504.483,232.617,1216.8,551.7,148.95,76.083,42.317,42.233,b'White',25 mA,b'OK Read',10:39:39
6,514.817,b'IR',25 mA,1,64,150,36.367,32.083,32,38.75,56.767,29.083,38.517,63.567,36.267,57.15,73.067,34.233,58.8,78.4,673.183,2141.833,1315.967,514.817,b'IR',25 mA,b'OK Read',10:39:40
6,61.717,b'White',50 mA,1,64,150,118.567,1208.25,3028.717,941.883,1975.4,3889.933,1205.567,927.35,2388.383,326.4,796.75,352.783,1884.75,858.2,221.95,112.233,60.75,61.717,b'White',50 mA,b'OK Read',10:39:42
6,1123.833,b'IR',50 mA,1,64,150,72.717,65.683,64,74.517,113.533,57.083,77.033,128,68.733,112.817,158.3,67.067,113.083,149.683,1268.95,4066.817,2727.4,1123.833,b'IR',50 mA,b'OK Read',10:39:43
6,69.833,b'White',100 mA,1,64,150,135.95,1391.55,3354.267,1049.183,2218.867,4370.25,1353.35,1040.533,2678.583,365.517,923.733,404.467,2196.867,1000.75,255.55,127.45,68.35,69.833,b'White',100 mA,b'OK Read',10:39:45
6,2491.283,b'IR',100 mA,1,64,150,131.2,122.2,119.65,135.617,215.7,104.467,141.517,241.2,126,212.083,273.117,123.65,203.55,258.033,2133.417,6771.683,5436.35,2491.283,b'IR',100 mA,b'OK Read',10:39:46
6,21.925,b'White',12.5 mA,1,64,200,39.125,358.575,1203.075,364.387,707.663,1387.65,429.25,331.75,863.425,119.575,280.512,117.888,629.888,285.475,78.85,39.95,23.6,21.925,b'White',12.5 mA,b'OK Read',10:39:48
6,236.3,b'IR',12.5 mA,1,64,200,17.788,16.038,15.65,19,27.438,14.537,18.812,30.688,17.188,28.2,46.975,16.762,28.275,38.487,327.463,1040,615.125,236.3,b'IR',12.5 mA,b'OK Read',10:39:49
6,42.625,b'White',25 mA,1,64,200,78.25,775.587,2195.375,670.65,1373.7,2689.675,832.975,641.95,1659.55,228.438,520.575,239.963,1266.55,577.362,153.325,78.463,43.125,42.625,b'White',25 mA,b'OK Read',10:39:51
6,516.45,b'IR',25 mA,1,64,200,36.75,32.075,31.3,38,56.763,29.075,38.962,63.35,35.8,57.538,73.062,34.05,57.675,78.05,666.975,2131.363,1314.875,516.45,b'IR',25 mA,b'OK Read',10:39:52
6,62.125,b'White',50 mA,1,64,200,119.75,1216.65,3049.938,948.962,1987.7,3911.738,1211.838,932.562,2404.125,328.288,819.362,363.075,1937.138,883.15,228.9,115.55,61.837,62.125,b'White',50 mA,b'OK Read',10:39:54
6,1130.338,b'IR',50 mA,1,64,200,72.325,64.15,62.6,73.775,113.525,56.538,76.575,127.35,68.725,112.812,143.512,67.062,111.95,148.613,1251.8,4025.912,2724.95,1130.338,b'IR',50 mA,b'OK Read',10:39:55
6,70.65,b'White',100 mA,1,64,200,138.713,1404.537,3386.963,1060.737,2235.575,4403.637,1362.987,1048.812,2700.525,368.325,945.913,413.375,2242.475,1021.075,261.75,131.25,69.162,70.65,b'White',100 mA,b'OK Read',10:39:57
6,2509.15,b'IR',100 mA,1,64,200,130.412,121.438,117.912,133.012,213.812,103.388,139.725,239.025,124.575,209.825,288.337,122.075,201.287,253.4,2077.575,6622.363,5406.775,2509.15,b'IR',100 mA,b'OK Read',10:39:58
6,22.41,b'White',12.5 mA,1,64,250,38.89,358.35,1203.7,363.94,706.91,1387.32,428.85,331.75,863.71,119.58,264.07,119.04,626.04,283.98,79.73,41.09,24.08,22.41,b'White',12.5 mA,b'OK Read',10:40:00
6,235.81,b'IR',12.5 mA,1,64,250,18.02,15.58,15.03,18.78,27.25,14.22,18.81,30.3,17.18,28.43,46.97,16.77,28.95,38.49,325.93,1037.44,615.13,235.81,b'IR',12.5 mA,b'OK Read',10:40:00
6,42.87,b'White',25 mA,1,64,250,78.72,775.36,2197.88,670.64,1372.94,2688.71,831.9,641.04,1658.69,228.33,546.94,242.68,1250.27,569.66,154.2,77.61,43.61,42.87,b'White',25 mA,b'OK Read',10:40:02
6,517.42,b'IR',25 mA,1,64,250,36.99,32.08,31.72,37.56,56.76,29.08,38.69,63.74,35.51,57.31,72.02,33.95,57.9,77.84,664.12,2123.95,1314.88,517.42,b'IR',25 mA,b'OK Read',10:40:03
6,62.36,b'White',50 mA,1,64,250,120.46,1218.95,3055.99,952.31,1989.03,3920.95,1212.91,933.61,2407.85,328.51,818.32,364.23,1918.82,873.31,228.68,115.27,61.84,62.36,b'White',50 mA,b'OK Read',10:40:05
6,1135.21,b'IR',50 mA,1,64,250,72.08,64.16,62.61,74.22,112.77,56.86,76.31,126.95,68.73,112.36,143,66.64,111.28,147.12,1237.12,3995.67,2723.49,1135.21,b'IR',50 mA,b'OK Read',10:40:06
6,71.13,b'White',100 mA,1,64,250,139.43,1411.41,3400.74,1066.77,2244.09,4420.44,1368.22,1052.21,2712.56,369.57,952.96,417.46,2227.32,1014.44,261.97,131.25,69.65,71.13,b'White',100 mA,b'OK Read',10:40:08
6,2520.84,b'IR',100 mA,1,64,250,128.99,119.15,116.86,132.34,211.92,102.09,138.65,237.71,123.71,208.48,284.95,121.13,199.03,249.76,2032.67,6514.51,5381.88,2520.84,b'IR',100 mA,b'OK Read',10:40:09
6,24.35,b'White',12.5 mA,2,64,50,33.2,284.1,985,295.1,575.2,1198.65,427.25,331.75,1139.8,119.6,297.45,106.9,529.25,230.95,78.85,39.95,22.8,24.35,b'White',12.5 mA,b'OK Read',10:40:28
6,233.85,b'IR',12.5 mA,2,64,50,18.95,13.75,16.7,17.9,26.5,16.15,18.8,31.35,17.2,29.35,36.55,16.75,27.15,38.5,346.1,1107.05,621.65,233.85,b'IR',12.5 mA,b'OK Read',10:40:29
6,43.85,b'White',25 mA,2,64,50,66.4,609.45,1794.7,541,1112.6,2329.45,827.6,642.6,2199.35,227.9,589.75,220.05,1121.8,496.1,153.35,74.2,42.3,43.85,b'White',25 mA,b'OK Read',10:40:31
6,516.45,b'IR',25 mA,2,64,50,37.95,32.1,33.4,40.25,56.75,29.1,40.3,65.3,34.35,58.65,73.05,33.55,58.8,81.25,709.7,2276.9,1334.4,516.45,b'IR',25 mA,b'OK Read',10:40:32
6,53.6,b'White',50 mA,2,64,50,85.35,824.85,2241.3,679.6,1426.7,2998.2,1066.75,825.45,2823.65,291.05,793.25,293.4,1547,684.3,205.9,102.7,52.05,53.6,b'White',50 mA,b'OK Read',10:40:34
6,1115.7,b'IR',50 mA,2,64,50,75.9,64.15,62.6,76,113.55,58.15,77.9,128,68.75,115.05,161.8,67.05,117.6,158.25,1362.4,4405.4,2772.95,1115.7,b'IR',50 mA,b'OK Read',10:40:35
6,63.35,b'White',100 mA,2,64,50,99.6,962.35,2508.4,764.55,1623.45,3405.3,1211.85,937.8,3201.7,329.4,882,341.6,1813.9,808.3,240.95,119.85,61.85,63.35,b'White',100 mA,b'OK Read',10:40:37
6,2460.4,b'IR',100 mA,2,64,50,137.55,123.75,125.2,143.05,223.25,109.85,147.8,248.15,131.75,218.85,302.7,127.85,217.1,282.25,2387.5,7675.2,5594.75,2460.4,b'IR',100 mA,b'OK Read',10:40:38
6,21.925,b'White',12.5 mA,2,64,100,33.2,281.825,982.9,295.075,571.425,1195.4,425.9,331.75,1139.775,119.575,315.75,112.125,576.725,256.6,83.225,42.8,24.4,21.925,b'White',12.5 mA,b'OK Read',10:40:40
6,236.3,b'IR',12.5 mA,2,64,100,18.975,16.05,14.6,17.875,26.5,14.55,18.8,31.35,17.175,28.2,46.975,16.775,29.4,38.5,339.5,1092.8,623.275,236.3,b'IR',12.5 mA,b'OK Read',10:40:41
6,43.85,b'White',25 mA,2,64,100,66.4,607.175,1798.875,540.975,1110.7,2319.75,826.25,641.3,2190.775,227.875,587.125,224.25,1189.65,532.45,162.1,79.9,42.3,43.85,b'White',25 mA,b'OK Read',10:40:43
6,518.875,b'IR',25 mA,2,64,100,37.95,32.075,33.4,38,56.775,29.075,38.95,64,37.225,57.525,83.5,34.575,58.8,79.125,698.725,2251.2,1332.775,518.875,b'IR',25 mA,b'OK Read',10:40:44
6,60.9,b'White',50 mA,2,64,100,99.6,937.125,2468.75,753.35,1587.5,3326.15,1184.975,918.2,3124.375,323.775,874.15,331.125,1816.15,821.125,236.55,116.975,60.2,60.9,b'White',50 mA,b'OK Read',10:40:46
6,1132.775,b'IR',50 mA,2,64,100,73.5,66.45,64.7,76,113.525,58.15,77.925,129.3,71.6,113.95,159.175,68.1,115.35,153.975,1327.375,4305.525,2768.075,1132.775,b'IR',50 mA,b'OK Read',10:40:46
6,53.6,b'White',100 mA,2,64,100,85.375,795.075,2243.375,663.95,1422.9,2904.525,1033.15,800.65,2732.025,291.05,824.575,283.975,1576.4,716.35,212.475,102.725,53.7,53.6,b'White',100 mA,b'OK Read',10:40:48
6,2501.825,b'IR',100 mA,2,64,100,132.8,121.425,121.05,138.6,217.6,106.625,143.75,244.25,128.875,215.475,276.6,124.7,210.35,269.425,2269.225,7292.875,5544.3,2501.825,b'IR',100 mA,b'OK Read',10:40:49
6,22.733,b'White',12.5 mA,2,64,150,33.2,281.067,983.6,295.083,571.433,1194.333,425.45,330.883,1135.967,119.583,304.433,111.067,601.617,272.283,84.7,41.85,23.867,22.733,b'White',12.5 mA,b'OK Read',10:40:51
6,238.733,b'IR',12.5 mA,2,64,150,17.383,15.283,16.7,19.367,27.75,15.083,18.817,30.483,17.183,28.583,34.8,16.767,28.65,38.483,337.317,1088.033,622.717,238.733,b'IR',12.5 mA,b'OK Read',10:40:52
6,42.233,b'White',25 mA,2,64,150,66.4,607.95,1800.267,542.483,1110.067,2320.817,824.917,640.867,2186,227.883,614.083,223.55,1256,573.083,166.467,83.7,42.317,42.233,b'White',25 mA,b'OK Read',10:40:54
6,521.317,b'IR',25 mA,2,64,150,36.367,32.083,32,38.75,56.767,30.15,39.417,64.433,36.267,57.917,73.067,34.233,58.8,79.833,692.167,2235.033,1333.317,521.317,b'IR',25 mA,b'OK Read',10:40:55
6,61.717,b'White',50 mA,2,64,150,101.167,957.75,2488.917,767.517,1599.5,3380.533,1203.783,932.567,3173.05,325.65,965.483,340.2,1967.683,902.4,248.25,123.633,60.75,61.717,b'White',50 mA,b'OK Read',10:40:57
6,1140.083,b'IR',50 mA,2,64,150,72.717,64.15,64,76,113.533,57.083,77.033,128,70.633,113.567,144.383,67.067,113.083,151.117,1304,4243.717,2763.2,1140.083,b'IR',50 mA,b'OK Read',10:40:58
6,66.583,b'White',100 mA,2,64,150,109.083,1032.583,2655.867,813.717,1718.067,3594.85,1279.917,991.783,3371.6,348.967,1017.683,366.75,2154.65,990.783,271.6,133.15,65.1,66.583,b'White',100 mA,b'OK Read',10:41:00
6,2528.633,b'IR',100 mA,2,64,150,131.2,120.667,119.65,137.117,215.7,105.533,141.517,242.067,127.917,212.833,292.25,123.65,205.067,262.3,2194.75,7064.617,5505.783,2528.633,b'IR',100 mA,b'OK Read',10:41:01
6,23.137,b'White',12.5 mA,2,64,200,33.2,280.675,983.95,295.087,571.425,1193.8,424.55,331.1,1134.05,119.013,337.925,113.688,653.625,299.375,87.612,44.225,23.6,23.137,b'White',12.5 mA,b'OK Read',10:41:02
6,238.738,b'IR',12.5 mA,2,64,200,17.788,16.038,15.65,19,27.438,14.537,18.812,30.688,17.188,28.762,35.225,16.762,29.4,39.562,337.312,1085.662,623.263,238.738,b'IR',12.5 mA,b'OK Read',10:41:03
6,42.625,b'White',25 mA,2,64,200,66.4,608.325,1802,542.1,1108.8,2317.325,823.562,640,2182.188,227.875,661.487,229.475,1320.825,606.225,173.037,85.6,43.125,42.625,b'White',25 mA,b'OK Read',10:41:05
6,523.75,b'IR',25 mA,2,64,200,36.75,33.225,32.35,38,56.763,29.887,38.962,64,35.8,57.538,73.062,34.05,58.8,79.125,687.775,2225.525,1334.4,523.75,b'IR',25 mA,b'OK Read',10:41:06
6,68.213,b'White',50 mA,2,64,200,111.45,1051.688,2683.7,824.888,1737.938,3647.625,1297.825,1005.712,3415.037,353.1,1035.938,378.275,2211.938,1020,278.175,136.95,66.725,68.213,b'White',50 mA,b'OK Read',10:41:08
6,1148.6,b'IR',50 mA,2,64,200,72.325,64.15,63.65,74.888,112.588,57.35,76.575,128,70.162,113.375,160.475,67.062,113.088,149.688,1287.937,4202.812,2763.2,1148.6,b'IR',50 mA,b'OK Read',10:41:09
6,77.95,b'White',100 mA,2,64,200,130.412,1225.825,2999.85,928.837,1971.612,4136.288,1471.8,1139.588,3864.65,399.913,1205.55,439.05,2591.9,1194.275,321.987,158.35,75.675,77.95,b'White',100 mA,b'OK Read',10:41:11
6,2546.9,b'IR',100 mA,2,64,200,129.225,120.287,117.912,135.25,212.863,104.2,139.725,239.675,126,210.963,271.375,122.6,202.425,256.6,2134.525,6911.962,5480.012,2546.9,b'IR',100 mA,b'OK Read',10:41:12
6,22.41,b'White',12.5 mA,2,64,250,33.2,281.37,985,295.08,571.43,1194.12,424.01,330.71,1132.91,119.13,344.44,116.1,664.03,304.5,89.37,44.51,24.08,22.41,b'White',12.5 mA,b'OK Read',10:41:14
6,239.71,b'IR',12.5 mA,2,64,250,18.02,15.58,15.86,18.78,27.25,14.86,19.35,30.82,17.18,28.43,48.01,16.77,28.95,39.35,335.57,1081.95,623.59,239.71,b'IR',12.5 mA,b'OK Read',10:41:15
6,42.87,b'White',25 mA,2,64,250,67.34,607.64,1801.37,542.77,1109.56,2314.58,823.3,638.95,2177.61,227.43,663.84,233.46,1315.4,603.88,173.48,85.6,43.61,42.87,b'White',25 mA,b'OK Read',10:41:16
6,525.22,b'IR',25 mA,2,64,250,36.99,32.99,32.55,38.45,56.76,29.72,39.23,63.74,35.51,57.76,84.55,33.95,58.8,78.69,682.52,2216.39,1332.45,525.22,b'IR',25 mA,b'OK Read',10:41:17
6,65.29,b'White',50 mA,2,64,250,106.23,996.24,2586.87,793.15,1664.33,3488.66,1240.32,961.82,3265.84,338.43,982.19,362.14,2085.28,959.7,265.47,131.25,63.79,65.29,b'White',50 mA,b'OK Read',10:41:19
6,1151.77,b'IR',50 mA,2,64,250,72.08,64.16,62.61,74.22,112.77,56.86,76.31,127.48,69.88,112.81,144.04,66.64,112.18,148.83,1273.05,4170.29,2759.94,1151.77,b'IR',50 mA,b'OK Read',10:41:20
6,74.06,b'White',100 mA,2,64,250,122.35,1149.29,2870.68,887.04,1869.44,3918.37,1394.02,1080.94,3665.62,379.5,1174.24,415.37,2411.87,1109.39,302.27,148.37,71.6,74.06,b'White',100 mA,b'OK Read',10:41:22
6,2559.82,b'IR',100 mA,2,64,250,128.99,120.06,116.86,133.23,211.16,102.74,139.19,238.76,124.86,208.93,287.04,121.13,200.84,253.18,2088.74,6795.27,5446.98,2559.82,b'IR',100 mA,b'OK Read',10:41:24
6,24.35,b'White',12.5 mA,3,64,50,33.2,297.85,1047.6,312.95,628.2,1230.95,438,347.45,1030.95,128.6,313.15,106.9,511.15,230.95,78.85,39.95,22.8,24.35,b'White',12.5 mA,b'OK Read',10:41:32
6,238.75,b'IR',12.5 mA,3,64,50,18.95,18.35,16.7,17.9,26.5,16.15,18.8,31.35,17.2,29.35,52.2,16.75,27.15,38.5,332.95,1061.4,624.9,238.75,b'IR',12.5 mA,b'OK Read',10:41:33
6,43.85,b'White',25 mA,3,64,50,71.15,646.15,1903.2,576.75,1210.95,2394.05,849.1,673.95,1993.2,245.95,621.05,220.05,1076.55,487.55,148.95,74.2,45.55,43.85,b'White',25 mA,b'OK Read',10:41:35
6,516.45,b'IR',25 mA,3,64,50,37.95,32.1,33.4,40.25,56.75,29.1,40.3,65.3,34.35,58.65,73.05,33.55,58.8,81.25,679,2185.6,1337.65,516.45,b'IR',25 mA,b'OK Read',10:41:36
6,68.2,b'White',50 mA,3,64,50,113.8,1067.7,2742.15,845,1831.6,3637.95,1289.75,1018.75,3006.95,367.75,944.6,352.1,1786.75,812.6,236.55,119.85,65.1,68.2,b'White',50 mA,b'OK Read',10:41:38
6,1125.45,b'IR',50 mA,3,64,50,75.9,68.75,66.8,76,117.3,58.15,77.9,130.6,68.75,115.05,146.15,69.15,113.1,153.95,1305.45,4234.2,2782.7,1125.45,b'IR',50 mA,b'OK Read',10:41:39
6,77.95,b'White',100 mA,3,64,50,128.05,1251,3067.7,952.3,2085.15,4135.5,1467.1,1159.85,3419.35,417.4,1158.6,410.75,2126,970.8,276,142.65,74.85,77.95,b'White',100 mA,b'OK Read',10:41:41
6,2475.05,b'IR',100 mA,3,64,50,142.25,128.3,125.2,143.05,223.25,109.85,147.8,248.15,131.75,218.85,281.8,127.85,212.6,278,2282.35,7367.05,5607.75,2475.05,b'IR',100 mA,b'OK Read',10:41:42
6,24.35,b'White',12.5 mA,3,64,100,35.575,297.875,1041.35,312.975,622.525,1227.725,436.65,346.125,1030.95,128.6,336.625,114.225,560.9,256.6,81.05,42.8,24.4,24.35,b'White',12.5 mA,b'OK Read',10:41:44
6,238.725,b'IR',12.5 mA,3,64,100,18.975,16.05,16.7,20.125,28.375,14.55,18.8,31.35,17.175,29.325,49.575,16.775,29.4,38.5,326.375,1050,624.9,238.725,b'IR',12.5 mA,b'OK Read',10:41:45
6,43.85,b'White',25 mA,3,64,100,71.125,643.85,1901.125,576.75,1207.2,2387.6,846.4,671.35,1987.45,244.8,652.35,226.325,1162.5,532.45,157.7,79.9,45.575,43.85,b'White',25 mA,b'OK Read',10:41:47
6,521.325,b'IR',25 mA,3,64,100,37.95,34.375,33.4,38,56.775,29.075,38.95,64,34.375,57.525,73.075,34.575,58.8,79.125,668.075,2162.75,1336.025,521.325,b'IR',25 mA,b'OK Read',10:41:48
6,68.2,b'White',50 mA,3,64,100,111.45,1060.85,2733.775,842.775,1818.35,3608.85,1279.025,1012.25,2989.775,365.5,1030.725,356.275,1902.075,878.875,245.325,125.55,65.1,68.2,b'White',50 mA,b'OK Read',10:41:49
6,1137.65,b'IR',50 mA,3,64,100,73.5,66.45,64.7,76,115.425,58.15,77.925,129.3,68.725,113.95,161.775,68.1,113.075,151.825,1272.6,4137.2,2776.225,1137.65,b'IR',50 mA,b'OK Read',10:41:50
6,77.95,b'White',100 mA,3,64,100,130.425,1241.85,3061.425,950.075,2068.125,4104.775,1455,1150.7,3393.55,415.15,1202.95,411.8,2270.75,1052.075,284.75,145.525,74.85,77.95,b'White',100 mA,b'OK Read',10:41:52
6,2511.575,b'IR',100 mA,3,64,100,135.15,123.725,121.05,138.6,219.5,106.625,143.75,244.25,128.875,215.475,297.475,125.75,205.825,267.3,2179.425,7007.55,5554.05,2511.575,b'IR',100 mA,b'OK Read',10:41:53
6,24.367,b'White',12.5 mA,3,64,150,34.783,297.867,1042.033,314.45,620.617,1226.65,435.3,346.55,1030.95,127.85,347.917,113.867,610.65,280.833,83.233,43.75,24.95,24.367,b'White',12.5 mA,b'OK Read',10:41:55
6,238.733,b'IR',12.5 mA,3,64,150,18.967,16.8,16.7,19.367,27.75,14,18.817,31.35,17.183,28.583,34.8,16.767,28.65,38.483,324.183,1046.183,624.9,238.733,b'IR',12.5 mA,b'OK Read',10:41:56
6,45.467,b'White',25 mA,3,64,150,69.55,644.6,1906,578.25,1207.183,2384.367,844.617,669.6,1985.55,244.433,655.833,229.833,1269.567,587.333,165,83.7,44.483,45.467,b'White',25 mA,b'OK Read',10:41:58
6,522.95,b'IR',25 mA,3,64,150,37.933,33.6,32,38.75,56.767,30.15,39.417,64.433,34.367,57.917,73.067,34.233,58.8,78.4,662.95,2149.433,1336.567,522.95,b'IR',25 mA,b'OK Read',10:41:59
6,64.967,b'White',50 mA,3,64,150,107.5,1011.2,2648.917,815.2,1749.6,3467.767,1228.85,972.617,2873.317,351.967,986.367,347.183,1963.15,908.1,246.783,125.55,62.917,64.967,b'White',50 mA,b'OK Read',10:42:01
6,1144.95,b'IR',50 mA,3,64,150,74.3,65.683,64,76,113.533,57.083,77.033,128,68.733,113.567,160.05,67.767,111.583,151.117,1252.9,4082.033,2770.783,1144.95,b'IR',50 mA,b'OK Read',10:42:02
6,73.083,b'White',100 mA,3,64,150,121.717,1157.85,2921.6,904.617,1953.95,3872.7,1372.167,1085.817,3203.6,391.833,1123.8,394,2266.217,1047.8,280.367,140.767,70.517,73.083,b'White',100 mA,b'OK Read',10:42:04
6,2535.133,b'IR',100 mA,3,64,150,134.367,123.733,119.65,137.117,215.7,105.533,141.517,242.067,124.1,212.833,292.25,123.65,202.05,259.45,2105.683,6783.1,5517.717,2535.133,b'IR',100 mA,b'OK Read',10:42:05
6,23.137,b'White',12.5 mA,3,64,200,35.562,297.863,1043.425,314.087,621.575,1227.725,435.3,346.125,1029.525,128.037,335.312,116.838,652.5,299.375,86.525,44.225,25.225,23.137,b'White',12.5 mA,b'OK Read',10:42:07
6,239.95,b'IR',12.5 mA,3,64,200,17.788,16.038,15.65,19,27.438,14.537,19.475,30.688,17.188,28.762,35.225,16.762,28.275,38.487,323.075,1042.862,624.888,239.95,b'IR',12.5 mA,b'OK Read',10:42:08
6,45.062,b'White',25 mA,3,64,200,71.138,644.987,1907.388,577.875,1207.188,2382.75,844.388,669.388,1983.162,244.8,664.1,234.725,1312.912,604.087,168.662,85.6,44.75,45.062,b'White',25 mA,b'OK Read',10:42:10
6,524.975,b'IR',25 mA,3,64,200,37.938,33.225,32.35,39.125,56.763,29.887,38.962,64,34.362,57.538,87.412,34.05,57.675,78.05,659.3,2139.925,1336.037,524.975,b'IR',25 mA,b'OK Read',10:42:11
6,70.65,b'White',50 mA,3,64,200,118.562,1114.7,2844.387,879.663,1892.15,3746.162,1329.4,1051.425,3102.887,380.175,1123.362,385.087,2181.4,1007.175,272.7,136.95,69.162,70.65,b'White',50 mA,b'OK Read',10:42:13
6,1151.037,b'IR',50 mA,3,64,200,73.513,65.3,63.65,74.888,113.525,57.35,77.25,128,68.725,113.375,160.475,67.062,110.825,148.613,1236.463,4041.613,2767.262,1151.037,b'IR',50 mA,b'OK Read',10:42:14
6,80.388,b'White',100 mA,3,64,200,136.35,1292.263,3166.8,985.85,2134.338,4230.788,1498,1185.3,3499.525,427.55,1249.912,443.238,2535.363,1171.825,313.225,156.925,77.3,80.388,b'White',100 mA,b'OK Read',10:42:16
6,2553,b'IR',100 mA,3,64,200,131.6,122.588,117.912,135.25,213.812,104.2,140.4,239.675,123.138,210.963,272.688,122.6,199.025,255.537,2048,6639.475,5487.337,2553,b'IR',100 mA,b'OK Read',10:42:17
6,24.36,b'White',12.5 mA,3,64,250,35.09,297.86,1044.26,314.76,621.38,1228.37,434.76,345.86,1030.96,128.15,337.14,118.62,653.18,300.23,87.61,44.51,25.39,24.36,b'White',12.5 mA,b'OK Read',10:42:18
6,240.68,b'IR',12.5 mA,3,64,250,18.02,16.5,15.86,18.78,27.25,14.86,19.35,30.82,17.18,28.88,35.49,17.18,28.95,38.49,321.55,1040.86,624.89,240.68,b'IR',12.5 mA,b'OK Read',10:42:19
6,44.82,b'White',25 mA,3,64,250,71.14,644.3,1910.72,579.44,1207.95,2381.13,843.18,668.73,1979.43,244.58,694.11,236.81,1291.88,595.32,169.97,85.6,44.91,44.82,b'White',25 mA,b'OK Read',10:42:21
6,526.19,b'IR',25 mA,3,64,250,37.94,32.99,32.55,38.45,56.76,29.72,39.23,64.26,34.37,57.76,73.06,34.37,56.99,77.84,654.48,2130.8,1335.71,526.19,b'IR',25 mA,b'OK Read',10:42:22
6,71.13,b'White',50 mA,3,64,250,118.56,1118.13,2853.98,883.46,1895.93,3756.18,1331.14,1053.25,3106.61,380.85,1119.96,386.87,2156.75,994.77,271.61,135.81,69,71.13,b'White',50 mA,b'OK Read',10:42:24
6,1155.67,b'IR',50 mA,3,64,250,73.03,65.07,63.44,75.11,113.53,56.86,76.85,127.48,68.73,112.81,157.61,67.06,110.37,147.98,1222.23,4010.51,2764.5,1155.67,b'IR',50 mA,b'OK Read',10:42:25
6,80.88,b'White',100 mA,3,64,250,138.48,1300.52,3182.87,992.55,2141.91,4249.2,1505.26,1190.66,3508.69,429.14,1248.35,445.97,2519.53,1164.98,312.79,156.36,78.11,80.88,b'White',100 mA,b'OK Read',10:42:27
6,2565.66,b'IR',100 mA,3,64,250,130.89,120.98,117.7,135.02,211.92,102.74,139.72,238.76,122.57,208.93,288.08,121.55,197.22,251.47,2005.51,6531.63,5462.6,2565.66,b'IR',100 mA,b'OK Read',10:42:29
7,24.35,b'White',12.5 mA,1,64,50,37.95,316.2,1122.75,321.9,737.95,1709.1,607.25,480.65,1260.05,148.9,307.9,136.2,574.45,239.5,78.85,39.95,26.05,24.35,b'White',12.5 mA,b'OK Read',10:43:44
7,224.1,b'IR',12.5 mA,1,64,50,18.95,13.75,16.7,17.9,26.5,12.9,18.8,28.75,17.2,29.35,46.95,16.75,27.15,38.5,324.2,1027.15,585.85,224.1,b'IR',12.5 mA,b'OK Read',10:43:46
7,53.6,b'White',25 mA,1,64,50,75.9,682.8,2053.45,590.15,1430.45,3318.05,1182.3,932.55,2422.75,288.8,631.5,282.9,1253,534.6,162.1,79.9,48.8,53.6,b'White',25 mA,b'OK Read',10:43:48
7,487.2,b'IR',25 mA,1,64,50,33.2,32.1,29.2,35.75,53,29.1,37.6,62.7,34.35,58.65,73.05,33.55,54.3,77,661.5,2122.8,1256.3,487.2,b'IR',25 mA,b'OK Read',10:43:49
7,77.95,b'White',50 mA,1,64,50,118.55,1095.2,2888.2,849.5,2107.85,4920.55,1749.25,1381.85,3574,421.9,965.5,448.5,2040.05,876.75,249.7,125.55,74.85,77.95,b'White',50 mA,b'OK Read',10:43:51
