Leaf number,940 nm,led,led current,Read number,gain,integration time,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,565 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,led,led current,saturation check,time
3,1157.125,b'IR',50 mA,2,64,100,75.875,66.45,64.7,78.25,119.2,59.775,79.275,131.925,71.6,116.2,146.125,69.15,115.35,156.1,1358.025,4356.9,2903.15,1157.125,b'IR',50 mA,b'OK Read',10:23:17
3,104.75,b'White',100 mA,2,64,100,170.725,1878.825,4605.7,1370.35,3123.925,6064.3,1761.325,1498.125,4269.875,552.775,1210.775,493.55,2426.8,1086.3,315.425,154.075,100.9,104.75,b'White',100 mA,b'OK Read',10:23:19
3,2567.6,b'IR',100 mA,2,64,100,139.9,126.025,123.125,145.3,227.05,108.225,147.775,250.775,131.725,217.725,297.475,128.875,208.075,271.575,2323.975,7381.325,5820.925,2567.6,b'IR',100 mA,b'OK Read',10:23:20
3,30.85,b'White',12.5 mA,2,64,150,42.683,430.75,1520.617,436.667,903.183,1747.883,507.85,434.5,1252.417,164.7,354.883,133.433,628.75,280.833,90.533,43.75,31.467,30.85,b'White',12.5 mA,b'OK Read',10:23:22
3,243.6,b'IR',12.5 mA,2,64,150,18.967,16.8,16.7,19.367,29.017,15.083,19.7,31.35,17.183,29.333,34.8,17.467,28.65,39.917,346.083,1099.45,653.1,243.6,b'IR',12.5 mA,b'OK Read',10:23:23
3,58.467,b'White',25 mA,2,64,150,86.95,931.783,2781.083,801.8,1754.65,3396.7,985.233,839.4,2415.117,314.367,697.583,264.067,1274.083,571.65,175.233,85.6,58.583,58.467,b'White',25 mA,b'OK Read',10:23:25
3,532.683,b'IR',25 mA,2,64,150,37.933,33.6,33.383,40.233,59.283,30.15,40.3,65.3,36.267,58.667,73.067,34.933,58.8,79.833,708.217,2259.767,1398.417,532.683,b'IR',25 mA,b'OK Read',10:23:26
3,94.2,b'White',50 mA,2,64,150,148.6,1635.95,4182.067,1233.983,2783.983,5417.05,1571.9,1337.467,3829.817,494.117,1137.717,442.2,2180.283,982.233,286.217,138.85,91.133,94.2,b'White',50 mA,b'OK Read',10:23:27
3,1167.683,b'IR',50 mA,2,64,150,75.883,67.217,65.383,78.983,118.567,59.233,78.817,130.617,70.633,115.067,160.05,69.15,113.083,152.533,1336.133,4289.367,2899.883,1167.683,b'IR',50 mA,b'OK Read',10:23:28
3,107.183,b'White',100 mA,2,64,150,173.883,1906.317,4666.217,1387.483,3154.833,6140.75,1781.483,1514.217,4326.2,558.05,1262.967,512.05,2555.717,1156.15,330.017,161.683,103.067,107.183,b'White',100 mA,b'OK Read',10:23:30
3,2596.85,b'IR',100 mA,2,64,150,135.95,125.25,121.033,141.583,224.533,106.617,146,248.167,129.817,215.1,276.6,127.133,205.067,263.733,2241.483,7144.5,5787.85,2596.85,b'IR',100 mA,b'OK Read',10:23:31
3,31.675,b'White',12.5 mA,2,64,200,43.862,429.613,1523.4,435.925,902.55,1749.5,507.175,433.625,1254.325,164.137,365.325,135.175,649.112,291.887,92,45.65,31.738,31.675,b'White',12.5 mA,b'OK Read',10:23:33
3,244.825,b'IR',12.5 mA,2,64,200,18.975,16.038,15.65,20.125,28.387,14.537,19.475,31.35,17.188,29.325,35.225,17.288,29.4,39.562,343.887,1095.638,654.188,244.825,b'IR',12.5 mA,b'OK Read',10:23:34
3,59.688,b'White',25 mA,2,64,200,87.737,930.25,2778.65,801.425,1753.075,3394.812,984.112,839.175,2412.725,314.175,700.625,266.675,1293.688,582.7,178.512,85.6,58.587,59.688,b'White',25 mA,b'OK Read',10:23:36
3,535.938,b'IR',25 mA,2,64,200,37.938,34.375,33.388,40.237,58.663,29.887,39.638,65.3,35.8,58.663,73.062,35.1,58.8,80.188,703.112,2249.775,1398.688,535.938,b'IR',25 mA,b'OK Read',10:23:37
3,93.787,b'White',50 mA,2,64,200,149.387,1626.787,4172.663,1231.75,2771.05,5393.887,1564.513,1330.938,3810.238,491.3,1132.487,438.525,2176.887,984.725,286.938,139.812,90.312,93.787,b'White',50 mA,b'OK Read',10:23:40
3,1175.4,b'IR',50 mA,2,64,200,74.688,66.45,64.688,78.237,117.312,58.15,78.6,130.613,70.162,114.5,146.125,69.162,113.088,150.75,1316.412,4248.475,2898.262,1175.4,b'IR',50 mA,b'OK Read',10:23:41
3,107.188,b'White',100 mA,2,64,200,173.1,1898.3,4667.25,1386,3141.912,6120.025,1774.763,1509.213,4317.125,556.163,1313.85,504.538,2544.412,1153.65,330.75,161.213,102.525,107.188,b'White',100 mA,b'OK Read',10:23:43
3,2616.338,b'IR',100 mA,2,64,200,135.162,123.725,120,140.838,221.387,105,144.425,245.55,127.438,213.213,292.25,125.737,202.425,258.738,2182.713,6986.15,5755.025,2616.338,b'IR',100 mA,b'OK Read',10:23:44
3,31.18,b'White',12.5 mA,2,64,250,43.63,428.92,1521.74,434.58,899.91,1747.24,506.23,432.59,1252.04,164.25,342.36,134.13,642.32,288.25,92,44.51,31.9,31.18,b'White',12.5 mA,b'OK Read',10:23:47
3,244.58,b'IR',12.5 mA,2,64,250,18.97,16.5,16.69,19.67,28.76,14.86,19.35,31.35,18.33,29.33,46.97,17.18,28.95,39.35,342.57,1094.5,654.18,244.58,b'IR',12.5 mA,b'OK Read',10:23:48
3,59.44,b'White',25 mA,2,64,250,87.26,928.42,2778.86,800.3,1749.86,3390.45,982.37,837.48,2411.29,313.62,666.97,266.57,1281.93,577.36,176.98,85.6,57.93,59.44,b'White',25 mA,b'OK Read',10:23:50
3,536.91,b'IR',25 mA,2,64,250,37.94,33.91,32.55,40.24,59.04,30.37,39.77,65.31,36.66,58.66,85.59,34.79,57.9,78.69,698.29,2240.36,1396.89,536.91,b'IR',25 mA,b'OK Read',10:23:51
3,89.65,b'White',50 mA,2,64,250,141.32,1540.64,4015.95,1181.23,2647.49,5162.89,1495.59,1272.68,3647.29,470.2,1077.17,414.53,2067.19,931.47,272.48,133.53,86.57,89.65,b'White',50 mA,b'OK Read',10:23:53
3,1180.03,b'IR',50 mA,2,64,250,74.93,66.9,64.28,77.79,117.31,58.16,78.46,130.09,69.88,114.17,159.7,68.74,112.18,149.69,1301.96,4214.8,2895.33,1180.03,b'IR',50 mA,b'OK Read',10:23:55
3,101.34,b'White',100 mA,2,64,250,163.14,1783.51,4466.71,1322.51,2982.78,5815.52,1685.83,1433.59,4106.64,528.41,1242.09,472.37,2400.11,1084.58,312.79,151.79,96.99,101.34,b'White',100 mA,b'OK Read',10:23:57
3,2629.97,b'IR',100 mA,2,64,250,132.79,123.73,118.53,139.49,220.25,104.68,143.49,243.98,126.01,211.63,288.08,124.9,199.93,254.89,2135.18,6869.45,5730.78,2629.97,b'IR',100 mA,b'OK Read',10:23:58
3,24.35,b'White',12.5 mA,3,64,50,37.95,380.35,1385.65,362.15,787.15,1583.1,464.85,370.95,1225.7,133.1,307.9,109,533.75,239.5,78.85,39.95,26.05,24.35,b'White',12.5 mA,b'OK Read',10:24:15
3,238.75,b'IR',12.5 mA,3,64,50,18.95,18.35,16.7,17.9,26.5,16.15,18.8,31.35,17.2,29.35,46.95,16.75,31.65,42.75,363.6,1152.7,650.95,238.75,b'IR',12.5 mA,b'OK Read',10:24:16
3,48.7,b'White',25 mA,3,64,50,75.9,824.85,2529.25,666.15,1528.85,3072.55,900.15,721,2354,254.95,589.75,215.85,1081.1,483.25,157.7,74.2,45.55,48.7,b'White',25 mA,b'OK Read',10:24:18
3,526.2,b'IR',25 mA,3,64,50,37.95,32.1,33.4,40.25,60.55,29.1,40.3,65.3,34.35,58.65,88.7,35.65,58.8,81.25,744.75,2379.6,1393,526.2,b'IR',25 mA,b'OK Read',10:24:19
3,73.1,b'White',50 mA,3,64,50,128.05,1461.8,3818.95,1028.3,2452.2,4939.95,1445.6,1154.6,3757.25,403.85,981.15,360.45,1872.7,842.5,254.1,125.55,74.85,73.1,b'White',50 mA,b'OK Read',10:24:21
3,1144.95,b'IR',50 mA,3,64,50,75.9,68.75,66.8,80.5,121.1,61.4,80.6,133.2,74.45,115.05,167,69.15,122.15,162.5,1432.5,4593.7,2896.65,1144.95,b'IR',50 mA,b'OK Read',10:24:22
3,87.7,b'White',100 mA,3,64,50,151.75,1709.3,4278.05,1158,2789.05,5624.9,1644.45,1311.35,4272.75,458,1142.95,414.95,2221,1000.75,297.9,148.35,84.6,87.7,b'White',100 mA,b'OK Read',10:24:24
3,2523.75,b'IR',100 mA,3,64,50,142.25,128.3,125.2,147.55,230.85,113.1,150.45,253.4,137.45,221.1,313.15,129.95,221.65,290.8,2510.15,8006.2,5842.1,2523.75,b'IR',100 mA,b'OK Read',10:24:25
3,24.35,b'White',12.5 mA,3,64,100,37.95,380.35,1387.75,362.15,785.25,1576.65,462.175,370.925,1219.975,133.125,315.75,110.025,565.425,254.475,83.225,42.8,26.025,24.35,b'White',12.5 mA,b'OK Read',10:24:27
3,243.6,b'IR',12.5 mA,3,64,100,18.975,16.05,16.7,20.125,28.375,14.55,18.8,31.35,17.175,29.325,46.975,16.775,29.4,40.625,357.025,1138.45,650.925,243.6,b'IR',12.5 mA,b'OK Read',10:24:28
3,46.275,b'White',25 mA,3,64,100,75.875,824.85,2533.45,666.175,1526.975,3066.075,897.45,718.375,2351.15,253.825,584.5,217.95,1158,519.625,162.1,79.9,47.2,46.275,b'White',25 mA,b'OK Read',10:24:30
3,531.05,b'IR',25 mA,3,64,100,37.95,34.375,33.4,40.25,58.65,30.7,40.3,65.3,37.225,58.65,88.725,34.575,61.075,81.25,735.975,2348.225,1391.35,531.05,b'IR',25 mA,b'OK Read',10:24:31
3,75.525,b'White',50 mA,3,64,100,132.8,1496.2,3900.325,1048.45,2495.75,5032.025,1472.475,1175.5,3826,410.625,1046.375,372,2062.675,934.475,271.6,134.1,76.475,75.525,b'White',50 mA,b'OK Read',10:24:33
3,1162,b'IR',50 mA,3,64,100,75.875,66.45,64.7,78.25,119.2,59.775,79.275,131.925,71.6,115.075,148.725,69.15,117.6,158.25,1397.45,4491,2890.125,1162,b'IR',50 mA,b'OK Read',10:24:34
3,87.7,b'White',100 mA,3,64,100,156.5,1752.8,4365.7,1184.8,2838.225,5726.675,1675.35,1337.475,4344.325,465.9,1223.825,431.725,2460.725,1118.375,317.6,156.925,86.25,87.7,b'White',100 mA,b'OK Read',10:24:36
3,2572.475,b'IR',100 mA,3,64,100,137.525,126.025,123.125,143.075,225.175,109.85,146.45,250.775,134.6,216.6,300.075,127.85,214.85,275.85,2385.325,7601.025,5790.025,2572.475,b'IR',100 mA,b'OK Read',10:24:37
3,24.367,b'White',12.5 mA,3,64,150,37.933,380.35,1387.067,362.15,784.617,1574.5,461.267,370.067,1218.05,132.367,307.917,111.067,612.167,276.567,86.15,43.75,26.033,24.367,b'White',12.5 mA,b'OK Read',10:24:39
3,243.6,b'IR',12.5 mA,3,64,150,18.967,16.8,16.7,19.367,27.75,15.083,19.7,31.35,19.1,28.583,36.533,16.767,30.15,39.917,356.3,1133.683,649.85,243.6,b'IR',12.5 mA,b'OK Read',10:24:40
3,47.1,b'White',25 mA,3,64,150,75.883,823.317,2534.833,666.167,1526.333,3061.767,895.667,716.617,2342.567,254.2,615.817,222.15,1252.983,568.8,169.383,83.7,47.733,47.1,b'White',25 mA,b'OK Read',10:24:42
3,534.317,b'IR',25 mA,3,64,150,37.933,33.6,33.383,40.233,59.283,30.15,39.417,65.3,36.267,57.917,93.933,34.933,60.317,81.25,728.667,2330.15,1391.9,534.317,b'IR',25 mA,b'OK Read',10:24:43
3,77.95,b'White',50 mA,3,64,150,134.367,1500,3914.933,1055.15,2497.633,5040.117,1474.267,1177.25,3829.817,411.383,1048.983,380.717,2199.883,1005.033,286.217,140.767,75.95,77.95,b'White',50 mA,b'OK Read',10:24:45
3,1170.933,b'IR',50 mA,3,64,150,74.3,67.217,65.383,77.5,117.317,59.233,78.817,130.617,70.633,114.317,163.517,68.467,116.1,155.383,1374.1,4426.317,2886.867,1170.933,b'IR',50 mA,b'OK Read',10:24:46
3,87.7,b'White',100 mA,3,64,150,158.083,1758.15,4389.35,1193.75,2843.267,5739.05,1678.483,1339.2,4351.017,467.033,1264.7,444.283,2599.45,1188.933,331.483,161.683,86.783,87.7,b'White',100 mA,b'OK Read',10:24:48
3,2598.467,b'IR',100 mA,3,64,150,135.95,125.25,121.033,140.083,223.267,107.7,144.2,247.283,129.817,214.35,278.333,125.75,211.083,268.017,2302.817,7361.35,5753.133,2598.467,b'IR',100 mA,b'OK Read',10:24:49
3,24.363,b'White',12.5 mA,3,64,200,37.938,379.2,1387.763,362.15,784.3,1574.225,460.825,370.288,1215.662,133.113,315.738,113.688,638.925,289.75,88.713,44.225,26.038,24.363,b'White',12.5 mA,b'OK Read',10:24:51
3,244.825,b'IR',12.5 mA,3,64,200,18.975,16.038,16.7,19,28.387,15.35,19.475,31.35,17.188,28.762,46.975,16.762,30.538,40.625,353.75,1129.888,650.925,244.825,b'IR',12.5 mA,b'OK Read',10:24:52
3,47.5,b'White',25 mA,3,64,200,77.062,821.413,2534.488,667.288,1525.075,3057.988,894.775,716.4,2342.562,253.825,652.35,226.338,1274.463,579.5,171.95,84.175,48,47.5,b'White',25 mA,b'OK Read',10:24:54
3,535.938,b'IR',25 mA,3,64,200,37.938,33.225,33.388,39.125,58.663,30.688,39.638,65.3,37.225,58.1,87.412,34.575,59.938,80.188,721.725,2318.25,1389.737,535.938,b'IR',25 mA,b'OK Read',10:24:55
3,77.95,b'White',50 mA,3,64,200,136.35,1501.912,3924.338,1059.612,2500.475,5043.35,1475.838,1178.775,3833.15,411.762,1051.6,388.75,2227.775,1014.663,289.125,141.238,76.487,77.95,b'White',50 mA,b'OK Read',10:24:57
3,1176.625,b'IR',50 mA,3,64,200,74.688,66.45,64.688,77.125,117.312,58.962,77.925,130.613,71.6,113.938,146.125,68.112,116.475,153.963,1352.562,4378.288,2882.8,1176.625,b'IR',50 mA,b'OK Read',10:24:58
3,88.912,b'White',100 mA,3,64,200,158.875,1761.975,4400.137,1199.338,2846.738,5739.587,1681.388,1342.037,4355.788,467.6,1272.1,453.725,2629.225,1198.562,335.125,164.062,87.875,88.912,b'White',100 mA,b'OK Read',10:25:00
3,2616.338,b'IR',100 mA,3,64,200,133.975,123.725,120,139.713,220.438,106.612,143.088,245.55,128.875,212.088,275.3,124.7,208.075,263.025,2239.662,7197.288,5721.663,2616.338,b'IR',100 mA,b'OK Read',10:25:01
3,24.36,b'White',12.5 mA,3,64,250,37.94,379.43,1387.34,362.15,784.11,1574.07,460.55,369.89,1215.38,132.67,336.09,115.26,634.18,287.4,89.37,44.51,26.69,24.36,b'White',12.5 mA,b'OK Read',10:25:02
3,244.58,b'IR',12.5 mA,3,64,250,18.97,16.5,15.86,19.67,28,14.86,19.35,31.35,18.33,28.88,48.01,17.18,29.85,39.35,352.21,1127.6,650.28,244.58,b'IR',12.5 mA,b'OK Read',10:25:03
3,46.77,b'White',25 mA,3,64,250,76.83,821.19,2534.28,667.07,1523.56,3055.08,894.23,715.75,2339.12,253.6,614.78,227.59,1254.79,568.81,171.73,83.31,47.52,46.77,b'White',25 mA,b'OK Read',10:25:05
3,537.88,b'IR',25 mA,3,64,250,37.94,33.91,32.55,39.34,58.28,30.37,39.77,64.78,36.66,57.76,86.63,34.37,59.71,80.4,717.57,2308.84,1390.38,537.88,b'IR',25 mA,b'OK Read',10:25:06
3,77.95,b'White',50 mA,3,64,250,135.63,1500.31,3927.46,1062.3,2497.64,5038.18,1474.63,1177.59,3828.28,411.09,1087.61,389.8,2215.56,1006.75,287.38,140.38,76.81,77.95,b'White',50 mA,b'OK Read',10:25:08
3,1181.98,b'IR',50 mA,3,64,250,73.98,65.99,64.28,76.9,116.56,58.16,77.92,130.09,71.02,113.71,146.13,67.9,114.89,152.25,1337,4346.05,2881.01,1181.98,b'IR',50 mA,b'OK Read',10:25:09
3,89.65,b'White',100 mA,3,64,250,159.35,1759.68,4404.1,1201.79,2843.52,5730.87,1678.84,1340.07,4356.36,467.04,1222.25,456.03,2617.23,1194.07,333.81,163.21,87.88,89.65,b'White',100 mA,b'OK Read',10:25:11
3,2632.9,b'IR',100 mA,3,64,250,132.79,122.81,119.37,138.6,219.49,105.33,141.87,243.98,127.15,210.73,273.47,123.65,205.36,259.17,2190.37,7081.73,5696.28,2632.9,b'IR',100 mA,b'OK Read',10:25:12
4,24.35,b'White',12.5 mA,1,64,50,42.7,394.1,1431.6,375.55,904.45,2006.35,575,457.15,1483.45,144.4,334,129.95,610.65,252.35,87.6,39.95,26.05,24.35,b'White',12.5 mA,b'OK Read',10:28:06
4,224.1,b'IR',12.5 mA,1,64,50,18.95,13.75,16.7,17.9,26.5,12.9,18.8,28.75,17.2,29.35,36.55,16.75,27.15,38.5,337.3,1089.95,595.6,224.1,b'IR',12.5 mA,b'OK Read',10:28:07
4,53.6,b'White',25 mA,1,64,50,85.35,847.75,2616.9,693,1759.7,3906.1,1120.5,885.55,2863.75,275.25,715,278.75,1420.35,594.45,175.25,91.3,48.8,53.6,b'White',25 mA,b'OK Read',10:28:09
4,487.2,b'IR',25 mA,1,64,50,33.2,32.1,29.2,35.75,53,29.1,37.6,62.7,34.35,58.65,83.5,33.55,58.8,77,687.8,2248.35,1272.55,487.2,b'IR',25 mA,b'OK Read',10:28:10
4,82.85,b'White',50 mA,1,64,50,137.55,1429.75,3823.1,1032.8,2705.75,6038.45,1727.75,1363.6,4398.75,419.65,1242.1,469.45,2420,1026.4,284.75,148.35,74.85,82.85,b'White',50 mA,b'OK Read',10:28:12
4,1052.4,b'IR',50 mA,1,64,50,71.15,64.15,62.6,71.55,109.75,54.9,75.25,125.4,68.75,112.8,161.8,67.05,113.1,153.95,1327.35,4348.35,2652.55,1052.4,b'IR',50 mA,b'OK Read',10:28:13
4,92.55,b'White',100 mA,1,64,50,161.25,1663.45,4265.55,1158,3069.05,6842.9,1958.8,1546.45,4977.2,476.05,1383,542.8,2768.3,1176.1,328.55,165.5,87.9,92.55,b'White',100 mA,b'OK Read',10:28:15
4,2319.15,b'IR',100 mA,1,64,50,128.05,119.15,116.85,134.15,211.9,103.4,142.4,240.35,131.75,216.6,281.8,123.65,208.1,273.7,2321.8,7578.2,5344.15,2319.15,b'IR',100 mA,b'OK Read',10:28:16
4,26.8,b'White',12.5 mA,1,64,100,42.675,391.8,1433.675,373.325,900.65,2001.5,573.675,455.825,1483.425,144.4,396.625,140.4,678.5,284.4,94.175,45.65,27.675,26.8,b'White',12.5 mA,b'OK Read',10:28:18
4,224.125,b'IR',12.5 mA,1,64,100,16.6,16.05,14.6,17.875,26.5,14.55,18.8,30.05,17.175,28.2,46.975,15.725,27.15,38.5,330.75,1075.675,595.6,224.125,b'IR',12.5 mA,b'OK Read',10:28:18
4,51.15,b'White',25 mA,1,64,100,85.375,845.475,2619,690.775,1752.125,3888.325,1115.1,882.925,2860.9,275.25,741.075,282.925,1395.475,585.925,179.6,91.3,50.45,51.15,b'White',25 mA,b'OK Read',10:28:20
4,489.65,b'IR',25 mA,1,64,100,35.575,32.075,31.3,35.775,54.875,27.45,37.625,61.375,34.375,57.525,86.1,33.525,56.55,76.975,679.025,2222.675,1272.575,489.65,b'IR',25 mA,b'OK Read',10:28:21
4,80.4,b'White',50 mA,1,64,100,139.9,1443.5,3864.85,1041.725,2726.575,6073.975,1742.525,1375.35,4435.975,424.175,1208.175,462.1,2325.025,983.65,289.125,145.525,78.1,80.4,b'White',50 mA,b'OK Read',10:28:23
4,1069.425,b'IR',50 mA,1,64,100,68.775,61.875,60.525,71.525,107.85,54.925,75.225,124.075,68.725,112.8,146.125,66.025,110.825,149.675,1292.325,4248.475,2644.4,1069.425,b'IR',50 mA,b'OK Read',10:28:24
4,92.575,b'White',100 mA,1,64,100,161.25,1679.5,4311.45,1171.4,3086.1,6876.85,1972.25,1556.9,5014.45,479.45,1448.225,531.25,2702.725,1146.175,332.925,168.35,87.875,92.575,b'White',100 mA,b'OK Read',10:28:26
4,2360.55,b'IR',100 mA,1,64,100,125.675,116.85,114.775,129.65,206.25,101.775,139.725,236.4,128.875,213.225,294.875,121.55,201.3,260.875,2210.1,7198.725,5300.2,2360.55,b'IR',100 mA,b'OK Read',10:28:27
4,25.983,b'White',12.5 mA,1,64,150,41.1,391.033,1434.367,375.567,900.667,1998.817,572.333,454.533,1481.517,143.65,367.067,136.917,664.933,277.983,92,45.65,27.117,25.983,b'White',12.5 mA,b'OK Read',10:28:29
4,225.75,b'IR',12.5 mA,1,64,150,17.383,15.283,15.3,17.883,25.233,14,18.817,29.6,17.183,28.583,46.967,16.067,28.65,37.067,328.55,1072.817,594.517,225.75,b'IR',12.5 mA,b'OK Read',10:28:29
4,50.35,b'White',25 mA,1,64,150,83.783,844.717,2622.483,693,1753.383,3884.55,1113.317,880.317,2858.033,274.517,781.083,278.733,1396.217,587.333,181.067,91.3,50.983,50.35,b'White',25 mA,b'OK Read',10:28:31
4,492.083,b'IR',25 mA,1,64,150,34.783,30.55,30.6,35.767,54.233,28,37.617,61.817,36.267,57.15,73.067,32.833,55.783,76.983,671.717,2202.7,1272.567,492.083,b'IR',25 mA,b'OK Read',10:28:32
4,79.583,b'White',50 mA,1,64,150,137.533,1419.05,3820.333,1032.8,2686.85,5983.517,1714.3,1353.133,4370.1,417.4,1266.433,453.367,2328.033,985.083,289.133,144.567,75.95,79.583,b'White',50 mA,b'OK Read',10:28:34
4,1076.733,b'IR',50 mA,1,64,150,67.967,61.1,61.217,70.05,107.217,54.917,75.233,123.65,68.733,112.817,161.783,64.967,108.567,146.833,1268.95,4186.65,2643.85,1076.733,b'IR',50 mA,b'OK Read',10:28:35
4,90.95,b'White',100 mA,1,64,150,159.667,1649.7,4258.583,1159.467,3040.05,6775.083,1938.217,1529.9,4939.033,470.8,1487.367,526.017,2726.1,1160.417,335.85,167.383,86.783,90.95,b'White',100 mA,b'OK Read',10:28:37
4,2385.717,b'IR',100 mA,1,64,150,124.883,116.083,114.083,128.167,204.35,100.15,137.933,234.233,126,210.583,271.383,120.15,197.517,253.75,2129.05,6969.5,5263.85,2385.717,b'IR',100 mA,b'OK Read',10:28:38
4,26.8,b'White',12.5 mA,1,64,200,41.5,390.663,1435.763,375.562,900.663,1999.888,572.337,454.525,1480.562,143.275,404.462,139.363,696.6,292.962,94.188,47.075,27.663,26.8,b'White',12.5 mA,b'OK Read',10:28:40
4,225.338,b'IR',12.5 mA,1,64,200,16.6,14.887,15.65,17.887,25.55,13.725,18.137,29.387,17.188,28.2,48.275,16.238,28.275,37.425,326.362,1068.537,595.6,225.338,b'IR',12.5 mA,b'OK Read',10:28:41
4,51.163,b'White',25 mA,1,64,200,84.175,844.325,2619,693,1752.125,3881.863,1111.075,879.013,2855.175,274.137,808.925,282.4,1429.388,604.087,185.088,91.3,50.45,51.163,b'White',25 mA,b'OK Read',10:28:42
4,494.525,b'IR',25 mA,1,64,200,34.388,30.938,30.262,35.763,53.925,28.275,38.288,61.388,35.8,56.975,86.112,33.013,56.538,75.912,666.975,2191.287,1272.562,494.525,b'IR',25 mA,b'OK Read',10:28:43
4,77.95,b'White',50 mA,1,64,200,135.162,1394.225,3777.213,1021.612,2649.012,5897.9,1688.112,1332.888,4305.675,411.2,1273.4,447.962,2303.537,979.375,290.225,142.662,75.675,77.95,b'White',50 mA,b'OK Read',10:28:45
4,1084.05,b'IR',50 mA,1,64,200,67.575,61.862,60.525,69.3,106.912,54.112,74.562,123.425,68.725,112.25,157.875,64.963,108.562,145.412,1250.7,4142.9,2639.512,1084.05,b'IR',50 mA,b'OK Read',10:28:46
4,88.912,b'White',100 mA,1,64,200,156.5,1614.188,4206.062,1144.562,2987.7,6650.688,1903.075,1502.688,4855.512,463.087,1419.525,515.025,2668.8,1136.55,334.038,164.062,86.25,88.912,b'White',100 mA,b'OK Read',10:28:48
4,2401.963,b'IR',100 mA,1,64,200,123.3,114.562,112.688,127.425,201.512,98.537,136.363,232.488,123.138,208.7,268.775,118.938,194.5,248.05,2071,6814.95,5238.35,2401.963,b'IR',100 mA,b'OK Read',10:28:49
4,26.31,b'White',12.5 mA,1,64,250,41.73,390.43,1434.92,375.56,900.66,1996.66,571.79,454.01,1482.28,143.05,404.98,139.15,692.08,290.82,93.75,46.79,27.34,26.31,b'White',12.5 mA,b'OK Read',10:28:51
4,226.07,b'IR',12.5 mA,1,64,250,17.07,15.58,15.03,17.88,25.73,14.22,18.27,29.78,17.18,28.43,45.93,16.35,28.05,36.78,325.05,1064.83,595.6,226.07,b'IR',12.5 mA,b'OK Read',10:28:52
4,50.67,b'White',25 mA,1,64,250,84.42,842.26,2621.93,693,1751.37,3875.72,1109.73,877.19,2847.73,273.91,807.88,280.82,1401.35,591.05,185.74,90.16,50.77,50.67,b'White',25 mA,b'OK Read',10:28:54
4,495.98,b'IR',25 mA,1,64,250,35.09,31.16,30.89,35.77,53.74,27.79,37.62,61.65,35.51,56.86,85.59,33.11,56.09,75.27,662.37,2182.16,1273.22,495.98,b'IR',25 mA,b'OK Read',10:28:54
4,75.03,b'White',50 mA,1,64,250,129.94,1338.09,3672.03,990.77,2560.45,5694.68,1631.01,1287.83,4167.35,397.55,1179.46,425.85,2179.37,924.63,279.49,136.96,73.56,75.03,b'White',50 mA,b'OK Read',10:28:57
4,1087.46,b'IR',50 mA,1,64,250,67.34,61.41,60.1,69.75,106.72,54.28,74.16,123.3,67.58,111.46,143,64.97,107.66,143.7,1236.25,4107.52,2636.26,1087.46,b'IR',50 mA,b'OK Read',10:28:58
4,84.78,b'White',100 mA,1,64,250,149.86,1541.56,4070.2,1107.01,2876.06,6401.59,1833.07,1446.13,4674.81,445.38,1358.99,486.2,2511.39,1070.04,320.67,155.22,82.67,84.78,b'White',100 mA,b'OK Read',10:29:01
4,2414.63,b'IR',100 mA,1,64,250,121.41,113.65,111.86,126.08,199.81,97.57,135.42,230.92,122.57,207.12,267.21,118.2,192.7,244.63,2025.66,6698.26,5214.59,2414.63,b'IR',100 mA,b'OK Read',10:29:03
4,29.25,b'White',12.5 mA,2,64,50,37.95,343.7,1214.55,348.75,832.55,1818.95,607.25,496.3,1260.05,157.95,318.35,140.4,574.45,239.5,78.85,39.95,29.3,29.25,b'White',12.5 mA,b'OK Read',10:29:14
4,224.1,b'IR',12.5 mA,2,64,50,18.95,13.75,16.7,17.9,26.5,12.9,18.8,28.75,17.2,29.35,36.55,16.75,27.15,38.5,332.95,1027.15,602.1,224.1,b'IR',12.5 mA,b'OK Read',10:29:15
4,58.45,b'White',25 mA,2,64,50,80.6,742.35,2220.4,643.8,1623.45,3541,1179.6,961.3,2434.2,302.35,631.5,293.4,1311.8,547.4,157.7,79.9,52.05,58.45,b'White',25 mA,b'OK Read',10:29:17
4,487.2,b'IR',25 mA,2,64,50,33.2,32.1,29.2,35.75,53,29.1,37.6,62.7,34.35,58.65,83.5,33.55,58.8,77,683.4,2122.8,1292.1,487.2,b'IR',25 mA,b'OK Read',10:29:18
4,87.7,b'White',50 mA,2,64,50,128.05,1186.85,3117.75,921,2384.1,5224.25,1738.5,1415.85,3568.25,442.2,1054.2,458.95,2135.05,902.4,245.3,125.55,78.1,87.7,b'White',50 mA,b'OK Read',10:29:20
4,1062.1,b'IR',50 mA,2,64,50,71.15,64.15,62.6,71.55,109.75,54.9,77.9,125.4,68.75,112.8,161.8,67.05,113.1,149.7,1314.2,4102.95,2688.35,1062.1,b'IR',50 mA,b'OK Read',10:29:21
4,97.45,b'White',100 mA,2,64,50,147,1383.9,3480.9,1032.8,2709.55,5931.85,1974.95,1609.15,4043.65,500.9,1236.85,528.1,2469.75,1056.35,289.15,148.35,87.9,97.45,b'White',100 mA,b'OK Read',10:29:23
