Fruit number,Read number,gain,integration time,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,565 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,led,led current,saturation check,time
1A,1,64,50,80.6,352.85,1360.65,536.5,1805.1,3589.45,1203.8,1120.65,4725.2,345.2,422.75,249.4,791.6,453.35,276,136.95,74.85,58.45,b'White',12.5 mA,b'OK Read',10:55:53
1A,1,64,50,47.4,41.25,45.9,31.3,53,74.3,34.95,47,40.1,40.6,52.2,39.8,190,230.95,635.2,1004.35,670.45,204.65,b'IR',12.5 mA,b'OK Read',10:55:54
1A,1,64,50,2522.95,458.25,62.6,49.2,45.4,84,34.95,36.55,28.65,29.35,36.55,50.3,194.5,209.55,162.1,97,45.55,24.35,b'UV',12.5 mA,b'OK Read',10:55:55
1A,1,64,50,104.35,380.35,1394,563.35,1846.75,3628.25,1230.65,1159.85,4736.65,376.8,469.7,280.8,886.6,538.85,797.3,1067.1,722.55,253.35,b'White IR',12.5 mA,b'OK Read',10:55:56
1A,1,64,50,2513.5,783.6,1398.2,581.25,1831.6,3621.75,1230.65,1146.75,4730.95,363.25,459.25,305.95,940.85,538.85,319.8,159.8,91.15,73.1,b'White UV',12.5 mA,b'OK Read',10:55:57
1A,1,64,50,2489.75,462.85,75.15,67.05,71.9,96.95,56.45,65.3,51.55,56.4,62.65,69.15,230.7,256.6,648.35,1010.05,683.5,214.35,b'UV IR',12.5 mA,b'OK Read',10:55:58
1A,1,64,50,2451.85,788.2,1419.05,594.65,1861.85,3637.95,1244.1,1172.9,4742.4,390.35,506.25,314.35,931.8,564.55,801.7,1067.1,725.8,263.1,b'White UV IR',12.5 mA,b'OK Read',10:55:59
1A,1,64,50,147,751.55,2495.9,1001.5,3515.6,6968.95,2337.7,2170.75,9078.15,661.1,887.2,507.15,1578.65,825.4,464.35,211.15,130.2,107.2,b'White',25 mA,b'OK Read',10:56:00
1A,1,64,50,66.4,59.55,62.6,49.2,83.25,93.7,61.8,83.6,63,72.2,93.95,60.8,226.15,282.25,1152.15,1974.45,1402.75,428.75,b'IR',25 mA,b'OK Read',10:56:01
1A,1,64,50,3523.6,609.45,75.15,67.05,53,90.45,45.7,44.4,34.35,36.1,46.95,62.85,212.6,218.1,162.1,97,48.8,24.35,b'UV',25 mA,b'OK Read',10:56:02
1A,1,64,50,180.2,779.05,2529.25,1037.25,3572.35,6998,2369.95,2225.6,9106.75,715.25,897.65,534.4,1632.95,906.65,1454.4,2088.55,1487.35,521.3,b'White IR',25 mA,b'OK Read',10:56:03
1A,1,64,50,3371.85,1292.25,2537.6,1050.7,3530.75,6978.6,2351.15,2183.85,9060.95,676.85,934.15,563.75,1678.2,868.2,473.1,216.85,136.7,116.95,b'White UV',25 mA,b'OK Read',10:56:03
1A,1,64,50,3291.25,600.3,100.15,98.35,109.75,116.3,80.6,101.9,68.75,90.25,114.8,96.4,271.4,303.65,1156.5,1968.75,1406,438.5,b'UV IR',25 mA,b'OK Read',10:56:04
1A,1,64,50,3134.75,1283.1,2558.5,1077.5,3583.75,7010.95,2383.35,2236.05,9106.75,728.75,975.9,582.6,1705.3,936.6,1450.05,2082.85,1493.9,531.05,b'White UV IR',25 mA,b'OK Read',10:56:05
1A,1,64,50,256.1,1562.65,4344.85,1792.85,6630.1,13104.3,4390.55,4059.4,16924.85,1222.9,1763.95,966.1,2971.85,1454.1,740.35,319.55,208.3,190,b'White',50 mA,b'OK Read',10:56:07
1A,1,64,50,99.6,87.05,91.8,84.95,140,119.55,99.4,143.65,103.1,128.6,161.8,96.4,289.5,363.5,2067.7,3714.9,2867.35,911.1,b'IR',50 mA,b'OK Read',10:56:07
1A,1,64,50,4396.25,737.8,83.45,80.5,60.55,96.95,51.05,49.65,34.35,42.85,41.75,73.35,226.15,226.65,166.45,102.7,48.8,29.25,b'UV',50 mA,b'OK Read',10:56:08
1A,1,64,50,317.75,1613.05,4394.9,1859.9,6732.25,13146.3,4441.6,4158.65,16976.4,1326.65,1795.3,1035.3,3121.15,1633.7,2632.85,3926.05,3039.85,1081.6,b'White IR',50 mA,b'OK Read',10:56:09
1A,1,64,50,3955.2,2167.55,4407.45,1846.5,6641.45,13091.35,4395.95,4067.25,16913.4,1240.95,1842.25,1045.75,3098.5,1513.95,757.85,325.25,218.05,204.65,b'White UV',50 mA,b'OK Read',10:56:10
1A,1,64,50,3779.7,696.55,133.55,138.6,170.3,145.4,118.25,161.95,108.8,148.9,193.1,136.2,339.25,384.9,2063.35,3703.5,2883.6,920.85,b'UV IR',50 mA,b'OK Read',10:56:11
1A,1,64,50,3338.65,2107.95,4407.45,1891.2,6671.7,13042.9,4420.1,4140.4,16873.3,1328.9,1837.05,1077.2,3152.8,1642.25,2606.55,3891.8,3036.6,1096.25,b'White UV IR',50 mA,b'OK Read',10:56:12
1A,1,64,50,327.25,2098.8,5384.1,2262.3,8450.35,16787.45,5618.5,5193.1,21661.5,1550.05,2285.85,1242.75,3813.2,1839,911.2,388.05,253.85,238.75,b'White',100 mA,b'OK Read',10:56:13
1A,1,64,50,151.75,137.5,146.1,147.55,246,168,161.2,250.75,166.1,230.15,292.25,155.1,389,491.85,3487.1,6362.7,5734.7,1963.45,b'IR',100 mA,b'OK Read',10:56:14
1A,1,64,50,5036.45,838.6,91.8,89.4,68.1,103.4,53.75,52.25,34.35,47.4,41.75,81.75,235.2,230.95,170.85,102.7,52.05,29.25,b'UV',100 mA,b'OK Read',10:56:15
1A,1,64,50,393.6,1828.4,4766.4,2065.6,7375.6,14354.65,4882.3,4618.45,18591.55,1522.95,2071.9,1167.3,3455.85,1864.65,4069.7,6568.15,5897.4,2148.6,b'White IR',100 mA,b'OK Read',10:56:16
1A,1,64,50,4306.1,2676.2,5292.25,2253.35,8208.15,16299.6,5470.75,5057.3,21042.95,1525.2,2291.05,1282.55,3817.75,1839,902.45,382.35,257.1,243.6,b'White UV',100 mA,b'OK Read',10:56:16
1A,1,64,50,3552.1,705.7,183.65,192.25,272.45,190.6,177.35,266.45,177.55,248.2,318.35,190.7,434.25,508.95,3456.4,6322.75,5724.9,1978.1,b'UV IR',100 mA,b'OK Read',10:56:17
1A,1,64,50,2978.25,2231.7,4728.8,2065.6,7231.8,14073.55,4796.3,4537.45,18230.75,1509.4,2144.95,1184.05,3424.2,1843.3,3951.45,6436.9,5868.15,2168.1,b'White UV IR',100 mA,b'OK Read',10:56:18
1A,1,64,100,90.1,366.6,1385.675,547.7,1805.1,3589.475,1207.8,1127.175,4705.175,348.6,456.65,266.15,848.125,502.525,315.425,156.925,86.25,63.35,b'White',12.5 mA,b'OK Read',10:56:20
1A,1,64,100,47.425,43.525,45.9,31.3,52.975,79.15,44.325,53.55,42.95,42.875,41.75,44,199.025,241.625,630.825,992.925,678.6,209.5,b'IR',12.5 mA,b'OK Read',10:56:21
1A,1,64,100,2525.35,458.25,62.6,51.425,45.4,82.375,38.95,39.175,31.5,30.45,36.525,51.35,196.775,215.975,164.275,99.875,47.2,24.35,b'UV',12.5 mA,b'OK Read',10:56:21
1A,1,64,100,104.325,380.35,1398.2,561.1,1842.95,3620.15,1229.3,1158.525,4745.25,375.675,467.075,278.725,863.975,534.6,792.925,1055.7,724.15,255.775,b'White IR',12.5 mA,b'OK Read',10:56:22
1A,1,64,100,2541.95,788.2,1410.725,579,1833.5,3618.55,1225.275,1142.85,4725.225,363.25,454.05,289.2,873.025,513.2,319.8,159.775,91.125,70.65,b'White UV',12.5 mA,b'OK Read',10:56:23
1A,1,64,100,2501.625,467.425,75.125,67.075,71.9,95.3,56.425,65.3,48.675,56.4,67.85,67.075,226.175,254.475,643.975,1001.475,683.475,216.8,b'UV IR',12.5 mA,b'OK Read',10:56:24
1A,1,64,100,2475.55,790.475,1423.225,594.65,1858.1,3633.075,1241.4,1167.675,4745.25,389.2,459.25,302.825,895.625,549.55,795.1,1058.55,727.425,263.1,b'White UV IR',12.5 mA,b'OK Read',10:56:25
1A,1,64,100,144.65,746.95,2500.05,994.8,3496.7,6944.7,2330.975,2164.225,9081,658.825,845.45,487.25,1492.725,786.925,462.175,211.15,128.55,104.75,b'White',25 mA,b'OK Read',10:56:27
1A,1,64,100,66.4,57.275,62.6,51.425,81.35,93.7,61.8,83.6,63,72.2,91.325,61.825,230.7,284.4,1136.8,1948.75,1401.125,436.05,b'IR',25 mA,b'OK Read',10:56:27
1A,1,64,100,3523.625,611.775,75.125,64.825,54.875,90.475,45.675,43.1,31.5,36.1,28.7,60.775,210.35,220.25,166.475,102.725,48.825,26.8,b'UV',25 mA,b'OK Read',10:56:28
1A,1,64,100,175.475,774.45,2523,1028.325,3553.45,6978.625,2361.875,2217.775,9123.95,712.975,915.9,520.775,1558.3,872.45,1434.7,2060.025,1487.375,523.75,b'White IR',25 mA,b'OK Read',10:56:30
1A,1,64,100,3374.225,1287.675,2535.525,1039.5,3513.725,6954.4,2343.075,2176,9083.875,676.875,848.075,529.175,1560.575,816.85,470.925,216.85,135.075,116.925,b'White UV',25 mA,b'OK Read',10:56:31
1A,1,64,100,3303.1,602.6,100.175,96.125,107.85,116.3,79.275,100.575,71.6,89.125,109.6,93.25,266.875,301.5,1141.175,1948.75,1407.625,445.8,b'UV IR',25 mA,b'OK Read',10:56:32
1A,1,64,100,3148.975,1278.525,2560.575,1070.8,3572.375,6986.7,2375.3,2230.85,9126.825,727.625,900.25,557.45,1608.075,891.7,1430.325,2054.325,1493.875,535.925,b'White UV IR',25 mA,b'OK Read',10:56:33
1A,1,64,100,253.725,1542.025,4349,1777.2,6579,13012.225,4359.65,4031.975,16899.075,1217.25,1662.2,916.875,2790.925,1370.7,735.975,316.7,206.675,185.15,b'White',50 mA,b'OK Read',10:56:35
1A,1,64,100,97.225,87.075,91.825,84.95,138.125,119.55,98.075,142.375,100.225,127.475,164.4,95.35,287.225,361.375,2012.95,3623.6,2860.825,923.275,b'IR',50 mA,b'OK Read',10:56:36
1A,1,64,100,4415.2,746.95,85.55,78.25,62.45,96.925,49.7,48.325,34.375,42.875,46.975,71.25,221.65,226.675,168.65,102.725,50.45,29.225,b'UV',50 mA,b'OK Read',10:56:36
1A,1,64,100,315.375,1594.7,4390.75,1842.025,6686.85,13075.225,4420.125,4139.075,16959.225,1322.15,1844.875,991.275,2974.125,1561,2578.075,3834.75,3026.825,1091.35,b'White IR',50 mA,b'OK Read',10:56:38
1A,1,64,100,3962.3,2153.775,4399.1,1835.325,6571.425,12983.15,4362.35,4037.2,16850.4,1233.025,1745.7,979.75,2901.75,1417.75,749.1,322.425,214.8,197.325,b'White UV',50 mA,b'OK Read',10:56:39
1A,1,64,100,3798.675,703.425,133.55,136.375,168.4,147,116.875,160.65,108.825,147.775,185.275,132.025,332.475,380.625,2008.575,3615.05,2870.6,935.45,b'UV IR',50 mA,b'OK Read',10:56:40
1A,1,64,100,3362.375,2103.375,4409.525,1882.275,6643.325,12994.45,4402.65,4126.025,16867.575,1326.675,1784.85,1026.9,2983.175,1558.875,2529.875,3789.1,3025.2,1105.975,b'White UV IR',50 mA,b'OK Read',10:56:41
1A,1,64,100,329.6,2089.625,5415.4,2269.025,8418.175,16781,5619.875,5195.725,21704.475,1548.9,2207.575,1199.8,3657.175,1759.875,906.825,382.325,253.85,236.3,b'White',100 mA,b'OK Read',10:56:43
1A,1,64,100,149.375,135.175,141.9,140.825,240.3,164.775,157.2,246.85,163.225,225.625,268.775,152.975,384.5,479,3303.075,6031.75,5674.475,1995.125,b'IR',100 mA,b'OK Read',10:56:44
1A,1,64,100,5091,852.35,93.9,89.425,68.125,103.375,53.75,52.25,37.225,47.375,39.15,79.625,230.7,230.95,170.85,102.725,52.075,31.675,b'UV',100 mA,b'OK Read',10:56:44
1A,1,64,100,393.625,1828.425,4778.9,2067.825,7368.025,14406.325,4894.375,4628.875,18686.075,1520.7,2045.8,1140.075,3333.75,1791.95,3892.3,6234.325,5838.825,2182.725,b'White IR',100 mA,b'OK Read',10:56:46
1A,1,64,100,4358.3,2687.65,5338.175,2269.025,8198.675,16302.825,5476.1,5062.5,21097.35,1528.6,2220.625,1235.425,3650.375,1753.475,898.05,379.475,257.125,243.6,b'White UV',100 mA,b'OK Read',10:56:47
1A,1,64,100,3597.125,714.875,181.55,190.025,266.8,189,174.65,263.825,171.825,243.675,287.025,185.475,425.2,493.975,3270.225,5994.65,5667.975,2012.2,b'UV IR',100 mA,b'OK Read',10:56:48
1A,1,64,100,3016.175,2238.55,4749.675,2072.3,7228,14104.25,4803.025,4545.275,18293.725,1504.9,2097.975,1150.55,3286.25,1759.875,3717.075,6068.825,5786.75,2204.65,b'White UV IR',100 mA,b'OK Read',10:56:49
1A,1,64,150,88.533,363.55,1385.667,546.95,1797.533,3581.933,1203.783,1123.267,4694.667,347.467,440.117,262.667,838.333,497.533,315.417,157.883,86.783,61.717,b'White',12.5 mA,b'OK Read',10:56:51
1A,1,64,150,49,42.767,47.3,32.783,52.983,78.617,43.883,53.117,43.917,42.867,53.933,44.017,199.033,242.35,623.533,985.317,679.133,211.133,b'IR',12.5 mA,b'OK Read',10:56:52
1A,1,64,150,2526.133,459.783,62.6,50.667,45.417,82.917,39.417,38.317,30.55,30.083,22.617,51,197.517,216.683,165,100.817,46.65,24.367,b'UV',12.5 mA,b'OK Read',10:56:53
1A,1,64,150,104.333,377.3,1394.017,560.367,1835.383,3613.167,1226.167,1155.483,4734.767,375.283,441.867,277.333,860.95,533.167,785.617,1049.983,723.617,254.967,b'White IR',12.5 mA,b'OK Read',10:56:55
1A,1,64,150,2549.85,789.717,1409.317,578.25,1826.55,3614.233,1222.583,1139.8,4725.217,362.5,452.3,287.117,866.983,510.35,319.8,159.783,91.133,69.833,b'White UV',12.5 mA,b'OK Read',10:56:56
1A,1,64,150,2511.9,468.95,76.517,67.067,71.9,95.85,56.433,65.3,49.633,56.4,67.85,66.367,226.167,255.183,638.133,996.733,683.483,216,b'UV IR',12.5 mA,b'OK Read',10:56:58
1A,1,64,150,2488.2,792.767,1421.85,593.15,1854.3,3630.383,1239.6,1166.8,4746.217,388.067,481.867,301.783,891.1,547.417,790,1051.9,727.95,263.1,b'White UV IR',12.5 mA,b'OK Read',10:56:59
1A,1,64,150,143.85,743.9,2495.883,995.533,3487.867,6933.383,2324.25,2159.45,9066.683,658.067,833.283,484.1,1471.617,776.933,461.433,213.033,129.1,105.567,b'White',25 mA,b'OK Read',10:57:01
1A,1,64,150,64.817,58.05,61.217,50.667,82,92.617,61.8,83.583,63,71.45,78.283,61.467,229.183,283.683,1121.467,1926.883,1402.75,438.483,b'IR',25 mA,b'OK Read',10:57:02
1A,1,64,150,3559.983,618.633,75.133,65.567,54.233,90.467,44.783,43.533,32.45,36.85,27.833,60.783,209.583,220.967,166.467,102.717,48.817,25.983,b'UV',25 mA,b'OK Read',10:57:04
1A,1,64,150,175.467,772.917,2525.1,1029.817,3552.2,6966.767,2358.3,2214.3,9110.6,711.467,904.6,517.633,1534.933,859.633,1417.9,2041.017,1489.55,527.817,b'White IR',25 mA,b'OK Read',10:57:05
1A,1,64,150,3406.633,1293.8,2539,1041.733,3509.3,6943.083,2338.583,2174.25,9064.767,675.367,829.8,523.233,1528.9,802.6,468.733,214.95,135.617,115.3,b'White UV',25 mA,b'OK Read',10:57:06
1A,1,64,150,3329.183,609.467,100.167,96.867,107.217,115.233,78.817,100.133,70.633,89.5,93.933,92.217,265.367,299.367,1124.4,1928.783,1408.183,448.233,b'UV IR',25 mA,b'OK Read',10:57:08
1A,1,64,150,3179,1284.633,2559.883,1071.533,3568.583,6977.533,2371.733,2228.233,9110.6,727.267,923.733,551.167,1578.667,876.733,1412.067,2033.4,1493.883,537.55,b'White UV IR',25 mA,b'OK Read',10:57:09
1A,1,64,150,252.933,1535.133,4353.183,1779.45,6555.667,12951.367,4339.517,4016.733,16831.3,1213.85,1619.583,902.55,2718.567,1332.917,730.117,313.85,206.133,185.133,b'White',50 mA,b'OK Read',10:57:11
1A,1,64,150,96.433,85.533,90.433,83.45,137.5,119.533,96.733,141.933,99.283,126.35,160.05,95,284.967,357.817,1969.883,3560.833,2860.833,932.2,b'IR',50 mA,b'OK Read',10:57:12
1A,1,64,150,4438.917,756.117,86.25,80.483,61.817,98,50.15,48.767,34.367,42.117,33.05,70.55,220.133,225.25,167.933,102.717,49.9,29.233,b'UV',50 mA,b'OK Read',10:57:14
1A,1,64,150,314.583,1588.6,4394.917,1842.033,6666.667,13020.3,4398.617,4123.85,16919.133,1316.883,1802.25,970.317,2864.817,1502.567,2532.067,3766.267,3019.233,1097.85,b'White IR',50 mA,b'OK Read',10:57:15
1A,1,64,150,3996.283,2155.3,4403.267,1836.083,6536.733,12912.6,4340.4,4018.483,16764.483,1228.15,1610.883,956.333,2803,1368.55,740.35,317.667,212.633,196.517,b'White UV',50 mA,b'OK Read',10:57:16
1A,1,64,150,3828.717,711.817,134.95,137.117,167.767,145.383,115.533,160.217,106.917,146.65,165.267,130.633,328.7,376.35,1965.5,3553.233,2866.267,943.567,b'UV IR',50 mA,b'OK Read',10:57:18
1A,1,64,150,3384.517,2101.85,4414.4,1880.783,6623.783,12948.133,4388.767,4113.4,16825.583,1322.9,1793.55,1003.85,2887.433,1508.267,2473.667,3724.417,3018.15,1112.467,b'White UV IR',50 mA,b'OK Read',10:57:19
1A,1,64,150,330.383,2088.1,5452.25,2284.667,8411.233,16771.3,5618.517,5195.733,21734.067,1549.283,2068.4,1184.067,3579.517,1717.817,902.433,380.433,253.867,235.483,b'White',100 mA,b'OK Read',10:57:21
1A,1,64,150,147.017,134.417,140.517,138.6,237.15,162.617,154.95,243.8,160.367,223.367,283.55,150.2,378.45,467.583,3177.5,5822.5,5624.033,2015.433,b'IR',100 mA,b'OK Read',10:57:22
1A,1,64,150,5107.583,861.517,94.6,89.417,68.117,103.383,54.633,52.25,36.267,46.633,50.45,78.233,229.183,229.517,169.383,102.717,52.067,30.85,b'UV',100 mA,b'OK Read',10:57:24
1A,1,64,150,392.033,1825.367,4794.2,2073.033,7357.933,14419.25,4895.717,4630.617,18708.017,1517.7,2035.35,1124,3256.85,1746.333,3771.817,6027.933,5797.617,2202.2,b'White IR',100 mA,b'OK Read',10:57:25
1A,1,64,150,4364.617,2685.35,5360.433,2277.217,8171.55,16283.45,5469.833,5058.15,21109.767,1526.717,2143.2,1213.417,3570.467,1713.55,892.217,376.633,256.033,241.983,b'White UV',100 mA,b'OK Read',10:57:26
1A,1,64,150,3615.3,720.983,180.867,187.783,263.633,186.317,172.867,260.35,168,242.167,302.7,183.017,417.667,483.267,3151.217,5784.467,5619.683,2031.683,b'UV IR',100 mA,b'OK Read',10:57:28
1A,1,64,150,3028.833,2239.317,4758.033,2073.033,7214.133,14114.467,4804.367,4547.017,18324.283,1502.65,2057.967,1133.783,3214.617,1714.967,3571.767,5862.45,5729.267,2223.317,b'White UV IR',100 mA,b'OK Read',10:57:29
1A,2,64,50,75.9,352.85,1356.45,536.5,1793.75,3583,1203.8,1120.65,4736.65,342.95,401.85,251.5,787.05,449.05,276,131.25,71.6,53.6,b'White',12.5 mA,b'OK Read',10:57:38
1A,2,64,50,47.4,45.85,45.9,31.3,53,77.55,40.3,52.25,40.1,42.85,41.75,41.9,190,235.2,626.45,992.95,673.7,209.5,b'IR',12.5 mA,b'OK Read',10:57:39
1A,2,64,50,2461.3,458.25,62.6,49.2,45.4,84,37.6,36.55,28.65,29.35,20.9,48.2,190,209.55,157.7,91.3,45.55,24.35,b'UV',12.5 mA,b'OK Read',10:57:40
1A,2,64,50,104.35,375.75,1389.85,558.85,1835.4,3618.55,1227.95,1154.6,4759.6,374.55,438.4,276.65,850.4,526.05,784.15,1050,722.55,253.35,b'White IR',12.5 mA,b'OK Read',10:57:40
1A,2,64,50,2499.25,783.6,1398.2,572.3,1820.25,3615.3,1225.25,1138.95,4753.85,361,422.75,285,859.45,500.4,315.4,154.05,91.15,68.2,b'White UV',12.5 mA,b'OK Read',10:57:41
1A,2,64,50,2466.05,467.4,79.3,67.05,71.9,96.95,56.45,65.3,45.8,56.4,67.85,67.05,221.65,248.05,635.2,998.65,680.2,214.35,b'UV IR',12.5 mA,b'OK Read',10:57:42
1A,2,64,50,2432.85,783.6,1410.7,590.15,1846.75,3628.25,1238.7,1167.65,4771.05,385.8,485.35,299.7,886.6,538.85,788.55,1055.7,725.8,263.1,b'White UV IR',12.5 mA,b'OK Read',10:57:43
1A,2,64,50,147,737.8,2475,988.1,3477.75,6946.3,2326.95,2157.7,9123.95,656.55,829.8,479.9,1456.55,765.55,455.6,205.45,130.2,107.2,b'White',25 mA,b'OK Read',10:57:45
1A,2,64,50,66.4,59.55,62.6,49.2,83.25,93.7,61.8,83.6,63,72.2,88.7,60.8,226.15,278,1130.25,1951.6,1399.5,433.6,b'IR',25 mA,b'OK Read',10:57:45
1A,2,64,50,3471.45,614.05,75.15,67.05,53,90.45,45.7,44.4,28.65,36.1,41.75,60.8,203.55,213.85,162.1,97,48.8,29.25,b'UV',25 mA,b'OK Read',10:57:46
1A,2,64,50,175.45,769.85,2508.4,1023.85,3538.3,6981.85,2361.85,2215.15,9164.05,710.7,861.1,513.45,1519.85,846.8,1432.5,2065.75,1487.35,526.2,b'White IR',25 mA,b'OK Read',10:57:47
1A,2,64,50,3348.15,1283.1,2520.9,1037.25,3504.25,6965.7,2345.75,2173.4,9129.7,674.6,824.6,519.75,1515.35,791.2,464.35,211.15,136.7,116.95,b'White UV',25 mA,b'OK Read',10:57:48
1A,2,64,50,3262.8,604.9,100.15,98.35,109.75,116.3,77.9,99.25,68.75,90.25,109.6,92.2,262.35,295.1,1134.6,1951.6,1406,443.35,b'UV IR',25 mA,b'OK Read',10:57:48
1A,2,64,50,3111.05,1269.35,2541.8,1064.1,3553.45,6991.55,2375.3,2225.6,9164.05,726.5,928.95,547,1565.1,868.2,1428.1,2060.05,1490.65,535.95,b'White UV IR',25 mA,b'OK Read',10:57:49
1A,2,64,50,251.35,1525.95,4298.9,1761.55,6554.4,13049.35,4369.05,4035.9,17022.2,1213.85,1534.35,896.95,2686.9,1312.95,727.2,308.15,205.05,185.15,b'White',50 mA,b'OK Read',10:57:51
1A,2,64,50,99.6,87.05,91.8,84.95,140,122.75,96.75,143.65,97.35,128.6,146.15,96.4,284.95,359.25,2032.65,3686.4,2860.85,915.95,b'IR',50 mA,b'OK Read',10:57:52
1A,2,64,50,4339.3,746.95,87.65,80.5,60.55,96.95,51.05,49.65,34.35,42.85,46.95,71.25,217.1,218.1,162.1,97,48.8,29.25,b'UV',50 mA,b'OK Read',10:57:52
1A,2,64,50,317.75,1580.95,4349,1828.6,6652.8,13091.35,4422.8,4135.15,17068.05,1317.65,1732.65,964,2822.6,1479.75,2593.4,3891.8,3020.3,1086.5,b'White IR',50 mA,b'OK Read',10:57:53
1A,2,64,50,3903,2140.05,4353.2,1819.7,6561.95,13033.2,4377.15,4043.75,16987.85,1231.9,1664.8,953.55,2781.9,1355.75,735.95,313.85,214.8,194.9,b'White UV',50 mA,b'OK Read',10:57:54
1A,2,64,50,3727.55,701.1,133.55,138.6,170.3,148.6,118.25,161.95,108.8,146.65,182.65,132.05,330.2,376.35,2032.65,3680.7,2864.1,930.6,b'UV IR',50 mA,b'OK Read',10:57:55
1A,2,64,50,3305.45,2080.45,4353.2,1859.9,6596.05,12997.7,4404,4119.5,16947.75,1319.9,1758.75,997.55,2845.2,1488.3,2562.75,3851.85,3020.3,1096.25,b'White UV IR',50 mA,b'OK Read',10:57:56
1A,2,64,50,322.5,2057.55,5329.85,2231,8370.85,16742.2,5610.45,5172.2,21787.55,1541,2077.1,1158.95,3473.95,1667.95,889.3,370.9,253.85,233.85,b'White',100 mA,b'OK Read',10:57:57
1A,2,64,50,151.75,137.5,146.1,143.05,242.2,168,161.2,250.75,166.1,227.9,292.25,155.1,384.5,483.25,3434.5,6317.05,5695.65,1973.2,b'IR',100 mA,b'OK Read',10:57:58
1A,2,64,50,5008,847.75,96,89.4,68.1,103.4,53.75,52.25,34.35,47.4,36.55,77.55,226.15,222.4,162.1,97,52.05,29.25,b'UV',100 mA,b'OK Read',10:57:59
1A,2,64,50,393.6,1805.5,4720.45,2043.25,7315.05,14344.95,4876.9,4605.35,18688.95,1516.2,1925.75,1102.35,3157.35,1710.7,4012.75,6511.1,5861.6,2153.5,b'White IR',100 mA,b'OK Read',10:58:00
1A,2,64,50,4277.65,2644.1,5242.2,2226.55,8132.45,16247.9,5457.3,5033.75,21128.85,1516.2,2004.05,1186.15,3478.5,1663.65,876.15,365.2,253.85,238.75,b'White UV',100 mA,b'OK Read',10:58:00
1A,2,64,50,3523.6,710.3,183.65,192.25,268.7,190.6,177.35,266.45,171.85,248.2,313.15,188.6,425.2,500.4,3408.2,6277.1,5692.4,1982.95,b'UV IR',100 mA,b'OK Read',10:58:01
1A,2,64,50,2964,2204.2,4678.75,2043.25,7171.25,14044.45,4785.55,4521.75,18310.9,1500.4,1925.75,1117,3139.25,1693.6,3876.95,6368.4,5825.8,2172.95,b'White UV IR',100 mA,b'OK Read',10:58:02
1A,2,64,100,90.1,362.025,1371.075,543.225,1789.975,3579.775,1205.125,1121.95,4722.35,347.45,435.775,260.925,830.05,489.675,311.025,151.225,86.25,63.35,b'White',12.5 mA,b'OK Read',10:58:04
1A,2,64,100,49.8,43.525,48,33.525,52.975,79.15,43,53.55,40.1,42.875,57.4,44,194.5,235.225,619.875,981.525,676.975,211.95,b'IR',12.5 mA,b'OK Read',10:58:04
1A,2,64,100,2480.3,458.25,64.7,51.425,45.4,84,38.95,39.175,28.65,30.45,33.925,50.3,194.5,209.55,157.7,94.15,47.2,24.35,b'UV',12.5 mA,b'OK Read',10:58:05
1A,2,64,100,106.7,375.775,1381.5,558.875,1825.925,3608.85,1225.275,1153.3,4753.85,374.525,441,276.625,852.65,526.05,779.775,1047.15,720.9,255.775,b'White IR',12.5 mA,b'OK Read',10:58:06
1A,2,64,100,2508.75,783.6,1398.2,576.75,1818.35,3608.85,1222.575,1137.625,4742.4,362.125,427.95,286.075,859.45,502.525,315.425,154.075,91.125,70.65,b'White UV',12.5 mA,b'OK Read',10:58:07
1A,2,64,100,2470.8,467.425,77.225,67.075,71.9,96.925,56.425,66.6,45.825,56.4,54.8,66.025,221.65,248.05,630.825,992.925,681.85,216.8,b'UV IR',12.5 mA,b'OK Read',10:58:08
1A,2,64,100,2442.35,785.9,1408.625,590.175,1841.05,3621.775,1237.375,1163.75,4756.725,385.825,482.75,299.675,884.325,538.875,784.15,1050,725.775,263.1,b'White UV IR',12.5 mA,b'OK Read',10:58:09
1A,2,64,100,144.65,737.775,2472.925,990.325,3468.3,6923.7,2321.575,2152.475,9103.9,654.3,832.4,480.975,1458.8,767.675,455.6,205.425,128.55,104.75,b'White',25 mA,b'OK Read',10:58:11
1A,2,64,100,66.4,59.575,62.6,51.425,81.35,93.7,61.8,83.6,60.15,72.2,75.675,61.825,226.175,278,1119.275,1934.5,1397.875,438.5,b'IR',25 mA,b'OK Read',10:58:12
1A,2,64,100,3485.675,616.35,75.125,64.825,54.875,90.475,45.675,44.4,31.5,37.225,39.15,60.775,205.825,213.825,159.9,97,48.825,26.8,b'UV',25 mA,b'OK Read',10:58:13
1A,2,64,100,177.85,765.275,2495.875,1021.625,3523.175,6952.775,2355.15,2207.325,9144,708.45,900.25,514.5,1515.325,846.8,1417.175,2045.775,1482.5,526.2,b'White IR',25 mA,b'OK Read',10:58:14
1A,2,64,100,3338.675,1280.8,2510.475,1032.8,3487.225,6933.375,2336.35,2166.85,9098.175,672.35,861.1,517.65,1510.825,791.2,462.175,208.275,135.075,114.5,b'White UV',25 mA,b'OK Read',10:58:15
