Fruit number,Read number,gain,integration time,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,565 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,led,led current,saturation check,time
6C,1,64,150,333.55,592.667,1679.217,652.767,2319.767,3965.317,1355.15,2240.417,17398.333,2172.75,2611.167,928.4,1703.817,1025,3046.083,5280.383,4771.317,1927.733,b'White UV IR',100 mA,b'OK Read',11:34:01
6C,2,64,50,66.4,247.45,905.7,339.8,1108.8,1886.8,518.6,867.25,7669.15,888.95,1069.85,370.95,728.25,414.85,332.95,176.9,84.6,63.35,b'White',12.5 mA,b'OK Read',11:34:11
6C,2,64,50,37.95,27.5,29.2,26.85,34.05,25.85,24.2,44.4,114.55,76.7,125.25,71.25,194.5,222.4,525.7,884.5,598.85,199.75,b'IR',12.5 mA,b'OK Read',11:34:12
6C,2,64,50,1114.45,215.4,37.55,35.75,26.5,22.6,13.45,28.75,108.8,76.7,88.7,71.25,185.45,196.75,170.85,108.4,48.8,24.35,b'UV',12.5 mA,b'OK Read',11:34:13
6C,2,64,50,90.1,284.1,926.55,402.4,1169.35,1864.2,548.15,922.1,7617.6,952.15,1054.2,406.55,796.1,483.25,757.85,987.2,660.7,253.35,b'White IR',12.5 mA,b'OK Read',11:34:14
6C,2,64,50,1090.75,453.65,930.75,406.85,1154.2,1854.5,534.7,903.85,7583.25,931.8,1064.65,398.2,773.5,453.35,368,199.75,104.15,73.1,b'White UV',12.5 mA,b'OK Read',11:34:15
6C,2,64,50,1062.3,210.8,50.1,44.7,49.2,32.3,29.55,54.85,126,101.55,125.25,85.9,212.6,239.5,560.75,895.9,608.6,204.65,b'UV IR',12.5 mA,b'OK Read',11:34:15
6C,2,64,50,1014.9,453.65,947.45,429.2,1184.5,1860.95,553.5,932.55,7560.35,961.15,1049,412.85,796.1,483.25,753.5,981.5,663.95,258.2,b'White UV IR',12.5 mA,b'OK Read',11:34:16
6C,2,64,50,128.05,572.8,1673.65,728.75,2217.6,3566.85,1026.45,1726.7,14416.2,1723.75,1941.4,695.75,1311.8,680,547.6,279.6,152.95,121.8,b'White',25 mA,b'OK Read',11:34:18
6C,2,64,50,56.9,45.85,50.1,44.7,68.1,38.75,43,78.35,143.2,124.1,156.55,96.4,239.75,273.7,963.75,1723.35,1249.8,414.15,b'IR',25 mA,b'OK Read',11:34:19
6C,2,64,50,1546.05,274.95,45.9,40.25,30.25,25.85,16.1,31.35,114.55,78.95,93.95,73.35,190,205.3,175.25,114.15,52.05,24.35,b'UV',25 mA,b'OK Read',11:34:19
6C,2,64,50,156.5,582,1682,728.75,2240.3,3576.55,1058.7,1776.3,14525,1775.65,1941.4,727.2,1366.05,752.7,1340.5,1900.25,1347.4,516.45,b'White IR',25 mA,b'OK Read',11:34:20
6C,2,64,50,1318.4,765.3,1677.85,724.3,2202.45,3547.45,1031.8,1729.3,14427.65,1732.8,1946.65,702.05,1316.3,680,547.6,279.6,156.2,126.7,b'White UV',25 mA,b'OK Read',11:34:21
6C,2,64,50,1252,256.6,66.8,67.05,75.7,45.25,51.05,83.6,148.9,133.1,177.45,104.8,239.75,273.7,963.75,1729.05,1253.05,419,b'UV IR',25 mA,b'OK Read',11:34:22
6C,2,64,50,1086,760.7,1690.35,777.95,2240.3,3518.4,1069.45,1794.6,14255.8,1786.95,1993.6,733.5,1352.5,744.15,1318.6,1883.15,1360.45,521.3,b'White UV IR',25 mA,b'OK Read',11:34:23
6C,2,64,50,218.15,1141.05,2775.5,1274.2,3939.45,6332.45,1867.45,3132.05,25430.25,3054.95,3360.95,1209.2,2198.35,1047.8,832.35,416.55,240.85,204.65,b'White',50 mA,b'OK Read',11:34:24
6C,2,64,50,85.35,73.3,79.3,76,117.3,64.6,77.9,133.2,183.3,178.25,250.5,127.85,289.5,342.15,1673.45,3201.35,2561.4,872.1,b'IR',50 mA,b'OK Read',11:34:25
6C,2,64,50,1892.25,325.35,50.1,44.7,30.25,25.85,18.8,31.35,114.55,81.2,109.6,75.45,190,205.3,175.25,114.15,52.05,24.35,b'UV',50 mA,b'OK Read',11:34:26
6C,2,64,50,237.1,953.15,2358.15,1135.6,3299.9,5153.2,1588,2664.5,20636.3,2605.95,2781.65,1056.25,1908.85,1017.85,2190.35,3429.6,2717.65,1028,b'White IR',50 mA,b'OK Read',11:34:27
6C,2,64,50,1436.95,1301.45,2692.05,1269.75,3780.5,6032,1797.6,3017.15,24193.1,2942.15,3110.45,1169.4,2107.9,1009.3,801.7,405.15,234.35,199.75,b'White UV',50 mA,b'OK Read',11:34:28
6C,2,64,50,1223.55,265.8,91.8,93.9,124.9,67.85,83.3,141.05,183.3,185,224.4,134.15,289.5,342.15,1664.7,3189.9,2564.65,881.85,b'UV IR',50 mA,b'OK Read',11:34:29
6C,2,64,50,863.1,1035.65,2312.25,1113.25,3209.1,5007.8,1547.7,2593.95,20080.7,2538.25,2797.3,1033.2,1868.15,1000.75,2150.95,3395.35,2711.1,1028,b'White UV IR',50 mA,b'OK Read',11:34:29
6C,2,64,50,246.6,1356.4,3130.3,1475.4,4522.25,7233.85,2146.9,3599.65,28889.65,3494.9,3830.65,1381.05,2487.85,1167.55,924.35,456.5,270.15,233.85,b'White',100 mA,b'OK Read',11:34:31
6C,2,64,50,137.55,119.15,125.2,129.65,211.9,103.4,139.7,235.1,240.55,275.25,365.3,184.4,375.45,449.05,2790.55,5461.1,5080.5,1866,b'IR',100 mA,b'OK Read',11:34:32
6C,2,64,50,2138.85,362,54.25,49.2,34.05,29.1,21.5,33.95,114.55,83.5,109.6,77.55,190,205.3,175.25,114.15,52.05,24.35,b'UV',100 mA,b'OK Read',11:34:33
6C,2,64,50,260.85,824.85,2187,1014.9,3038.8,4326.1,1386.5,2327.5,17297.15,2434.5,2625.1,953.55,1723.4,1013.6,3237.35,5626.6,5210.7,1992.7,b'White IR',100 mA,b'OK Read',11:34:33
6C,2,64,50,1474.9,1484.75,3017.6,1417.3,4310.3,6910.75,2050.2,3432.45,27675.45,3336.95,3538.4,1324.5,2383.85,1124.8,893.65,445.1,260.35,224.1,b'White UV',100 mA,b'OK Read',11:34:34
6C,2,64,50,602.3,206.2,133.55,138.6,211.9,106.6,142.4,237.7,240.55,277.5,370.55,184.4,375.45,449.05,2777.4,5432.55,5070.75,1870.9,b'UV IR',100 mA,b'OK Read',11:34:35
6C,2,64,50,388.9,838.6,2045.1,1005.95,2815.5,4287.35,1373.05,2306.6,17136.75,2263,2447.65,945.15,1709.85,1005.05,3110.35,5518.15,5165.1,2002.45,b'White UV IR',100 mA,b'OK Read',11:34:36
6C,2,64,100,78.25,281.825,907.775,415.8,1129.6,1789.875,536.05,910.375,7365.6,935.2,1004.625,395.05,762.2,442.65,361.4,199.725,102.525,73.075,b'White',12.5 mA,b'OK Read',11:34:38
6C,2,64,100,40.3,32.075,37.575,31.3,41.625,27.45,25.525,47.025,126,95.9,122.65,80.675,212.6,237.35,545.4,875.95,613.5,204.625,b'IR',12.5 mA,b'OK Read',11:34:39
6C,2,64,100,1147.675,213.075,39.65,33.525,26.5,22.625,14.775,27.425,111.675,77.85,109.6,71.25,187.725,203.15,175.225,114.125,50.45,21.925,b'UV',12.5 mA,b'OK Read',11:34:39
6C,2,64,100,92.475,291,918.225,418.025,1154.2,1806.05,552.175,936.475,7414.3,962.275,1035.95,409.7,787.075,476.85,740.35,970.1,667.2,255.775,b'White IR',12.5 mA,b'OK Read',11:34:40
6C,2,64,100,1088.375,453.675,916.125,418.025,1133.4,1796.35,541.425,914.275,7397.1,941.975,1049,399.225,764.45,444.775,363.6,202.575,105.775,75.525,b'White UV',12.5 mA,b'OK Read',11:34:41
6C,2,64,100,1048.075,210.8,50.075,46.95,49.2,32.3,30.9,53.55,128.875,102.65,122.65,85.925,212.6,237.35,551.975,887.35,613.5,204.625,b'UV IR',12.5 mA,b'OK Read',11:34:42
6C,2,64,100,998.275,451.375,926.575,429.2,1154.2,1806.05,557.55,940.4,7420.025,965.675,1080.3,412.85,789.325,479,740.35,972.95,670.45,258.225,b'White UV IR',12.5 mA,b'OK Read',11:34:43
6C,2,64,100,130.425,572.825,1638.175,742.175,2166.5,3453.775,1033.15,1742.35,14081.125,1735.05,1915.325,698.925,1293.7,667.175,538.825,279.625,154.6,121.8,b'White',25 mA,b'OK Read',11:34:44
6C,2,64,100,54.55,45.825,50.075,46.95,68.125,40.375,43,77.05,143.2,124.1,172.225,96.4,235.225,269.425,946.25,1703.375,1251.4,416.575,b'IR',25 mA,b'OK Read',11:34:45
6C,2,64,100,1453.55,270.375,43.825,40.25,28.375,24.225,17.475,31.35,108.825,81.225,109.6,73.35,185.45,198.875,170.85,111.275,50.45,24.35,b'UV',25 mA,b'OK Read',11:34:46
6C,2,64,100,158.875,581.975,1642.35,742.175,2191.1,3461.85,1065.4,1794.6,14189.95,1779.05,1923.15,729.3,1347.975,735.6,1320.8,1866.025,1353.925,521.325,b'White IR',25 mA,b'OK Read',11:34:47
6C,2,64,100,1361.075,785.9,1642.35,777.95,2160.825,3405.3,1046.575,1764.575,13940.8,1756.475,1902.275,707.3,1289.175,660.75,534.45,282.475,157.85,126.675,b'White UV',25 mA,b'OK Read',11:34:48
6C,2,64,100,1268.6,254.325,66.775,64.825,75.675,46.85,49.7,83.6,151.775,130.85,159.175,103.725,239.75,275.85,937.475,1686.275,1267.675,426.3,b'UV IR',25 mA,b'OK Read',11:34:49
6C,2,64,100,1078.9,753.825,1656.975,780.175,2193,3427.925,1076.15,1811.575,14029.575,1801.6,1970.125,735.6,1341.175,731.325,1290.125,1846.05,1371.825,528.625,b'White UV IR',25 mA,b'OK Read',11:34:51
6C,2,64,100,218.15,1111.25,2733.775,1251.875,3854.3,6187.05,1879.55,3156.875,25215.45,3074.125,3337.45,1216.55,2200.625,1043.525,825.775,413.725,240.85,207.075,b'White',50 mA,b'OK Read',11:34:52
6C,2,64,100,85.375,73.325,77.225,76,117.325,63,77.925,133.225,180.425,177.125,221.8,127.85,287.225,340,1629.65,3118.575,2561.4,884.3,b'IR',50 mA,b'OK Read',11:34:53
6C,2,64,100,1804.5,318.475,50.075,44.7,32.175,25.85,18.8,32.65,114.55,83.475,93.95,76.5,189.975,207.425,177.425,116.975,52.075,26.8,b'UV',50 mA,b'OK Read',11:34:54
6C,2,64,100,237.125,916.5,2308.05,1077.5,3199.625,5032.025,1590.7,2673.625,20607.65,2609.325,2870.375,1058.325,1913.4,1017.875,2155.325,3358.25,2712.75,1032.9,b'White IR',50 mA,b'OK Read',11:34:55
6C,2,64,100,1349.225,1228.1,2589.8,1180.325,3619.675,5833.275,1809.7,3034.1,24041.3,2954.55,3199.15,1172.55,2110.175,1009.3,801.675,405.15,235.95,202.2,b'White UV',50 mA,b'OK Read',11:34:56
6C,2,64,100,1157.15,263.5,93.9,93.9,124.875,69.475,83.3,139.75,186.15,183.875,242.675,135.175,291.75,344.275,1627.45,3115.725,2561.4,886.725,b'UV IR',50 mA,b'OK Read',11:34:58
6C,2,64,100,813.325,973.775,2220.425,1026.075,3059.6,4843.025,1550.4,2603.1,19960.45,2539.4,2703.375,1035.275,1868.15,998.625,2111.525,3321.175,2698.1,1032.9,b'White UV IR',50 mA,b'OK Read',11:34:59
6C,2,64,100,244.225,1232.7,2994.65,1323.4,4285.725,6993.15,2153.625,3610.1,28932.625,3494.9,3848.9,1385.25,2505.95,1178.25,928.725,462.225,268.5,231.425,b'White',100 mA,b'OK Read',11:35:00
6C,2,64,100,132.8,119.15,125.2,127.425,206.25,101.775,137.025,232.5,240.55,274.125,336.625,182.325,373.175,442.65,2676.65,5207.15,5033.3,1883.075,b'IR',100 mA,b'OK Read',11:35:01
6C,2,64,100,1944.4,350.55,54.25,49.175,34.05,29.075,20.15,35.275,117.425,84.6,112.2,78.6,192.25,209.55,179.6,116.975,53.7,26.8,b'UV',100 mA,b'OK Read',11:35:02
6C,2,64,100,258.45,769.85,1965.825,934.425,2720.9,4193.625,1395.9,2348.4,17302.875,2299.1,2465.9,956.7,1725.675,1007.175,3084.05,5369.8,5160.25,2012.2,b'White IR',100 mA,b'OK Read',11:35:03
6C,2,64,100,1377.675,1377.05,2884.025,1296.575,4107.85,6666.85,2066.3,3461.2,27598.1,3353.9,3543.6,1330.775,2395.125,1131.2,893.675,447.95,262,226.55,b'White UV',100 mA,b'OK Read',11:35:05
6C,2,64,100,566.725,203.925,131.475,134.125,208.125,103.375,138.375,233.8,240.55,274.125,336.625,183.375,370.925,440.5,2654.725,5178.625,5021.925,1887.95,b'UV IR',100 mA,b'OK Read',11:35:06
6C,2,64,100,369.9,753.825,1919.9,885.25,2677.4,4119.325,1383.8,2326.2,17228.4,2281.05,2531.15,948.3,1709.85,996.475,2932.9,5261.375,5140.725,2019.5,b'White UV IR',100 mA,b'OK Read',11:35:07
6C,2,64,150,80.617,261.2,840.3,377.05,1057.083,1695.117,541.883,922.983,7228.15,940.1,1000.283,396.083,759.933,447.633,366.517,205.433,105.233,73.083,b'White',12.5 mA,b'OK Read',11:35:09
6C,2,64,150,42.683,35.133,38.95,31.3,41.633,29.083,25.967,47.883,131.733,97.017,125.25,81.733,220.133,246.633,547.6,878.8,618.383,204.633,b'IR',12.5 mA,b'OK Read',11:35:10
6C,2,64,150,1065.467,210.8,41.733,34.283,27.75,23.7,15.233,28.733,116.467,78.217,111.333,73.35,197.517,213.833,182.533,119.833,52.067,24.367,b'UV',12.5 mA,b'OK Read',11:35:11
6C,2,64,150,94.85,262.733,845.867,362.15,1065.917,1700.5,558,945.633,7291.15,965.667,1076.817,410.067,784.05,483.267,743.267,972,670.45,254.967,b'White IR',12.5 mA,b'OK Read',11:35:13
6C,2,64,150,1013.3,423.117,844.483,366.617,1048.25,1683.267,548.15,929.083,7235.783,947.617,1003.767,400.283,759.933,450.483,370.9,207.333,107.4,76.333,b'White UV',12.5 mA,b'OK Read',11:35:14
6C,2,64,150,961.133,207.733,52.867,47.683,49.2,34.467,31.35,53.983,133.65,103.033,142.65,87.317,220.133,246.633,556.35,888.3,618.383,206.25,b'UV IR',12.5 mA,b'OK Read',11:35:16
6C,2,64,150,907.383,412.433,848.65,366.617,1063.383,1694.033,563.367,951.717,7296.867,971.683,1102.917,414.25,785.567,483.267,743.267,973.9,671.55,258.217,b'White UV IR',12.5 mA,b'OK Read',11:35:17
6C,2,64,150,129.633,488.8,1488.617,608.05,1981.717,3240.533,1040.767,1755.417,13910.267,1741.817,1925.75,697.867,1286.15,671.45,543.217,285.317,155.133,121.8,b'White',25 mA,b'OK Read',11:35:19
6C,2,64,150,58.483,48.883,52.867,47.683,68.117,40.917,43.883,78.367,148.917,126.35,156.567,99.2,244.267,279.417,949.167,1696.717,1256.3,419,b'IR',25 mA,b'OK Read',11:35:20
6C,2,64,150,1356.333,267.317,47.3,40.233,30.267,25.85,17.017,31.35,118.367,81.983,109.6,75.45,197.517,212.417,182.533,119.833,53.167,24.367,b'UV',25 mA,b'OK Read',11:35:21
6C,2,64,150,158.083,499.5,1502.533,615.5,2020.817,3267.45,1072.117,1801.567,14064.9,1788.433,1915.317,728.6,1340.433,745.583,1315.683,1871.717,1358.267,516.45,b'White IR',25 mA,b'OK Read',11:35:23
6C,2,64,150,1172.967,672.1,1480.283,599.117,1951.433,3225.45,1045.25,1757.167,13908.35,1741.067,1937.933,704.15,1287.667,675.733,547.6,287.233,157.3,123.433,b'White UV',25 mA,b'OK Read',11:35:24
6C,2,64,150,1068.633,247.45,69.567,67.067,76.95,48.467,50.15,85.333,150.817,133.117,156.567,106.183,247.283,280.833,959.383,1708.133,1251.95,420.633,b'UV IR',25 mA,b'OK Read',11:35:26
6C,2,64,150,927.933,640.017,1488.617,605.067,1981.717,3253.45,1073.017,1800.7,14080.183,1783.183,1995.333,732.1,1343.45,748.433,1315.683,1867.917,1351.767,518.067,b'White UV IR',25 mA,b'OK Read',11:35:27
6C,2,64,150,213.417,902.75,2458.317,970.2,3487.867,5884.433,1881.8,3147.733,25332.867,3055.7,3296.567,1212.717,2202.9,1070.617,846.95,424.183,237.583,201.383,b'White',50 mA,b'OK Read',11:35:29
6C,2,64,150,88.533,74.85,79.3,77.5,117.317,63.533,77.917,134.967,181.367,181.25,240.067,130.633,294.017,342.133,1657.383,3138.567,2525.6,872.117,b'IR',50 mA,b'OK Read',11:35:30
6C,2,64,150,1506.517,307.033,52.867,46.2,32.8,29.083,19.7,34.833,116.467,84.983,107.85,78.933,197.517,210.983,182.533,117.933,55.333,27.617,b'UV',50 mA,b'OK Read',11:35:31
6C,2,64,150,233.967,748.483,2077.117,843.517,2913.9,4830.117,1589.817,2661,20817.667,2590.9,2826.883,1056.233,1926.967,1043.533,2193.3,3380.133,2667.733,1016.65,b'White IR',50 mA,b'OK Read',11:35:33
6C,2,64,150,1158.733,1028.017,2367.883,925.483,3316.3,5639.967,1800.283,3005.8,24418.367,2920.317,3181.75,1168.7,2132.033,1043.533,825.033,410.867,232.167,196.517,b'White UV',50 mA,b'OK Read',11:35:34
6C,2,64,150,981.683,256.617,94.6,93.883,126.15,70,84.2,141.067,185.183,186.517,219.183,136.217,295.533,343.567,1658.85,3136.65,2515.85,873.733,b'UV IR',50 mA,b'OK Read',11:35:38
6C,2,64,150,719.267,826.383,2035.383,825.633,2825.6,4694.417,1545.917,2586.117,20279.283,2519.467,2856.45,1033.183,1884.75,1026.417,2140.733,3340.183,2650.367,1016.65,b'White UV IR',50 mA,b'OK Read',11:35:39
6C,2,64,150,240.283,1035.65,2761.6,1076.017,3963.417,6757.85,2149.6,3589.2,29166.5,3467.833,3914.133,1382.467,2522.55,1211.75,950.617,469.833,264.717,225.75,b'White',100 mA,b'OK Read',11:35:40
6C,2,64,150,134.367,119.15,125.217,125.183,204.35,101.233,135.25,230.75,238.65,274.517,360.1,182.333,373.933,439.083,2664.95,5124.417,4921.033,1862.783,b'IR',100 mA,b'OK Read',11:35:41
6C,2,64,150,1670.917,340.633,55.65,49.183,35.317,30.15,21.5,35.7,116.467,87.233,107.85,80.333,196.017,210.983,182.533,117.933,56.417,27.617,b'UV',100 mA,b'OK Read',11:35:42
6C,2,64,150,252.933,652.25,1804.433,760.067,2505.2,4070.867,1389.183,2328.367,17558.7,2269.767,2609.417,952.15,1736.983,1023.567,3108.867,5307.017,5013.233,1981.333,b'White IR',100 mA,b'OK Read',11:35:43
6C,2,64,150,1191.933,1160.9,2651.7,1029.817,3780.517,6448.767,2054.667,3425.5,27954.167,3316.667,3625.367,1325.883,2417,1168.983,917.033,454.617,256.033,219.25,b'White UV',100 mA,b'OK Read',11:35:44
6C,2,64,150,507.433,201.633,130.783,131.15,205.617,103.383,137.033,232.483,238.65,273,330.533,183.017,372.433,436.233,2640.133,5092.083,4902.583,1862.783,b'UV IR',100 mA,b'OK Read',11:35:46
6C,2,64,150,352.517,669.05,1800.267,752.617,2482.5,4027.783,1373.95,2301.383,17411.7,2247.217,2496.35,944.467,1723.417,1013.583,2943.867,5171.967,4955.733,1991.083,b'White UV IR',100 mA,b'OK Read',11:35:47
6C,3,64,50,75.9,256.6,851.45,371.1,1082.3,1764.05,534.7,906.45,7342.7,920.55,1002,383.5,732.8,419.1,341.7,188.3,94.4,68.2,b'White',12.5 mA,b'OK Read',11:35:53
6C,3,64,50,33.2,27.5,33.4,26.85,37.85,22.6,24.2,44.4,108.8,83.5,109.6,69.15,190,218.1,534.45,878.8,611.85,199.75,b'IR',12.5 mA,b'OK Read',11:35:54
6C,3,64,50,1033.85,206.2,41.75,31.3,26.5,22.6,16.1,28.75,114.55,76.7,93.95,71.25,194.5,209.55,184,119.85,52.05,24.35,b'UV',12.5 mA,b'OK Read',11:35:55
6C,3,64,50,94.85,252.05,838.9,348.75,1074.75,1747.9,550.85,932.55,7468.7,954.4,1090.75,406.55,787.05,483.25,762.25,992.95,663.95,253.35,b'White IR',12.5 mA,b'OK Read',11:35:56
6C,3,64,50,920.05,398.7,830.55,339.8,1048.25,1731.75,540.1,911.65,7445.8,934.1,1064.65,398.2,764.45,453.35,372.35,205.45,104.15,73.1,b'White UV',12.5 mA,b'OK Read',11:35:57
6C,3,64,50,882.1,197.05,50.1,44.7,49.2,32.3,32.25,54.85,126,103.8,120.05,85.9,217.1,243.75,573.9,907.35,611.85,204.65,b'UV IR',12.5 mA,b'OK Read',11:35:58
6C,3,64,50,858.4,398.7,834.75,357.7,1067.15,1731.75,558.9,943,7417.15,961.15,1095.95,412.85,787.05,487.55,762.25,992.95,663.95,253.35,b'White UV IR',12.5 mA,b'OK Read',11:35:58
6C,3,64,50,128.05,481.15,1477.5,603.6,2005.7,3308.4,1037.2,1747.6,14101.2,1728.25,1930.95,693.7,1284.65,675.75,547.6,285.3,149.7,116.95,b'White',25 mA,b'OK Read',11:36:00
6C,3,64,50,56.9,50.4,54.25,49.2,68.1,42,43,78.35,143.2,126.35,172.2,98.5,239.75,278,981.3,1746.2,1249.8,414.15,b'IR',25 mA,b'OK Read',11:36:01
6C,3,64,50,1242.5,256.6,45.9,35.75,30.25,25.85,16.1,31.35,108.8,78.95,104.4,73.35,190,205.3,175.25,114.15,52.05,24.35,b'UV',25 mA,b'OK Read',11:36:02
6C,3,64,50,156.5,504.1,1506.7,634.9,2054.85,3343.9,1069.45,1797.2,14158.45,1775.65,1930.95,725.1,1338.9,744.15,1344.9,1905.95,1353.95,511.55,b'White IR',25 mA,b'OK Read',11:36:02
6C,3,64,50,1138.2,659.9,1481.65,599.1,1986.75,3311.6,1039.85,1744.95,14152.75,1726,1941.4,699.95,1293.7,680,547.6,285.3,152.95,121.8,b'White UV',25 mA,b'OK Read',11:36:03
6C,3,64,50,1010.15,238.3,66.8,62.6,75.7,48.45,51.05,83.6,148.9,128.6,151.35,102.7,239.75,278,990.05,1751.9,1243.25,414.15,b'UV IR',25 mA,b'OK Read',11:36:04
6C,3,64,50,901.05,627.8,1473.3,599.1,1998.1,3311.6,1069.45,1794.6,14215.75,1768.9,1941.4,727.2,1343.45,748.45,1349.25,1911.65,1344.15,511.55,b'White UV IR',25 mA,b'OK Read',11:36:05
6C,3,64,50,208.65,889,2424.95,965.75,3526.95,5970.6,1870.15,3129.45,25441.7,3030.1,3418.35,1198.75,2180.3,1060.65,845.5,422.3,231.1,199.75,b'White',50 mA,b'OK Read',11:36:07
6C,3,64,50,85.35,73.3,79.3,76,117.3,64.6,77.9,133.2,183.3,176,245.3,127.85,294,346.4,1717.25,3247,2545.15,862.35,b'IR',50 mA,b'OK Read',11:36:07
6C,3,64,50,1579.25,307.05,50.1,44.7,30.25,29.1,18.8,31.35,114.55,78.95,93.95,75.45,194.5,209.55,179.6,114.15,52.05,24.35,b'UV',50 mA,b'OK Read',11:36:08
6C,3,64,50,232.4,779.05,2091.05,894.2,2993.4,4875.35,1590.7,2667.1,20584.75,2590.15,2886,1047.85,1895.3,1030.7,2238.55,3486.65,2698.1,1013.4,b'White IR',50 mA,b'OK Read',11:36:09
6C,3,64,50,1209.3,1067.7,2374.85,979.15,3417.2,5708.9,1800.3,3014.5,24147.25,2924.1,3235.7,1158.95,2085.3,1017.85,810.45,410.85,227.85,194.9,b'White UV',50 mA,b'OK Read',11:36:10
6C,3,64,50,1014.9,256.6,96,93.9,124.9,71.1,83.3,141.05,183.3,182.75,245.3,134.15,294,346.4,1717.25,3247,2538.6,867.25,b'UV IR',50 mA,b'OK Read',11:36:11
6C,3,64,50,730.35,834,2024.25,849.5,2876.05,4729.95,1545.05,2586.1,20115.1,2513.45,2745.1,1024.8,1854.6,1013.6,2221.05,3463.85,2672.05,1008.55,b'White UV IR',50 mA,b'OK Read',11:36:12
6C,3,64,50,237.1,1044.8,2733.8,1095.4,4041.65,6830,2146.9,3589.2,29044.3,3463.3,3867.15,1366.4,2474.3,1188.95,937.5,467.95,260.35,224.1,b'White',100 mA,b'OK Read',11:36:13
6C,3,64,50,137.55,119.15,125.2,129.65,208.15,103.4,139.7,235.1,246.3,275.25,339.25,184.4,379.95,453.35,2873.75,5552.4,5031.7,1836.8,b'IR',100 mA,b'OK Read',11:36:14
6C,3,64,50,1721.5,334.5,54.25,49.2,34.05,29.1,21.5,33.95,114.55,81.2,93.95,75.45,190,205.3,179.6,114.15,52.05,24.35,b'UV',100 mA,b'OK Read',11:36:15
6C,3,64,50,256.1,669.05,1815.55,795.85,2573.3,4099.95,1394.55,2335.35,17360.15,2278.8,2505.05,949.35,1718.9,1026.4,3307.45,5735,5148.85,1958.6,b'White IR',100 mA,b'OK Read',11:36:16
6C,3,64,50,1237.75,1191.45,2637.8,1081.95,3867.55,6513.4,2058.25,3440.3,27652.5,3318.9,3580.15,1314,2365.75,1137.6,906.8,450.8,253.85,219.25,b'White UV',100 mA,b'OK Read',11:36:17
6C,3,64,50,521.65,201.65,133.55,134.15,211.9,106.6,142.4,237.7,246.3,277.5,365.3,186.5,379.95,453.35,2856.25,5523.85,5025.15,1841.65,b'UV IR',100 mA,b'OK Read',11:36:18
6C,3,64,50,365.15,691.95,1807.2,795.85,2554.4,4054.7,1381.1,2314.45,17159.7,2258.5,2562.45,943.05,1705.3,1013.6,3197.95,5615.15,5119.55,1973.2,b'White UV IR',100 mA,b'OK Read',11:36:18
6C,3,64,100,78.25,226.825,793,315.2,1012.3,1688.125,537.4,910.375,7348.425,927.3,1015.075,391.9,759.925,451.2,367.975,205.425,102.525,70.65,b'White',12.5 mA,b'OK Read',11:36:20
6C,3,64,100,42.675,34.375,37.575,31.3,41.625,29.075,25.525,48.325,126,95.9,140.9,80.675,214.85,241.625,558.55,893.075,610.25,202.2,b'IR',12.5 mA,b'OK Read',11:36:21
6C,3,64,100,955.6,201.625,41.725,33.525,26.5,22.625,14.775,27.425,114.55,76.7,91.325,71.25,192.25,209.55,179.6,116.975,50.45,24.35,b'UV',12.5 mA,b'OK Read',11:36:22
6C,3,64,100,92.475,242.875,807.625,333.075,1042.575,1701.05,554.875,939.1,7362.75,956.65,1090.75,406.575,782.55,483.275,753.5,987.225,663.95,250.925,b'White IR',12.5 mA,b'OK Read',11:36:23
6C,3,64,100,920.025,396.375,807.625,333.075,1025.55,1694.575,544.125,918.2,7348.425,937.475,1056.825,397.125,759.925,451.2,370.175,205.425,104.15,75.525,b'White UV',12.5 mA,b'OK Read',11:36:24
6C,3,64,100,882.1,201.625,52.175,46.95,49.2,33.925,30.9,53.55,131.725,100.4,122.65,85.925,217.125,243.775,567.3,901.625,611.875,202.2,b'UV IR',12.5 mA,b'OK Read',11:36:24
6C,3,64,100,846.525,391.8,818.05,344.275,1046.35,1705.875,558.9,943.025,7377.05,958.9,1093.35,410.75,784.8,485.4,755.675,987.225,663.95,255.775,b'White UV IR',12.5 mA,b'OK Read',11:36:25
6C,3,64,100,128.05,458.25,1437.85,567.8,1956.475,3268,1035.85,1742.35,14075.4,1727.15,1944.025,693.675,1286.9,677.875,547.6,285.325,151.35,119.375,b'White',25 mA,b'OK Read',11:36:27
6C,3,64,100,59.275,48.125,52.175,46.95,68.125,40.375,44.325,77.05,146.05,124.1,153.95,97.45,242,278,974.725,1729.05,1244.9,411.7,b'IR',25 mA,b'OK Read',11:36:28
6C,3,64,100,1249.625,256.625,45.9,38,30.275,25.85,17.475,31.35,114.55,78.975,106.975,74.4,192.25,209.55,179.6,116.975,52.075,24.35,b'UV',25 mA,b'OK Read',11:36:28
6C,3,64,100,156.5,478.875,1458.7,592.4,2000,3293.85,1068.075,1793.3,14141.275,1774.525,2009.25,724.075,1338.925,748.425,1342.7,1897.4,1345.8,511.575,b'White IR',25 mA,b'OK Read',11:36:29
6C,3,64,100,1123.95,648.425,1450.375,581.225,1952.7,3269.6,1039.875,1744.975,14069.675,1726.025,1936.2,698.925,1289.175,680,549.775,285.325,154.6,121.8,b'White UV',25 mA,b'OK Read',11:36:31
