,Leaf number,Read number,gain,integration time,450 nm,500 nm,550 nm,570 nm,600 nm,650 nm,led,led current,saturation check,time,Avg Total Chlorophyll (µg/cm2),Avg Chlorophyll a (µg/cm2),Avg Chlorophyll b (µg/cm2),Avg Total Chlorophyll (µg/mg),Avg Chlorophyll a (µg/mg),Avg Chlorophyll b (µg/mg)
0,1,1,64,50,3024.366,2338.548,5668.084,5312.3730000000005,3742.822,1091.214,White LED,12.5 mA,b'OK Read',10:04:35,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
1,1,1,64,50,6031.1140000000005,4652.736,11196.614,10534.381000000001,7362.927,2205.353,White LED,25 mA,b'OK Read',10:04:36,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
2,1,1,64,50,9343.235,7167.894,17363.877,16298.567,11379.498,3470.7940000000003,White LED,50 mA,b'OK Read',10:04:37,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
3,1,1,64,50,8626.784,6607.616999999999,15431.573999999999,14505.583,10152.344000000001,3104.0,White LED,100 mA,b'OK Read',10:04:38,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
4,1,1,64,100,3103.6459999999997,2390.313,5689.555,5359.932,3766.42,1139.356,White LED,12.5 mA,b'OK Read',10:04:39,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
5,1,1,64,100,5584.8009999999995,4287.338,10466.633,9847.15,6909.8240000000005,2072.39,White LED,25 mA,b'OK Read',10:04:40,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
6,1,1,64,100,6932.552,5310.453,12369.413999999999,11628.245,8160.578,2446.062,White LED,50 mA,b'OK Read',10:04:41,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
7,1,1,64,100,7017.704000000001,5368.308000000001,13330.196000000002,12536.627,8800.114,2638.6290000000004,White LED,100 mA,b'OK Read',10:04:42,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
8,1,1,64,150,3088.9640000000004,2377.118,5677.03,5347.249,3760.127,1124.837,White LED,12.5 mA,b'OK Read',10:04:44,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
9,1,1,64,150,5541.735,4248.769,10330.657,9711.606,6821.72,2041.8239999999998,White LED,25 mA,b'OK Read',10:04:45,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
10,1,1,64,150,6600.7519999999995,5050.615,11602.755,10908.515,7661.85,2297.052,White LED,50 mA,b'OK Read',10:04:46,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
11,1,1,64,150,8738.363000000001,6662.4259999999995,16961.314,15964.067,11173.399,3365.341,White LED,100 mA,b'OK Read',10:04:47,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
12,1,1,64,200,3096.305,2381.178,5571.47,5251.734,3694.4429999999998,1108.4080000000001,White LED,12.5 mA,b'OK Read',10:04:48,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
13,1,1,64,200,5878.428000000001,4502.01,10807.469,10168.175,7130.476,2140.0170000000003,White LED,25 mA,b'OK Read',10:04:49,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
14,1,1,64,200,8085.041,6163.049,13732.76,12918.291000000001,9063.244,2728.035,White LED,50 mA,b'OK Read',10:04:50,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
15,1,1,64,200,8532.823,6488.861999999999,16099.829,15133.364,10607.806,3197.991,White LED,100 mA,b'OK Read',10:04:52,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
16,1,1,64,250,3100.7090000000003,2383.614,5672.378000000001,5342.81,3756.0370000000003,1128.8110000000001,White LED,12.5 mA,b'OK Read',10:04:53,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
17,1,1,64,250,5974.738,4569.913,10887.446000000002,10244.271,7187.35,2154.919,White LED,25 mA,b'OK Read',10:04:55,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
18,1,1,64,250,7805.8009999999995,5943.81,14484.747,13619.077,9552.926,2867.417,White LED,50 mA,b'OK Read',10:04:56,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
19,1,1,64,250,8993.231,6824.419,16185.173,15227.532,10670.58,3207.619,White LED,100 mA,b'OK Read',10:04:58,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
20,1,2,64,50,3306.2490000000003,2496.887,5673.451999999999,5421.758000000001,3912.735,1196.6680000000001,White LED,12.5 mA,b'OK Read',10:05:07,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
21,1,2,64,50,6448.066,4853.706,11137.572,10624.745,7636.677,2342.901,White LED,25 mA,b'OK Read',10:05:08,38.76835883666666,30.16507824,8.603280596333333,2.0552456326666673,1.5989053293333335,0.456340303
